ligando,grupo,evidencia_funcional,atomos_pesados,modelo,semilla,modo,afinidad,contactos,atomos_del_ligando_en_contacto,fraccion_ligando_en_contacto,residuos,toca_trp334,dist_min_al_anillo_trp334,dist_min_a_un_atomo_del_anillo
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,2026,2,-4.524,6,16,0.7,334 337 338 339 341 342,True,6.31,4.83
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,2026,3,-4.454,6,15,0.65,328 331 332 334 335 338,True,5.44,4.3
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,2026,4,-4.413,6,17,0.74,327 331 334 335 338 339,True,5.2,3.63
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,2026,5,-4.327,6,15,0.65,331 334 335 338 339 342,True,5.93,4.8
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,2026,6,-4.258,6,17,0.74,331 334 335 338 339 342,True,5.93,4.61
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,2026,7,-4.242,6,17,0.74,331 334 335 337 338 339,True,5.81,4.51
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,2026,8,-3.896,6,9,0.39,331 334 335 338 339 342,True,4.44,3.64
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,2026,9,-3.891,6,15,0.65,331 334 335 337 338 342,True,5.16,3.63
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,777,1,-4.871,8,16,0.7,313 324 327 328 331 332 335 339,False,9.0,7.95
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,777,2,-4.568,7,16,0.7,334 335 337 338 339 341 342,True,6.23,4.77
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,777,3,-4.454,6,17,0.74,327 331 334 335 338 339,True,5.21,3.7
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,777,4,-4.384,6,15,0.65,331 334 335 338 339 342,True,5.89,4.77
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,777,5,-4.309,6,13,0.57,331 334 335 338 339 342,True,5.86,4.56
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,777,6,-4.3,6,16,0.7,331 334 335 338 339 342,True,4.5,3.68
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,777,7,-4.241,6,17,0.74,331 334 335 337 338 339,True,5.88,4.54
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,777,8,-4.055,6,15,0.65,331 334 335 337 338 339,True,5.06,3.78
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,6,777,9,-3.979,5,12,0.52,334 335 337 338 342,True,6.25,4.92
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,42,1,-5.477,8,26,0.76,327 331 334 335 337 338 342 346,True,4.13,3.25
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,42,2,-5.355,7,23,0.68,327 330 331 334 337 338 342,True,5.34,3.3
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,42,3,-5.354,7,23,0.68,327 330 331 334 337 338 342,True,3.61,3.27
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,42,4,-5.323,9,20,0.59,326 327 330 331 334 335 338 339 342,True,5.34,3.41
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,42,5,-5.144,6,23,0.68,326 327 330 331 334 337,True,3.23,3.14
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,42,6,-5.099,6,21,0.62,327 330 331 334 335 338,True,3.56,3.2
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,42,7,-5.067,7,20,0.59,327 330 331 334 335 338 339,True,5.38,3.45
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,42,8,-4.955,6,17,0.5,330 331 334 335 337 338,True,4.0,3.5
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,42,9,-4.866,6,14,0.41,327 330 331 334 335 338,True,4.86,3.16
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,2026,1,-5.646,8,25,0.74,327 331 334 335 337 338 342 346,True,4.23,3.32
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,2026,2,-5.522,7,23,0.68,327 330 331 334 337 338 342,True,3.64,3.3
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,2026,3,-5.465,6,21,0.62,327 330 331 334 338 342,True,5.32,3.18
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,2026,4,-5.368,6,21,0.62,327 330 331 334 335 338,True,3.74,3.17
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,2026,5,-5.31,9,21,0.62,326 327 330 331 334 335 337 338 342,True,5.37,3.41
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,2026,6,-5.306,6,17,0.5,327 330 331 334 335 338,True,4.32,3.07
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,2026,7,-5.3,6,23,0.68,326 327 330 331 334 337,True,3.26,3.2
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,2026,8,-5.277,6,21,0.62,327 330 331 334 335 338,True,3.43,3.26
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,2026,9,-5.221,6,19,0.56,331 334 335 338 339 342,True,4.41,3.3
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,777,1,-5.566,8,25,0.74,327 331 334 335 337 338 342 346,True,4.15,3.24
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,777,2,-5.476,7,22,0.65,327 330 331 334 337 338 342,True,5.41,3.28
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,777,3,-5.453,7,23,0.68,327 330 331 334 337 338 342,True,3.62,3.27
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,777,4,-5.221,6,23,0.68,326 327 330 331 334 337,True,3.23,3.0
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,777,5,-5.086,6,18,0.53,327 330 331 334 335 338,True,4.06,2.95
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,777,6,-4.99,6,14,0.41,327 330 331 334 335 338,True,5.29,3.27
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,777,7,-4.913,7,18,0.53,326 327 330 331 334 335 338,True,4.84,3.23
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,1,777,8,-4.869,6,16,0.47,327 330 331 334 337 338,True,3.98,3.53
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,42,1,-5.653,9,23,0.68,311 313 318 323 324 327 328 331 334,True,5.82,3.68
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,42,2,-5.409,9,22,0.65,311 313 318 323 324 327 328 331 334,True,6.06,3.89
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,42,3,-5.353,3,23,0.68,327 331 334,True,3.72,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,42,4,-5.309,8,21,0.62,313 323 324 327 328 331 334 335,True,4.85,3.54
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,42,5,-5.133,8,19,0.56,331 333 334 335 337 338 339 342,True,5.16,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,42,6,-5.113,8,22,0.65,331 334 335 337 338 339 341 342,True,4.89,3.85
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,42,7,-5.046,9,17,0.5,331 333 334 335 337 338 339 341 342,True,5.0,3.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,42,8,-4.961,8,18,0.53,331 334 335 337 338 339 341 342,True,4.76,3.76
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,42,9,-4.96,7,18,0.53,331 334 335 337 338 339 341,True,4.9,3.86
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,2026,1,-6.197,9,25,0.74,311 313 318 323 324 327 328 331 334,True,5.97,3.83
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,2026,2,-5.84,8,20,0.59,311 313 323 324 327 328 331 334,True,6.12,3.98
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,2026,3,-5.833,4,23,0.68,327 331 334 338,True,3.73,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,2026,4,-5.783,8,20,0.59,313 323 324 327 328 331 334 335,True,4.88,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,2026,5,-5.575,8,17,0.5,331 333 334 335 337 338 339 342,True,5.1,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,2026,6,-5.535,9,16,0.47,331 333 334 335 337 338 339 341 342,True,4.9,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,2026,7,-5.157,6,19,0.56,327 331 334 337 338 341,True,4.09,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,2026,8,-5.014,7,21,0.62,327 331 334 335 338 339 342,True,3.89,3.29
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,2026,9,-4.944,6,12,0.35,331 333 334 335 337 338,True,4.33,3.62
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,777,1,-5.607,9,24,0.71,311 313 318 323 324 327 328 331 334,True,5.78,3.65
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,777,2,-5.443,11,26,0.76,311 313 314 318 323 324 327 328 330 331 334,True,5.26,3.23
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,777,3,-5.352,9,21,0.62,311 313 318 323 324 327 328 331 334,True,6.08,3.91
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,777,4,-5.272,4,22,0.65,327 331 334 338,True,3.73,3.53
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,777,5,-5.226,8,20,0.59,313 323 324 327 328 331 334 335,True,4.88,3.57
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,777,6,-5.081,8,18,0.53,331 333 334 335 337 338 339 342,True,5.11,3.52
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,777,7,-5.041,8,21,0.62,331 334 335 337 338 339 341 342,True,4.86,3.82
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,777,8,-4.986,9,15,0.44,331 333 334 335 337 338 339 341 342,True,4.92,3.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,2,777,9,-4.861,8,18,0.53,331 334 335 337 338 339 341 342,True,4.77,3.74
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,42,1,-5.593,12,23,0.68,307 311 312 313 314 318 323 324 327 328 330 334,True,5.5,3.49
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,42,2,-5.56,9,21,0.62,307 311 323 324 327 328 330 331 334,True,5.58,3.54
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,42,3,-5.54,10,17,0.5,307 313 314 323 324 327 328 330 331 334,True,5.67,3.62
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,42,4,-5.436,13,18,0.53,311 312 313 314 318 323 324 327 328 331 335 338 339,False,10.1,8.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,42,5,-5.312,9,24,0.71,307 313 314 323 324 327 330 331 334,True,5.72,3.48
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,42,6,-5.19,4,24,0.71,307 327 331 334,True,3.76,3.4
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,42,7,-5.073,9,17,0.5,313 314 323 324 327 328 330 331 334,True,5.46,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,42,8,-5.063,5,26,0.76,331 334 335 338 339,True,4.54,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,42,9,-4.966,8,17,0.5,307 313 324 327 328 330 331 334,True,5.66,3.49
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,2026,1,-5.642,9,23,0.68,307 311 323 324 327 328 330 331 334,True,5.5,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,2026,2,-5.63,10,16,0.47,307 313 314 323 324 327 328 330 331 334,True,5.67,3.64
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,2026,3,-5.379,11,22,0.65,307 312 313 314 323 324 327 328 330 331 334,True,5.6,3.53
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,2026,4,-5.355,9,25,0.74,307 313 314 323 324 327 330 331 334,True,5.6,3.44
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,2026,5,-5.299,4,25,0.74,307 327 331 334,True,3.73,3.46
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,2026,6,-5.224,9,24,0.71,307 313 314 323 324 326 327 331 334,True,5.53,3.48
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,2026,7,-5.021,8,16,0.47,312 313 314 323 324 327 328 331,False,6.84,4.71
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,2026,8,-5.014,7,21,0.62,307 323 324 327 328 331 334,True,5.62,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,2026,9,-4.953,7,20,0.59,331 334 335 337 338 339 342,True,4.01,3.1
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,777,1,-5.545,9,24,0.71,307 311 323 324 327 328 330 331 334,True,5.48,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,777,2,-5.512,10,18,0.53,307 313 314 323 324 327 328 330 331 334,True,5.67,3.63
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,777,3,-5.261,9,24,0.71,307 313 314 323 324 327 330 331 334,True,5.69,3.45
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,777,4,-5.181,4,24,0.71,307 327 331 334,True,3.76,3.39
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,777,5,-5.112,5,25,0.74,331 334 335 338 339,True,4.5,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,777,6,-5.068,9,23,0.68,307 313 314 323 324 326 327 331 334,True,5.53,3.45
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,777,7,-5.012,4,22,0.65,327 330 331 334,True,3.8,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,777,8,-4.759,6,23,0.68,331 334 335 337 338 339,True,3.99,3.32
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,3,777,9,-4.711,5,18,0.53,327 331 334 337 338,True,5.25,3.42
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,42,1,-6.497,10,23,0.68,331 332 334 335 337 338 339 341 347 349,True,5.92,4.93
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,42,2,-6.245,10,27,0.79,330 331 334 335 337 338 341 347 348 349,True,3.41,3.11
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,42,3,-5.924,10,23,0.68,328 331 332 334 335 337 338 341 347 349,True,6.34,5.14
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,42,4,-5.881,11,19,0.56,327 328 331 334 335 337 338 342 347 348 349,True,4.52,3.62
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,42,5,-5.787,9,22,0.65,328 331 332 334 335 337 338 341 347,True,5.91,4.81
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,42,6,-5.777,9,22,0.65,324 327 328 331 332 334 335 338 349,True,6.53,4.93
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,42,7,-5.735,9,21,0.62,328 331 332 335 337 338 341 347 349,False,7.64,5.6
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,42,8,-5.55,7,18,0.53,327 328 331 334 335 337 338,True,3.8,3.6
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,42,9,-5.515,9,20,0.59,331 334 335 337 338 341 347 348 349,True,3.6,3.28
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,2026,1,-6.718,10,22,0.65,331 332 334 335 337 338 339 341 347 349,True,5.96,4.88
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,2026,2,-6.372,10,27,0.79,330 331 334 335 337 338 341 347 348 349,True,3.42,3.12
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,2026,3,-6.128,11,21,0.62,328 331 332 334 335 337 338 341 347 348 349,True,5.98,4.82
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,2026,4,-5.99,11,18,0.53,327 328 331 334 335 337 338 342 347 348 349,True,4.57,3.67
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,2026,5,-5.965,8,23,0.68,328 331 332 334 335 337 338 349,True,4.48,3.33
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,2026,6,-5.928,8,21,0.62,328 331 332 334 335 337 338 341,True,5.82,4.8
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,2026,7,-5.686,9,19,0.56,331 334 335 337 338 341 347 348 349,True,3.62,3.64
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,2026,8,-5.619,6,19,0.56,330 331 334 335 337 338,True,3.62,3.06
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,2026,9,-5.606,6,20,0.59,330 331 334 335 337 338,True,3.63,3.09
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,777,1,-6.578,10,22,0.65,331 332 334 335 337 338 339 341 347 349,True,6.03,4.94
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,777,2,-6.215,10,27,0.79,330 331 334 335 337 338 341 347 348 349,True,3.37,3.11
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,777,3,-5.942,11,21,0.62,328 331 332 334 335 337 338 341 347 348 349,True,6.0,4.78
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,777,4,-5.834,11,18,0.53,327 328 331 334 335 337 338 342 347 348 349,True,4.54,3.65
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,777,5,-5.804,10,25,0.74,327 328 331 332 334 335 337 338 347 349,True,6.24,4.82
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,777,6,-5.743,9,20,0.59,328 331 332 334 335 337 338 341 347,True,6.02,4.96
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,777,7,-5.634,5,20,0.59,328 331 334 335 338,True,3.74,3.59
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,777,8,-5.5,7,19,0.56,328 331 332 334 335 339 349,True,4.35,3.73
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,4,777,9,-5.482,9,19,0.56,331 334 335 337 338 341 347 348 349,True,3.6,3.31
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,42,1,-6.916,8,25,0.74,331 334 335 337 338 339 341 349,True,4.64,3.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,42,2,-6.457,9,22,0.65,328 331 332 334 335 337 338 341 349,True,4.92,3.54
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,42,3,-6.251,9,22,0.65,327 328 331 334 335 337 338 339 349,True,3.97,3.37
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,42,4,-6.215,8,24,0.71,331 334 335 337 338 339 341 349,True,5.49,3.81
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,42,5,-6.111,10,26,0.76,327 328 331 334 335 337 338 341 347 349,True,4.69,3.78
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,42,6,-6.09,8,26,0.76,331 334 335 337 338 341 347 349,True,4.51,3.63
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,42,7,-6.083,8,17,0.5,331 334 335 337 338 341 347 349,True,5.01,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,42,8,-5.807,6,23,0.68,331 334 335 337 338 349,True,4.22,3.33
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,42,9,-5.774,6,21,0.62,331 334 335 337 338 349,True,4.24,3.32
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,2026,1,-6.711,8,25,0.74,331 334 335 337 338 339 341 349,True,4.62,3.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,2026,2,-6.188,7,23,0.68,331 334 335 337 338 341 349,True,5.46,3.77
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,2026,3,-6.06,9,22,0.65,327 328 331 334 335 337 338 339 349,True,3.99,3.38
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,2026,4,-5.962,8,20,0.59,331 334 335 337 338 341 347 349,True,5.07,3.64
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,2026,5,-5.845,8,26,0.76,331 334 335 337 338 341 347 349,True,4.51,3.64
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,2026,6,-5.805,11,28,0.82,328 331 332 334 335 337 338 339 341 347 349,True,6.12,5.02
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,2026,7,-5.485,7,19,0.56,330 331 334 335 337 338 349,True,3.95,3.27
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,2026,8,-5.458,6,18,0.53,331 334 335 337 338 349,True,4.05,3.26
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,2026,9,-5.421,8,19,0.56,331 334 335 337 338 341 347 349,True,5.14,3.53
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,777,1,-6.607,8,25,0.74,331 334 335 337 338 339 341 349,True,4.65,3.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,777,2,-6.092,7,23,0.68,331 334 335 337 338 341 349,True,5.47,3.78
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,777,3,-5.973,8,21,0.62,327 328 331 334 335 337 338 349,True,3.94,3.34
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,777,4,-5.858,8,24,0.71,331 334 335 337 338 339 341 349,True,5.49,3.81
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,777,5,-5.78,8,26,0.76,331 334 335 337 338 341 347 349,True,4.53,3.66
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,777,6,-5.717,10,26,0.76,327 328 331 334 335 337 338 341 347 349,True,4.73,3.83
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,777,7,-5.653,9,23,0.68,328 331 332 334 335 338 341 347 349,True,6.2,5.07
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,777,8,-5.498,7,19,0.56,331 334 335 337 338 341 349,True,5.03,3.57
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,5,777,9,-5.426,7,19,0.56,330 331 334 335 337 338 349,True,3.88,3.23
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,6,42,1,-5.298,7,21,0.62,328 331 332 334 335 338 339,True,4.67,3.63
