ligando,grupo,evidencia_funcional,atomos_pesados,residuo_flexible,modelo,semilla,modo,afinidad,contactos,atomos_del_ligando_en_contacto,fraccion_ligando_en_contacto,residuos,toca_trp334,dist_min_al_anillo_trp334,dist_min_a_un_atomo_del_anillo
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,334,6,777,7,-4.348,6,14,0.61,331 334 335 338 339 342,True,4.63,3.5
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,334,6,777,8,-4.313,6,15,0.65,331 334 335 338 339 342,True,4.49,3.72
XL21,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,23,334,6,777,9,-4.262,6,18,0.78,323 326 327 330 331 334,True,3.62,3.25
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,42,1,-5.729,8,25,0.74,327 331 334 335 337 338 342 346,True,3.42,3.15
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,42,2,-5.728,7,22,0.65,326 327 330 331 333 334 337,True,5.02,3.64
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,42,3,-5.682,8,22,0.65,327 330 331 334 335 338 339 342,True,4.39,3.33
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,42,4,-5.668,8,26,0.76,331 334 335 337 338 339 342 346,True,3.7,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,42,5,-5.632,6,23,0.68,327 329 330 331 333 334,True,3.59,3.1
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,42,6,-5.558,6,24,0.71,327 330 331 333 334 337,True,4.79,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,42,7,-5.484,7,26,0.76,307 323 326 327 330 331 334,True,3.84,3.59
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,42,8,-5.418,7,23,0.68,327 330 331 334 335 338 342,True,3.23,3.32
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,42,9,-5.359,6,26,0.76,327 329 330 331 333 334,True,3.72,3.47
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,2026,1,-5.791,8,25,0.74,327 331 334 335 337 338 342 346,True,3.45,3.17
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,2026,2,-5.785,7,24,0.71,326 327 330 331 333 334 337,True,4.94,3.65
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,2026,3,-5.761,8,22,0.65,327 330 331 334 335 338 339 342,True,4.43,3.35
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,2026,4,-5.725,8,26,0.76,331 334 335 337 338 339 342 346,True,3.71,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,2026,5,-5.628,6,20,0.59,327 329 330 331 333 334,True,3.53,3.11
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,2026,6,-5.557,9,23,0.68,327 330 331 334 335 337 338 339 342,True,4.17,3.2
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,2026,7,-5.494,7,26,0.76,327 330 331 334 335 338 342,True,4.09,3.26
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,2026,8,-5.472,7,23,0.68,327 330 331 334 335 338 342,True,3.59,3.17
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,2026,9,-5.228,6,17,0.5,327 330 331 334 335 338,True,3.55,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,777,1,-6.029,8,26,0.76,327 331 334 335 337 338 342 346,True,3.46,3.16
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,777,2,-6.008,7,24,0.71,326 327 330 331 333 334 337,True,4.92,3.62
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,777,3,-5.962,8,26,0.76,331 334 335 337 338 339 342 346,True,3.71,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,777,4,-5.95,8,24,0.71,327 330 331 334 335 338 339 342,True,4.31,3.22
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,777,5,-5.926,6,22,0.65,327 330 331 333 334 337,True,4.67,3.5
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,777,6,-5.854,7,25,0.74,327 330 331 334 335 338 342,True,3.24,3.14
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,777,7,-5.843,8,25,0.74,327 331 334 335 337 338 342 346,True,3.32,3.25
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,777,8,-5.692,7,21,0.62,327 330 331 334 335 338 342,True,4.47,3.42
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,1,777,9,-5.533,6,17,0.5,326 327 330 331 333 334,True,3.76,3.1
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,42,1,-6.448,8,27,0.79,313 323 324 327 328 330 331 334,True,3.67,3.44
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,42,2,-6.271,9,25,0.74,331 333 334 335 337 338 339 341 342,True,3.64,3.52
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,42,3,-6.209,10,20,0.59,311 313 314 318 323 324 327 330 331 334,True,4.12,3.34
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,42,4,-6.191,8,26,0.76,313 323 324 327 328 330 331 334,True,4.13,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,42,5,-6.114,11,26,0.76,311 313 314 318 323 324 327 328 330 331 334,True,3.72,3.59
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,42,6,-6.107,10,21,0.62,311 313 318 323 324 327 328 330 331 334,True,5.7,3.68
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,42,7,-6.005,8,22,0.65,327 330 331 334 335 338 339 342,True,4.04,3.32
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,42,8,-6.001,11,25,0.74,311 313 314 318 323 324 327 328 330 331 334,True,4.11,3.5
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,42,9,-5.981,8,21,0.62,327 330 331 334 335 338 339 342,True,3.57,3.37
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,2026,1,-6.476,8,27,0.79,313 323 324 327 328 330 331 334,True,3.62,3.42
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,2026,2,-6.301,9,25,0.74,331 333 334 335 337 338 339 341 342,True,3.66,3.5
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,2026,3,-6.282,8,22,0.65,313 314 323 324 327 330 331 334,True,4.09,3.31
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,2026,4,-6.275,8,26,0.76,313 323 324 327 328 330 331 334,True,4.12,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,2026,5,-6.254,9,23,0.68,311 313 318 323 324 327 328 330 331,False,5.8,5.06
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,2026,6,-6.168,9,25,0.74,311 313 318 323 324 327 328 331 334,True,6.03,3.79
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,2026,7,-6.167,11,25,0.74,311 313 314 318 323 324 327 328 330 331 334,True,3.69,3.59
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,2026,8,-6.116,11,26,0.76,311 313 314 318 323 324 327 328 330 331 334,True,4.15,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,2026,9,-6.091,10,19,0.56,311 313 318 323 324 327 328 330 331 334,True,5.44,3.73
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,777,1,-6.423,8,27,0.79,313 323 324 327 328 330 331 334,True,3.64,3.44
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,777,2,-6.291,9,25,0.74,331 333 334 335 337 338 339 341 342,True,3.67,3.5
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,777,3,-6.281,8,22,0.65,313 314 323 324 327 330 331 334,True,4.12,3.29
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,777,4,-6.226,8,26,0.76,313 323 324 327 328 330 331 334,True,4.18,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,777,5,-6.198,9,24,0.71,311 313 318 323 324 327 328 331 334,True,6.22,3.97
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,777,6,-6.129,11,26,0.76,311 313 314 318 323 324 327 328 330 331 334,True,3.65,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,777,7,-6.075,11,26,0.76,311 313 314 318 323 324 327 328 330 331 334,True,4.2,3.53
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,2,777,8,-6.016,8,20,0.59,327 330 331 334 335 338 339 342,True,3.58,3.37
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,42,1,-5.813,11,19,0.56,311 312 313 314 323 324 327 328 330 331 334,True,5.69,3.54
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,42,2,-5.72,10,23,0.68,311 312 318 323 324 327 328 330 331 334,True,3.96,3.5
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,42,3,-5.702,8,26,0.76,327 330 331 334 335 338 339 342,True,4.06,3.4
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,42,4,-5.66,9,25,0.74,307 311 323 324 327 328 330 331 334,True,5.66,3.49
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,42,5,-5.647,6,28,0.82,327 329 330 331 333 334,True,3.59,3.21
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,42,6,-5.62,10,21,0.62,311 312 318 323 324 327 328 330 331 334,True,4.48,3.64
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,42,7,-5.613,6,26,0.76,313 323 324 327 331 334,True,3.6,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,42,8,-5.58,6,23,0.68,327 330 331 334 337 338,True,4.36,3.64
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,42,9,-5.55,9,23,0.68,313 314 323 324 326 327 330 331 334,True,4.04,3.61
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,2026,1,-6.071,11,18,0.53,311 312 313 314 323 324 327 328 330 331 334,True,5.72,3.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,2026,2,-6.015,10,21,0.62,311 312 318 323 324 327 328 330 331 334,True,3.97,3.52
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,2026,3,-5.982,8,25,0.74,327 330 331 334 337 338 342 346,True,3.78,3.29
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,2026,4,-5.981,8,23,0.68,307 311 323 324 327 330 331 334,True,5.73,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,2026,5,-5.879,6,29,0.85,327 329 330 331 333 334,True,3.71,3.31
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,2026,6,-5.877,6,26,0.76,313 323 324 327 331 334,True,3.6,3.57
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,2026,7,-5.869,10,22,0.65,311 312 318 323 324 327 328 330 331 334,True,4.59,3.59
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,2026,8,-5.837,7,25,0.74,327 330 331 334 335 338 342,True,3.36,3.27
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,2026,9,-5.745,6,24,0.71,327 330 331 334 338 342,True,3.54,3.48
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,777,1,-5.952,11,18,0.53,311 312 313 314 323 324 327 328 330 331 334,True,5.74,3.6
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,777,2,-5.937,11,22,0.65,311 312 314 318 323 324 327 328 330 331 334,True,4.01,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,777,3,-5.905,12,23,0.68,307 311 312 313 314 318 323 324 327 328 330 334,True,5.82,3.57
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,777,4,-5.861,9,22,0.65,307 311 323 324 327 328 330 331 334,True,5.65,3.48
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,777,5,-5.841,8,26,0.76,327 330 331 334 335 338 339 342,True,4.04,3.41
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,777,6,-5.836,8,25,0.74,327 330 331 334 337 338 342 346,True,3.81,3.25
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,777,7,-5.819,11,24,0.71,311 312 314 318 323 324 327 328 330 331 334,True,4.7,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,777,8,-5.754,9,24,0.71,313 314 323 324 326 327 330 331 334,True,4.17,3.66
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,3,777,9,-5.751,10,21,0.62,312 313 314 323 324 327 328 330 331 334,True,5.14,3.75
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,42,1,-7.176,10,24,0.71,331 332 334 335 337 338 339 341 347 349,True,3.71,3.61
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,42,2,-6.707,9,26,0.76,324 327 328 331 332 334 335 338 349,True,3.6,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,42,3,-6.635,9,27,0.79,324 327 328 331 332 334 335 338 349,True,3.37,3.33
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,42,4,-6.556,10,23,0.68,328 331 332 334 335 337 338 341 347 349,True,3.64,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,42,5,-6.464,10,23,0.68,328 331 332 334 335 337 338 341 347 349,True,3.59,3.63
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,42,6,-6.399,8,23,0.68,328 331 332 334 335 337 338 349,True,4.16,3.1
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,42,7,-6.324,9,20,0.59,328 331 332 334 335 337 338 347 349,True,5.03,3.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,42,8,-6.204,10,29,0.85,330 331 334 335 337 338 341 347 348 349,True,3.29,3.08
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,2026,1,-6.837,10,22,0.65,331 332 334 335 337 338 339 341 347 349,True,3.95,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,2026,2,-6.401,9,26,0.76,324 327 328 331 332 334 335 338 349,True,3.32,3.23
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,2026,3,-6.34,9,25,0.74,324 327 328 331 332 334 335 338 349,True,3.58,3.63
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,2026,4,-6.328,10,24,0.71,328 331 332 334 335 337 338 341 347 349,True,3.64,3.55
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,2026,5,-6.259,10,23,0.68,328 331 332 334 335 337 338 341 347 349,True,3.57,3.65
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,2026,6,-6.221,10,22,0.65,328 331 334 335 337 338 339 341 347 349,True,3.9,3.66
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,2026,7,-6.209,9,26,0.76,328 331 332 334 335 338 347 348 349,True,3.7,3.65
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,2026,8,-6.122,9,24,0.71,324 327 328 331 332 334 335 338 349,True,4.68,3.35
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,2026,9,-5.926,8,19,0.56,328 331 334 335 337 338 339 349,True,3.25,3.21
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,777,1,-6.962,10,25,0.74,331 332 334 335 337 338 339 341 347 349,True,3.74,3.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,777,2,-6.473,9,26,0.76,324 327 328 331 332 334 335 338 349,True,3.36,3.27
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,777,3,-6.359,10,23,0.68,328 331 332 334 335 337 338 341 347 349,True,3.62,3.53
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,777,4,-6.24,10,23,0.68,328 331 332 334 335 337 338 341 347 349,True,3.58,3.65
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,777,5,-6.119,7,20,0.59,328 331 332 334 335 339 349,True,3.62,3.17
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,777,6,-6.062,10,28,0.82,330 331 334 335 337 338 341 347 348 349,True,3.26,3.09
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,777,7,-6.059,10,19,0.56,313 323 324 328 331 334 335 338 339 349,True,3.53,3.61
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,777,8,-6.027,8,25,0.74,324 327 328 331 334 335 338 349,True,3.57,3.69
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,4,777,9,-5.921,8,21,0.62,328 331 334 335 337 338 339 349,True,3.24,3.27
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,42,1,-7.059,9,25,0.74,331 334 335 337 338 339 341 347 349,True,3.61,3.58
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,42,2,-6.882,7,25,0.74,331 334 335 337 338 341 349,True,3.64,3.63
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,42,3,-6.831,8,25,0.74,331 334 335 337 338 339 341 349,True,3.5,3.52
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,42,4,-6.74,8,27,0.79,324 327 328 331 332 334 335 349,True,3.57,3.59
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,42,5,-6.616,9,23,0.68,327 328 331 334 335 337 338 339 349,True,3.22,3.22
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,42,6,-6.452,7,23,0.68,327 328 331 334 335 338 349,True,3.67,3.53
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,42,7,-6.327,10,27,0.79,328 331 332 334 335 337 338 339 347 349,True,4.39,3.33
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,42,8,-6.304,8,24,0.71,331 334 335 337 338 341 347 349,True,3.61,3.34
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,42,9,-6.165,8,26,0.76,328 331 332 334 335 338 347 349,True,3.76,3.42
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,2026,1,-6.442,9,25,0.74,331 334 335 337 338 339 341 347 349,True,3.59,3.56
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,2026,2,-6.272,7,26,0.76,331 334 335 337 338 341 349,True,3.63,3.63
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,2026,3,-6.225,7,24,0.71,331 334 335 337 338 341 349,True,3.56,3.54
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,2026,4,-6.103,8,28,0.82,324 327 328 331 332 334 335 349,True,3.55,3.59
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,2026,5,-6.007,9,23,0.68,327 328 331 334 335 337 338 339 349,True,3.24,3.2
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,2026,6,-5.904,9,27,0.79,324 327 328 331 332 334 335 338 349,True,3.73,3.3
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,2026,7,-5.809,7,24,0.71,327 328 331 334 335 338 349,True,3.69,3.52
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,2026,8,-5.725,9,27,0.79,328 331 332 334 335 338 339 347 349,True,4.4,3.27
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,2026,9,-5.413,7,21,0.62,327 331 334 335 337 347 349,True,4.71,3.64
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,777,1,-6.663,9,24,0.71,331 334 335 337 338 339 341 347 349,True,3.56,3.54
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,777,2,-6.513,7,26,0.76,331 334 335 337 338 341 349,True,3.64,3.66
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,777,3,-6.502,8,23,0.68,331 334 335 337 338 339 341 349,True,3.6,3.59
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,777,4,-6.231,8,22,0.65,331 334 335 337 338 341 347 349,True,3.53,3.64
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,777,5,-6.056,7,23,0.68,327 328 331 334 335 338 349,True,3.7,3.47
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,777,6,-5.935,8,23,0.68,331 334 335 337 338 341 347 349,True,3.6,3.51
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,777,7,-5.629,8,21,0.62,331 334 335 337 338 341 347 349,True,3.56,3.4
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,777,8,-5.51,8,22,0.65,327 331 334 335 337 338 341 349,True,3.27,3.32
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,5,777,9,-5.446,5,22,0.65,330 331 334 338 349,True,3.64,3.38
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,42,1,-5.948,6,25,0.74,327 329 330 331 333 334,True,3.57,3.24
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,42,2,-5.747,7,26,0.76,327 330 331 334 335 338 342,True,3.83,3.43
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,42,3,-5.688,9,23,0.68,328 331 332 334 335 338 339 341 342,True,3.9,3.34
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,42,4,-5.652,7,24,0.71,327 330 331 334 335 338 342,True,3.8,3.0
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,42,5,-5.648,6,20,0.59,326 327 330 331 334 335,True,3.72,3.22
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,42,6,-5.621,8,24,0.71,327 330 331 334 335 338 339 342,True,3.97,3.31
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,42,7,-5.548,6,18,0.53,326 327 330 331 334 335,True,4.05,3.42
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,42,8,-5.547,7,23,0.68,327 330 331 334 335 338 339,True,3.55,3.25
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,42,9,-5.496,7,20,0.59,326 327 330 331 333 334 337,True,3.75,3.5
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,2026,1,-5.797,6,26,0.76,327 329 330 331 333 334,True,3.53,3.21
XL23,inhibe la agregacion,inhibe la agregacion del LCD in vitro a 100 uM; sin union medida,34,334,6,2026,2,-5.64,7,26,0.76,327 330 331 334 335 338 342,True,3.81,3.5
