ligando,grupo,evidencia_funcional,atomos_pesados,residuo_flexible,modelo,semilla,modo,afinidad,contactos,atomos_del_ligando_en_contacto,fraccion_ligando_en_contacto,residuos,toca_trp334,dist_min_al_anillo_trp334,dist_min_a_un_atomo_del_anillo
XL22,sin nada reportado,sin actividad reportada en el articulo,22,334,6,777,6,-4.371,6,16,0.73,331 334 335 337 338 341,True,3.4,3.48
XL22,sin nada reportado,sin actividad reportada en el articulo,22,334,6,777,7,-4.37,5,17,0.77,331 334 335 338 339,True,3.79,3.45
XL22,sin nada reportado,sin actividad reportada en el articulo,22,334,6,777,8,-4.348,5,15,0.68,326 327 330 331 334,True,3.66,3.61
XL22,sin nada reportado,sin actividad reportada en el articulo,22,334,6,777,9,-4.31,5,19,0.86,326 327 330 331 334,True,3.61,3.53
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,42,1,-6.205,5,15,0.52,326 327 330 331 334,True,3.71,3.55
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,42,2,-6.173,8,20,0.69,331 334 335 337 338 341 342 346,True,3.6,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,42,3,-6.171,7,21,0.72,331 334 335 337 338 341 342,True,4.03,3.52
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,42,4,-6.066,7,22,0.76,326 327 330 331 334 335 337,True,3.74,3.47
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,42,5,-6.007,8,19,0.66,331 334 335 337 338 341 342 346,True,3.62,3.4
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,42,6,-5.91,3,23,0.79,330 331 334,True,3.79,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,42,7,-5.822,6,19,0.66,330 331 334 335 338 342,True,3.64,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,42,8,-5.806,5,17,0.59,327 330 331 334 335,True,3.74,3.43
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,42,9,-5.725,6,20,0.69,327 330 331 334 338 342,True,3.98,3.6
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,2026,1,-5.323,8,22,0.76,326 327 330 331 334 335 337 338,True,3.74,3.33
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,2026,2,-5.284,5,15,0.52,326 327 330 331 334,True,3.71,3.57
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,2026,3,-5.257,7,21,0.72,331 334 335 337 338 341 342,True,4.08,3.55
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,2026,4,-5.25,8,19,0.66,331 334 335 337 338 341 342 346,True,3.62,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,2026,5,-5.12,6,23,0.79,330 331 334 335 338 342,True,3.61,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,2026,6,-5.032,8,16,0.55,331 334 335 337 338 341 342 346,True,3.63,3.44
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,2026,7,-5.029,3,23,0.79,330 331 334,True,3.75,3.53
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,2026,8,-4.953,7,15,0.52,327 330 331 334 335 338 339,True,3.9,3.48
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,2026,9,-4.881,5,12,0.41,326 327 330 331 334,True,4.93,3.53
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,777,1,-5.747,8,22,0.76,326 327 330 331 334 335 337 338,True,3.74,3.34
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,777,2,-5.647,5,16,0.55,326 327 330 331 334,True,3.76,3.5
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,777,3,-5.644,7,21,0.72,331 334 335 337 338 341 342,True,4.02,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,777,4,-5.63,8,19,0.66,331 334 335 337 338 341 342 346,True,3.63,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,777,5,-5.57,8,18,0.62,331 334 335 337 338 341 342 346,True,3.67,3.36
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,777,6,-5.325,3,22,0.76,330 331 334,True,3.73,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,777,7,-5.306,5,23,0.79,331 334 335 338 342,True,3.72,3.65
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,777,8,-5.222,7,21,0.72,327 330 331 334 335 338 342,True,3.95,3.44
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,1,777,9,-5.125,4,19,0.66,327 330 331 334,True,3.69,3.49
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,42,1,-5.647,7,20,0.69,326 327 330 331 334 335 338,True,3.82,3.16
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,42,2,-5.616,6,17,0.59,326 327 331 334 337 338,True,4.85,3.52
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,42,3,-5.521,4,23,0.79,327 330 331 334,True,3.71,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,42,4,-5.402,7,22,0.76,330 331 334 335 338 339 342,True,3.69,3.52
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,42,5,-5.353,6,20,0.69,331 334 335 338 341 342,True,3.73,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,42,6,-5.352,7,24,0.83,326 327 330 331 334 335 338,True,3.77,3.33
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,42,7,-5.293,4,21,0.72,327 330 331 334,True,3.64,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,42,8,-5.019,5,16,0.55,326 327 330 331 334,True,3.97,3.5
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,42,9,-5.019,4,16,0.55,327 330 331 334,True,3.69,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,2026,1,-5.645,7,21,0.72,326 327 330 331 334 335 338,True,3.77,3.14
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,2026,2,-5.624,7,21,0.72,330 331 334 335 338 339 342,True,3.64,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,2026,3,-5.535,4,22,0.76,327 330 331 334,True,3.71,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,2026,4,-5.495,6,15,0.52,326 327 331 334 338 342,True,4.95,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,2026,5,-5.419,6,21,0.72,331 334 335 338 341 342,True,3.74,3.5
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,2026,6,-5.34,6,17,0.59,334 335 337 338 342 346,True,3.82,3.44
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,2026,7,-5.295,8,16,0.55,334 335 337 338 339 341 342 346,True,4.03,3.47
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,2026,8,-5.284,4,20,0.69,327 330 331 334,True,3.64,3.57
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,2026,9,-5.168,4,21,0.72,327 330 331 334,True,3.67,3.59
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,777,1,-5.855,7,21,0.72,330 331 334 335 338 339 342,True,3.62,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,777,2,-5.81,6,19,0.66,326 327 330 331 334 335,True,4.3,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,777,3,-5.782,4,23,0.79,327 330 331 334,True,3.72,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,777,4,-5.671,6,22,0.76,331 334 335 338 341 342,True,3.62,3.38
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,777,5,-5.66,7,21,0.72,326 327 330 331 334 335 338,True,3.91,3.21
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,777,6,-5.569,7,18,0.62,327 331 334 335 338 339 342,True,4.06,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,777,7,-5.567,7,24,0.83,326 327 330 331 334 335 338,True,3.73,3.35
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,777,8,-5.464,8,18,0.62,327 330 331 334 335 338 339 342,True,3.53,3.35
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,2,777,9,-5.348,4,16,0.55,327 330 331 334,True,3.82,3.62
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,42,1,-6.291,5,20,0.69,326 327 330 331 334,True,3.62,3.53
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,42,2,-6.105,4,22,0.76,327 330 331 334,True,3.8,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,42,3,-6.078,10,12,0.41,311 312 313 314 318 323 324 327 328 331,False,10.62,9.67
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,42,4,-5.924,8,20,0.69,331 334 335 337 338 341 342 346,True,3.53,3.26
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,42,5,-5.922,8,20,0.69,326 327 330 331 334 335 337 338,True,3.64,3.49
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,42,6,-5.613,5,17,0.59,326 327 330 331 334,True,3.47,3.23
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,42,7,-5.578,4,21,0.72,327 330 331 334,True,3.73,3.47
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,42,8,-5.546,5,17,0.59,326 327 330 331 334,True,3.93,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,42,9,-5.501,5,21,0.72,331 334 338 341 342,True,3.7,3.4
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,2026,1,-6.036,10,13,0.45,311 312 313 314 318 323 324 327 328 331,False,8.18,6.24
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,2026,2,-5.874,5,16,0.55,326 327 330 331 334,True,3.61,3.55
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,2026,3,-5.646,4,22,0.76,327 330 331 334,True,3.8,3.55
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,2026,4,-5.465,8,20,0.69,326 327 330 331 334 335 337 338,True,3.62,3.49
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,2026,5,-5.339,8,20,0.69,331 334 335 337 338 341 342 346,True,3.6,3.45
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,2026,6,-5.31,5,17,0.59,326 327 330 331 334,True,3.63,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,2026,7,-5.281,5,15,0.52,326 327 330 331 334,True,3.83,3.44
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,2026,8,-5.204,8,17,0.59,326 327 330 331 334 335 337 338,True,3.6,3.49
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,2026,9,-5.18,4,16,0.55,327 330 331 334,True,4.2,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,777,1,-5.937,10,13,0.45,311 312 313 314 318 323 324 327 328 331,False,8.22,6.29
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,777,2,-5.757,5,16,0.55,326 327 330 331 334,True,3.62,3.57
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,777,3,-5.532,10,13,0.45,311 312 313 314 318 323 324 327 328 331,False,10.37,9.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,777,4,-5.432,4,21,0.72,327 330 331 334,True,3.82,3.52
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,777,5,-5.336,8,17,0.59,326 327 330 331 334 335 337 338,True,3.68,3.48
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,777,6,-5.206,7,23,0.79,326 327 330 331 334 337 338,True,3.63,3.53
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,777,7,-5.145,6,19,0.66,331 334 337 338 341 342,True,3.58,3.31
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,777,8,-5.089,4,18,0.62,327 330 331 334,True,4.18,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,3,777,9,-4.693,5,14,0.48,326 327 330 331 334,True,4.69,3.59
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,42,1,-6.971,10,22,0.76,331 334 335 337 338 339 341 347 348 349,True,3.82,3.05
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,42,2,-6.402,10,17,0.59,331 334 335 337 338 339 341 347 348 349,True,4.9,3.59
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,42,3,-6.204,8,19,0.66,331 334 335 337 338 341 347 348,True,3.71,3.43
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,42,4,-6.001,8,15,0.52,331 334 335 337 338 347 348 349,True,3.67,3.11
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,42,5,-5.969,7,15,0.52,334 335 337 338 347 348 349,True,3.69,3.19
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,42,6,-5.849,8,18,0.62,331 334 335 338 341 347 348 349,True,3.7,3.5
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,42,7,-5.825,8,25,0.86,331 334 337 338 342 347 348 349,True,3.68,3.47
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,42,8,-5.69,7,18,0.62,331 334 335 338 341 347 349,True,3.47,3.38
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,42,9,-5.658,10,19,0.66,331 334 335 337 338 341 342 347 348 349,True,3.82,3.62
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,2026,1,-6.903,10,22,0.76,331 334 335 337 338 339 341 347 348 349,True,3.81,3.05
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,2026,2,-6.383,10,17,0.59,331 334 335 337 338 339 341 347 348 349,True,4.91,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,2026,3,-6.046,6,18,0.62,331 334 335 338 347 348,True,3.69,3.42
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,2026,4,-5.942,8,16,0.55,331 334 335 337 338 347 348 349,True,3.56,3.05
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,2026,5,-5.942,10,23,0.79,331 334 335 337 338 341 342 347 348 349,True,3.57,3.29
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,2026,6,-5.932,8,13,0.45,331 334 335 337 338 341 347 349,True,3.71,3.43
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,2026,7,-5.867,8,20,0.69,328 331 332 334 335 338 347 349,True,4.55,3.55
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,2026,8,-5.834,10,19,0.66,331 334 335 337 338 341 342 347 348 349,True,4.95,3.49
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,2026,9,-5.834,8,21,0.72,331 334 335 337 338 347 348 349,True,3.71,3.49
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,777,1,-6.643,10,23,0.79,331 334 335 337 338 339 341 347 348 349,True,3.79,3.06
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,777,2,-6.135,10,18,0.62,331 334 335 337 338 339 341 347 348 349,True,4.91,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,777,3,-6.048,9,18,0.62,334 335 337 338 339 341 347 348 349,True,3.54,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,777,4,-5.864,8,17,0.59,331 334 335 337 338 341 347 348,True,3.85,3.5
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,777,5,-5.738,7,21,0.72,331 334 338 341 347 348 349,True,3.91,3.37
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,777,6,-5.717,11,21,0.72,324 327 328 331 334 335 337 338 347 348 349,True,3.64,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,777,7,-5.665,6,15,0.52,334 335 338 347 348 349,True,3.69,3.18
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,777,8,-5.544,8,19,0.66,331 334 335 338 342 347 348 349,True,4.0,3.57
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,4,777,9,-5.489,9,13,0.45,331 334 335 337 338 341 347 348 349,True,3.62,3.6
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,42,1,-6.172,7,22,0.76,331 334 335 338 339 347 349,True,4.0,3.48
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,42,2,-6.026,10,17,0.59,331 334 335 337 338 341 342 347 348 349,True,3.59,3.5
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,42,3,-5.906,10,14,0.48,331 334 335 337 338 341 342 347 348 349,True,3.65,3.61
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,42,4,-5.73,10,15,0.52,331 334 335 337 338 341 342 347 348 349,True,4.64,3.65
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,42,5,-5.669,7,16,0.55,334 335 337 338 341 347 349,True,3.79,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,42,6,-5.525,8,14,0.48,331 334 335 337 338 341 347 349,True,3.55,3.48
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,42,7,-5.5,7,15,0.52,331 334 335 337 338 341 349,True,4.04,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,42,8,-5.476,6,17,0.59,331 334 335 338 347 349,True,3.81,3.4
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,42,9,-5.353,7,18,0.62,334 335 337 338 341 347 349,True,4.78,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,2026,1,-6.673,7,21,0.72,331 334 335 338 339 347 349,True,4.04,3.48
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,2026,2,-6.504,7,22,0.76,331 334 335 337 338 341 349,True,3.84,3.39
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,2026,3,-6.304,10,16,0.55,331 334 335 337 338 341 342 347 348 349,True,3.66,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,2026,4,-6.111,6,17,0.59,334 335 337 338 341 349,True,3.55,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,2026,5,-5.944,6,17,0.59,331 334 335 338 347 349,True,3.81,3.35
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,2026,6,-5.835,7,14,0.48,331 334 335 337 341 347 349,True,3.88,3.16
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,2026,7,-5.812,6,20,0.69,334 335 337 338 347 349,True,4.32,2.88
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,2026,8,-5.708,7,19,0.66,331 334 335 337 338 347 349,True,4.17,3.6
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,2026,9,-5.651,3,16,0.55,330 331 334,True,3.76,3.28
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,777,1,-6.51,7,21,0.72,331 334 335 338 339 347 349,True,4.04,3.48
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,777,2,-6.376,10,18,0.62,331 334 335 337 338 341 342 347 348 349,True,3.59,3.47
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,777,3,-5.965,6,22,0.76,331 334 335 337 338 349,True,3.64,3.47
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,777,4,-5.939,6,16,0.55,334 335 337 338 341 349,True,3.55,3.53
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,777,5,-5.881,8,14,0.48,327 328 331 332 334 335 338 349,True,6.19,5.11
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,777,6,-5.87,8,14,0.48,327 328 331 332 334 335 338 349,True,4.7,3.63
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,777,7,-5.848,8,14,0.48,331 334 335 337 338 341 347 349,True,3.5,3.38
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,777,8,-5.824,5,17,0.59,331 334 335 347 349,True,3.8,3.39
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,5,777,9,-5.798,9,22,0.76,327 331 334 335 337 338 341 347 349,True,5.47,4.18
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,42,1,-6.444,5,18,0.62,326 327 330 331 334,True,3.85,3.43
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,42,2,-6.414,7,22,0.76,326 327 330 331 334 335 338,True,3.78,3.22
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,42,3,-6.378,4,23,0.79,327 330 331 334,True,3.78,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,42,4,-6.017,7,18,0.62,326 327 330 331 334 335 338,True,3.6,3.54
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,42,5,-5.66,6,24,0.83,326 327 330 331 333 334,True,3.67,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,42,6,-5.522,5,19,0.66,327 330 331 333 334,True,3.69,3.4
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,42,7,-5.459,5,15,0.52,327 330 331 333 334,True,3.6,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,42,8,-5.358,6,17,0.59,326 327 330 331 334 335,True,3.67,3.36
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,42,9,-5.288,4,22,0.76,327 330 331 334,True,3.64,3.58
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,2026,1,-5.917,5,18,0.62,326 327 330 331 334,True,3.87,3.4
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,2026,2,-5.877,7,20,0.69,326 327 330 331 334 335 338,True,3.82,3.25
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,2026,3,-5.812,4,23,0.79,327 330 331 334,True,3.74,3.51
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,2026,4,-5.404,5,23,0.79,326 327 330 331 334,True,3.67,3.47
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,2026,5,-5.254,7,20,0.69,331 334 335 337 338 341 342,True,3.81,3.44
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,2026,6,-5.254,6,20,0.69,326 327 330 331 334 335,True,4.67,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,2026,7,-5.209,6,17,0.59,326 327 330 331 333 334,True,3.97,3.37
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,2026,8,-5.197,4,19,0.66,327 330 331 334,True,3.67,3.57
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,2026,9,-5.023,3,22,0.76,330 331 334,True,3.76,3.55
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,777,1,-6.233,5,19,0.66,326 327 330 331 334,True,3.85,3.44
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,777,2,-6.184,7,22,0.76,326 327 330 331 334 335 338,True,3.81,3.22
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,777,3,-6.162,4,23,0.79,327 330 331 334,True,3.76,3.56
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,777,4,-5.972,6,20,0.69,330 331 334 335 338 342,True,3.64,3.52
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,777,5,-5.91,6,22,0.76,326 327 330 331 334 335,True,4.08,3.49
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,777,6,-5.849,6,18,0.62,331 334 335 337 338 342,True,3.73,3.53
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,777,7,-5.67,6,17,0.59,327 330 331 334 335 338,True,3.69,3.63
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,777,8,-5.666,7,17,0.59,331 334 337 338 339 341 342,True,4.7,3.55
XL25,sin nada reportado,sin actividad reportada en el articulo,29,334,6,777,9,-5.663,5,21,0.72,327 330 331 333 334,True,3.62,3.1
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,42,1,-5.211,5,14,0.64,331 334 335 338 342,True,3.64,3.37
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,42,2,-5.146,8,21,0.95,331 334 335 337 338 341 342 346,True,3.71,3.41
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,42,3,-5.022,6,16,0.73,326 327 330 331 333 334,True,3.45,3.27
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,42,4,-4.998,6,17,0.77,327 330 331 334 335 338,True,3.63,3.62
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,42,5,-4.993,6,16,0.73,327 330 331 334 335 338,True,3.72,3.42
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,42,6,-4.888,5,18,0.82,330 331 334 335 338,True,3.66,3.58
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,42,7,-4.831,6,15,0.68,327 330 331 334 335 338,True,3.65,3.34
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,42,8,-4.769,5,18,0.82,326 327 330 331 334,True,3.59,3.16
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,42,9,-4.689,5,15,0.68,327 330 331 334 335,True,3.55,3.51
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,2026,1,-5.426,5,15,0.68,331 334 335 338 342,True,3.64,3.39
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,2026,2,-5.359,8,20,0.91,331 334 335 337 338 341 342 346,True,3.67,3.46
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,2026,3,-5.3,6,17,0.77,326 327 330 331 333 334,True,3.51,3.23
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,2026,4,-5.256,6,17,0.77,327 330 331 334 335 338,True,3.64,3.64
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,2026,5,-5.239,6,15,0.68,327 330 331 334 335 338,True,3.73,3.69
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,2026,6,-5.194,6,18,0.82,326 327 330 331 333 334,True,3.64,3.56
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,2026,7,-5.117,5,18,0.82,330 331 334 335 338,True,3.64,3.57
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,2026,8,-5.082,6,17,0.77,327 330 331 334 335 338,True,3.73,3.46
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,2026,9,-4.944,5,22,1.0,326 327 330 331 334,True,3.53,3.43
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,777,1,-5.492,5,15,0.68,331 334 335 338 342,True,3.63,3.38
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,777,2,-5.328,6,15,0.68,327 330 331 334 335 338,True,3.7,3.67
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,777,3,-5.327,6,15,0.68,326 327 330 331 333 334,True,3.56,3.27
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,777,4,-5.31,5,16,0.73,330 331 334 335 338,True,3.61,3.55
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,777,5,-5.304,5,18,0.82,327 330 331 333 334,True,3.67,3.1
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,777,6,-5.236,6,19,0.86,326 327 330 331 334 335,True,3.56,3.67
XL26,sin nada reportado,sin actividad reportada en el articulo,22,334,1,777,7,-5.186,6,16,0.73,326 327 330 331 334 335,True,4.35,3.45
