ligando,reparado,atomos_smiles,atomos_preparado,motivo
CHEMBL517060,1,26,26,ya estaba
CHEMBL517064,1,38,38,ya estaba
CHEMBL517066,1,30,30,ya estaba
CHEMBL517083,1,26,26,ya estaba
CHEMBL517126,1,38,38,ya estaba
CHEMBL517148,1,26,26,ya estaba
CHEMBL517150,1,33,33,ya estaba
CHEMBL517176,1,26,26,ya estaba
CHEMBL517183,1,33,33,ya estaba
CHEMBL517184,1,26,26,ya estaba
CHEMBL517186,1,25,25,ya estaba
CHEMBL517188,1,29,29,ya estaba
CHEMBL517193,1,28,28,ya estaba
CHEMBL517219,1,32,32,ya estaba
CHEMBL517220,1,36,36,ya estaba
CHEMBL517237,1,38,38,ya estaba
CHEMBL517241,1,26,26,ya estaba
CHEMBL517253,1,28,28,ya estaba
CHEMBL517271,1,28,28,ya estaba
CHEMBL517284,1,26,26,ya estaba
CHEMBL517291,1,24,24,ya estaba
CHEMBL517297,1,24,24,ya estaba
CHEMBL517302,1,26,26,ya estaba
CHEMBL517303,1,31,31,ya estaba
CHEMBL517308,1,27,27,ya estaba
CHEMBL517318,1,24,24,ya estaba
CHEMBL517319,1,23,23,ya estaba
CHEMBL517322,1,25,25,ya estaba
CHEMBL517325,1,23,23,ya estaba
CHEMBL517336,1,37,37,ya estaba
CHEMBL517337,1,22,22,ya estaba
CHEMBL517344,1,25,25,ya estaba
CHEMBL517363,1,27,27,ya estaba
CHEMBL517368,1,36,36,ya estaba
CHEMBL517375,1,27,27,ya estaba
CHEMBL517380,1,26,26,ya estaba
CHEMBL517394,1,20,20,ya estaba
CHEMBL517398,1,32,32,ya estaba
CHEMBL517446,1,23,23,ya estaba
CHEMBL517457,1,25,25,ya estaba
CHEMBL517459,1,28,28,ya estaba
CHEMBL517460,1,26,26,ya estaba
CHEMBL517471,1,22,22,ya estaba
CHEMBL517476,1,35,35,ya estaba
CHEMBL517478,1,28,28,ya estaba
CHEMBL517485,1,35,35,ya estaba
CHEMBL517503,1,22,22,ya estaba
CHEMBL517504,1,22,22,ya estaba
CHEMBL517508,1,17,17,ya estaba
CHEMBL517513,1,20,20,ya estaba
CHEMBL517525,1,36,36,ya estaba
CHEMBL517529,1,25,25,ya estaba
CHEMBL517536,1,20,20,ya estaba
CHEMBL517546,1,23,23,ya estaba
CHEMBL517586,1,33,33,ya estaba
CHEMBL517605,1,34,34,ya estaba
CHEMBL517613,1,26,26,ya estaba
CHEMBL517615,1,41,41,ya estaba
CHEMBL517617,1,37,37,ya estaba
CHEMBL517627,1,29,29,ya estaba
CHEMBL517629,1,30,30,ya estaba
CHEMBL517645,1,36,36,ya estaba
CHEMBL517654,1,30,30,ya estaba
CHEMBL517659,1,14,14,ya estaba
CHEMBL517670,1,39,39,ya estaba
CHEMBL517688,1,19,19,ya estaba
CHEMBL517694,1,36,36,ya estaba
CHEMBL517705,1,27,27,ya estaba
CHEMBL517713,1,33,33,ya estaba
CHEMBL517719,1,34,34,ya estaba
CHEMBL517737,1,29,29,ya estaba
CHEMBL517753,1,32,32,ya estaba
CHEMBL517758,1,32,32,ya estaba
CHEMBL517774,1,30,30,ya estaba
CHEMBL517775,1,26,26,ya estaba
CHEMBL517781,1,32,32,ya estaba
CHEMBL517786,1,19,19,ya estaba
CHEMBL517797,1,34,34,ya estaba
CHEMBL517799,1,39,39,ya estaba
CHEMBL517824,1,22,22,ya estaba
CHEMBL517828,1,23,23,ya estaba
CHEMBL517852,1,31,31,ya estaba
CHEMBL517853,1,39,39,ya estaba
CHEMBL517871,1,32,32,ya estaba
CHEMBL517894,1,29,29,ya estaba
CHEMBL517914,1,22,22,ya estaba
CHEMBL517917,1,20,20,ya estaba
CHEMBL517926,1,25,25,ya estaba
CHEMBL517931,1,34,34,ya estaba
CHEMBL517959,1,27,27,ya estaba
CHEMBL517984,1,20,20,ya estaba
CHEMBL517987,1,31,31,ya estaba
CHEMBL517990,1,27,27,ya estaba
CHEMBL518008,1,18,18,ya estaba
CHEMBL518009,1,21,21,ya estaba
CHEMBL518016,1,32,32,ya estaba
CHEMBL518054,1,26,26,ya estaba
CHEMBL518065,1,29,29,ya estaba
CHEMBL518068,1,27,27,ya estaba
CHEMBL518078,1,27,27,ya estaba
CHEMBL518086,1,29,29,ya estaba
CHEMBL518098,1,27,27,ya estaba
CHEMBL518104,1,23,23,ya estaba
CHEMBL518107,1,31,31,ya estaba
CHEMBL518108,1,28,28,ya estaba
CHEMBL518127,1,35,35,ya estaba
CHEMBL518136,1,24,24,ya estaba
CHEMBL518139,1,22,22,ya estaba
CHEMBL518145,1,28,28,ya estaba
CHEMBL518153,1,26,26,ya estaba
CHEMBL518172,1,30,30,ya estaba
CHEMBL518180,1,25,25,ya estaba
CHEMBL518181,1,25,25,ya estaba
CHEMBL518188,1,27,27,ya estaba
CHEMBL518194,1,27,27,ya estaba
CHEMBL518210,1,25,25,ya estaba
CHEMBL518212,1,31,31,ya estaba
CHEMBL518215,1,33,33,ya estaba
CHEMBL518220,1,25,25,ya estaba
CHEMBL518225,1,37,37,ya estaba
CHEMBL518239,1,35,35,ya estaba
CHEMBL518241,1,26,26,ya estaba
CHEMBL518246,1,25,25,ya estaba
CHEMBL518256,1,26,26,ya estaba
CHEMBL518259,1,25,25,ya estaba
CHEMBL518291,1,28,28,ya estaba
CHEMBL518321,1,20,20,ya estaba
CHEMBL518349,1,33,33,ya estaba
CHEMBL518369,1,37,37,ya estaba
CHEMBL518370,1,24,24,ya estaba
CHEMBL518372,1,26,26,ya estaba
CHEMBL518385,1,40,40,ya estaba
CHEMBL518400,1,25,25,ya estaba
CHEMBL518434,1,22,22,ya estaba
CHEMBL518437,1,17,17,ya estaba
CHEMBL518442,1,36,36,ya estaba
CHEMBL518456,1,23,23,ya estaba
CHEMBL518466,1,27,27,ya estaba
CHEMBL518469,1,37,37,ya estaba
CHEMBL518490,1,37,37,ya estaba
CHEMBL518501,1,29,29,ya estaba
CHEMBL518505,1,30,30,ya estaba
CHEMBL518523,1,29,29,ya estaba
CHEMBL518527,1,18,18,ya estaba
CHEMBL518541,1,34,34,ya estaba
CHEMBL518542,1,16,16,ya estaba
CHEMBL518547,1,34,34,ya estaba
CHEMBL518555,1,29,29,ya estaba
CHEMBL518563,1,33,33,ya estaba
CHEMBL518591,1,25,25,ya estaba
CHEMBL518599,1,28,28,ya estaba
CHEMBL518671,1,21,21,ya estaba
CHEMBL518685,1,40,40,ya estaba
CHEMBL518687,1,19,19,ya estaba
CHEMBL518700,1,26,26,ya estaba
CHEMBL518708,1,26,26,ya estaba
CHEMBL518710,1,35,35,ya estaba
CHEMBL518718,1,27,27,ya estaba
CHEMBL518724,1,24,24,ya estaba
CHEMBL518728,1,23,23,ya estaba
CHEMBL518762,1,28,28,ya estaba
CHEMBL518764,1,22,22,ya estaba
CHEMBL518765,1,20,20,ya estaba
CHEMBL518768,1,27,27,ya estaba
CHEMBL518829,1,33,33,ya estaba
CHEMBL518837,1,26,26,ya estaba
CHEMBL518838,1,29,29,ya estaba
CHEMBL518839,1,26,26,ya estaba
CHEMBL518848,1,37,37,ya estaba
CHEMBL518849,1,24,24,ya estaba
CHEMBL518855,1,23,23,ya estaba
CHEMBL518878,1,24,24,ya estaba
CHEMBL518883,1,26,26,ya estaba
CHEMBL518887,1,31,31,ya estaba
CHEMBL518892,1,25,25,ya estaba
CHEMBL518905,1,32,32,ya estaba
CHEMBL518922,1,26,26,ya estaba
CHEMBL518938,1,36,36,ya estaba
CHEMBL518940,1,32,32,ya estaba
CHEMBL518950,1,31,31,ya estaba
CHEMBL518984,1,32,32,ya estaba
CHEMBL518989,1,20,20,ya estaba
CHEMBL519005,1,27,27,ya estaba
CHEMBL519014,1,22,22,ya estaba
CHEMBL519044,1,25,25,ya estaba
CHEMBL519046,1,17,17,ya estaba
CHEMBL519092,1,15,15,ya estaba
CHEMBL519097,1,19,19,ya estaba
CHEMBL519100,1,34,34,ya estaba
CHEMBL519106,1,19,19,ya estaba
CHEMBL519114,1,31,31,ya estaba
CHEMBL519118,1,22,22,ya estaba
CHEMBL519119,1,21,21,ya estaba
CHEMBL519144,1,30,30,ya estaba
CHEMBL519149,1,30,30,ya estaba
CHEMBL519162,1,20,20,ya estaba
CHEMBL519165,1,30,30,ya estaba
CHEMBL519180,1,23,23,ya estaba
CHEMBL519204,1,23,23,ya estaba
CHEMBL519210,1,28,28,ya estaba
CHEMBL519216,1,24,24,ya estaba
CHEMBL519231,1,40,40,ya estaba
CHEMBL519232,1,28,28,ya estaba
CHEMBL519244,1,27,27,ya estaba
CHEMBL519251,1,23,23,ya estaba
CHEMBL519283,1,32,32,ya estaba
CHEMBL519284,1,27,27,ya estaba
CHEMBL519285,1,27,27,ya estaba
CHEMBL519291,1,29,29,ya estaba
CHEMBL519308,1,35,35,ya estaba
CHEMBL519317,1,27,27,ya estaba
CHEMBL519346,1,29,29,ya estaba
CHEMBL519352,1,27,27,ya estaba
CHEMBL519353,1,28,28,ya estaba
CHEMBL519354,1,32,32,ya estaba
CHEMBL519356,1,30,30,ya estaba
CHEMBL519377,1,20,20,ya estaba
CHEMBL519378,1,21,21,ya estaba
CHEMBL519381,1,19,19,ya estaba
CHEMBL519394,1,28,28,ya estaba
CHEMBL519465,1,29,29,ya estaba
CHEMBL519467,1,35,35,ya estaba
CHEMBL519486,1,32,32,ya estaba
CHEMBL519496,1,37,37,ya estaba
CHEMBL519497,1,31,31,ya estaba
CHEMBL519507,1,37,37,ya estaba
CHEMBL519515,1,25,25,ya estaba
CHEMBL519538,1,20,20,ya estaba
CHEMBL519559,1,28,28,ya estaba
CHEMBL519560,1,21,21,ya estaba
CHEMBL519573,1,22,22,ya estaba
CHEMBL519581,1,22,22,ya estaba
CHEMBL519593,1,37,37,ya estaba
CHEMBL519644,1,20,20,ya estaba
CHEMBL519660,1,20,20,ya estaba
CHEMBL519663,1,25,25,ya estaba
CHEMBL519675,1,20,20,ya estaba
CHEMBL519707,1,25,25,ya estaba
CHEMBL519718,1,27,27,ya estaba
CHEMBL519725,1,25,25,ya estaba
CHEMBL519749,1,36,36,ya estaba
CHEMBL519751,1,27,27,ya estaba
CHEMBL519755,1,30,30,ya estaba
CHEMBL519769,1,76,76,ya estaba
CHEMBL519778,1,24,24,ya estaba
CHEMBL519781,1,31,31,ya estaba
CHEMBL519782,1,34,34,ya estaba
CHEMBL519794,1,36,36,ya estaba
CHEMBL519805,1,28,28,ya estaba
CHEMBL519849,1,20,20,ya estaba
CHEMBL519866,1,18,18,ya estaba
CHEMBL519882,1,32,32,ya estaba
CHEMBL519883,1,30,30,ya estaba
CHEMBL519895,1,24,24,ya estaba
CHEMBL519906,1,22,22,ya estaba
CHEMBL519920,1,26,26,ya estaba
CHEMBL519923,1,40,40,ya estaba
CHEMBL519925,1,32,32,ya estaba
CHEMBL519929,1,39,39,ya estaba
CHEMBL519930,1,25,25,ya estaba
CHEMBL519932,1,38,38,ya estaba
CHEMBL519933,1,30,30,ya estaba
CHEMBL519958,1,30,30,ya estaba
CHEMBL519963,1,30,30,ya estaba
CHEMBL520000,1,25,25,ya estaba
CHEMBL520004,1,26,26,ya estaba
CHEMBL520014,1,21,21,ya estaba
CHEMBL520015,1,22,22,ya estaba
CHEMBL520026,1,17,17,ya estaba
CHEMBL520036,1,30,30,ya estaba
CHEMBL520040,1,39,39,ya estaba
CHEMBL520043,1,27,27,ya estaba
CHEMBL520047,1,25,25,ya estaba
CHEMBL520055,1,25,25,ya estaba
CHEMBL520075,1,38,38,ya estaba
CHEMBL520092,1,23,23,ya estaba
CHEMBL520114,1,21,21,ya estaba
CHEMBL520120,1,26,26,ya estaba
CHEMBL520126,1,33,33,ya estaba
CHEMBL520127,1,27,27,ya estaba
CHEMBL520151,1,23,23,ya estaba
CHEMBL520157,1,33,33,ya estaba
CHEMBL520169,1,30,30,ya estaba
CHEMBL520185,1,21,21,ya estaba
CHEMBL520208,1,27,27,ya estaba
CHEMBL520219,1,37,37,ya estaba
CHEMBL520223,1,27,27,ya estaba
CHEMBL520251,1,37,37,ya estaba
CHEMBL520264,1,27,27,ya estaba
CHEMBL520267,1,23,23,ya estaba
CHEMBL520271,1,30,30,ya estaba
CHEMBL520281,1,19,19,ya estaba
CHEMBL520315,1,25,25,ya estaba
CHEMBL520327,1,30,30,ya estaba
CHEMBL520338,1,33,33,ya estaba
CHEMBL520345,1,31,31,ya estaba
CHEMBL520363,1,23,23,ya estaba
CHEMBL520389,1,25,25,ya estaba
CHEMBL520405,1,28,28,ya estaba
CHEMBL520408,1,25,25,ya estaba
CHEMBL520431,1,33,33,ya estaba
CHEMBL520441,1,20,20,ya estaba
CHEMBL520448,1,35,35,ya estaba
CHEMBL520466,1,26,26,ya estaba
CHEMBL520522,1,27,27,ya estaba
CHEMBL520536,1,27,27,ya estaba
CHEMBL520559,1,34,34,ya estaba
CHEMBL520561,1,39,39,ya estaba
CHEMBL520567,1,28,28,ya estaba
CHEMBL520570,1,25,25,ya estaba
CHEMBL520576,1,33,33,ya estaba
CHEMBL520591,1,25,25,ya estaba
CHEMBL520619,1,20,20,ya estaba
CHEMBL520626,1,32,32,ya estaba
CHEMBL520635,1,25,25,ya estaba
CHEMBL520672,1,21,21,ya estaba
CHEMBL520681,1,23,23,ya estaba
CHEMBL520703,1,36,36,ya estaba
CHEMBL520707,1,22,22,ya estaba
CHEMBL520708,1,22,22,ya estaba
CHEMBL520711,1,19,19,ya estaba
CHEMBL520720,1,22,22,ya estaba
CHEMBL520721,1,24,24,ya estaba
CHEMBL520722,1,22,22,ya estaba
CHEMBL520774,1,36,36,ya estaba
CHEMBL520775,1,21,21,ya estaba
CHEMBL520777,1,24,24,ya estaba
CHEMBL520784,1,18,18,ya estaba
CHEMBL520805,1,26,26,ya estaba
CHEMBL520809,1,23,23,ya estaba
CHEMBL520829,1,23,23,ya estaba
CHEMBL520838,1,22,22,ya estaba
CHEMBL520846,1,23,23,ya estaba
CHEMBL520853,1,34,34,ya estaba
CHEMBL520862,1,28,28,ya estaba
CHEMBL520867,1,23,23,ya estaba
CHEMBL520880,1,29,29,ya estaba
CHEMBL520887,1,23,23,ya estaba
CHEMBL520889,1,26,26,ya estaba
CHEMBL520923,1,29,29,ya estaba
CHEMBL520924,1,29,29,ya estaba
CHEMBL520929,1,24,24,ya estaba
CHEMBL520930,1,24,24,ya estaba
CHEMBL520932,1,24,24,ya estaba
CHEMBL520939,1,29,29,ya estaba
CHEMBL520960,1,32,32,ya estaba
CHEMBL520982,1,24,24,ya estaba
CHEMBL520983,1,25,25,ya estaba
CHEMBL521031,1,23,23,ya estaba
CHEMBL521032,1,32,32,ya estaba
CHEMBL521035,1,23,23,ya estaba
CHEMBL521039,1,38,38,ya estaba
CHEMBL521047,1,32,32,ya estaba
CHEMBL521049,1,33,33,ya estaba
CHEMBL521060,1,24,24,ya estaba
CHEMBL521066,1,33,33,ya estaba
CHEMBL521077,1,29,29,ya estaba
CHEMBL521086,1,25,25,ya estaba
CHEMBL521088,1,33,33,ya estaba
CHEMBL521089,1,31,31,ya estaba
CHEMBL521100,1,30,30,ya estaba
CHEMBL521106,1,31,31,ya estaba
CHEMBL521107,1,25,25,ya estaba
CHEMBL521114,1,33,33,ya estaba
CHEMBL521126,1,30,30,ya estaba
CHEMBL521132,1,20,20,ya estaba
CHEMBL521141,1,32,32,ya estaba
CHEMBL521159,1,20,20,ya estaba
CHEMBL521160,1,20,20,ya estaba
CHEMBL521162,1,26,26,ya estaba
CHEMBL521177,1,20,20,ya estaba
CHEMBL521220,1,33,33,ya estaba
CHEMBL521231,1,17,17,ya estaba
CHEMBL521252,1,27,27,ya estaba
CHEMBL521263,1,29,29,ya estaba
CHEMBL521268,1,34,34,ya estaba
CHEMBL521316,1,25,25,ya estaba
CHEMBL521352,1,31,31,ya estaba
CHEMBL521362,1,23,23,ya estaba
CHEMBL521364,1,23,23,ya estaba
CHEMBL521367,1,25,25,ya estaba
CHEMBL521374,1,26,26,ya estaba
CHEMBL521377,1,25,25,ya estaba
CHEMBL521387,1,34,34,ya estaba
CHEMBL521402,1,29,29,ya estaba
CHEMBL521419,1,25,25,ya estaba
CHEMBL521423,1,28,28,ya estaba
CHEMBL521426,1,28,28,ya estaba
CHEMBL521429,1,35,35,ya estaba
CHEMBL521434,1,26,26,ya estaba
CHEMBL521446,1,21,21,ya estaba
CHEMBL521461,1,20,20,ya estaba
CHEMBL521466,1,21,21,ya estaba
CHEMBL521498,1,19,19,ya estaba
CHEMBL521560,1,26,26,ya estaba
CHEMBL521588,1,30,30,ya estaba
CHEMBL521597,1,36,36,ya estaba
CHEMBL521610,1,26,26,ya estaba
CHEMBL521613,1,31,31,ya estaba
CHEMBL521633,1,32,32,ya estaba
CHEMBL521644,1,27,27,ya estaba
CHEMBL521663,1,22,22,ya estaba
CHEMBL521683,1,28,28,ya estaba
CHEMBL521684,1,18,18,ya estaba
CHEMBL521691,1,32,32,ya estaba
CHEMBL521714,1,20,20,ya estaba
CHEMBL521756,1,19,19,ya estaba
CHEMBL521757,1,20,20,ya estaba
CHEMBL521760,1,27,27,ya estaba
CHEMBL521780,1,28,28,ya estaba
CHEMBL521805,1,20,20,ya estaba
CHEMBL521812,1,30,30,ya estaba
CHEMBL521831,1,26,26,ya estaba
CHEMBL521855,1,35,35,ya estaba
CHEMBL521896,1,25,25,ya estaba
CHEMBL521939,1,33,33,ya estaba
CHEMBL521960,1,18,18,ya estaba
CHEMBL521975,1,30,30,ya estaba
CHEMBL521996,1,23,23,ya estaba
CHEMBL522062,1,31,31,ya estaba
CHEMBL522071,1,36,36,ya estaba
CHEMBL522104,1,27,27,ya estaba
CHEMBL522107,1,30,30,ya estaba
CHEMBL522124,1,30,30,ya estaba
CHEMBL522140,1,21,21,ya estaba
CHEMBL522178,1,36,36,ya estaba
CHEMBL522193,1,32,32,ya estaba
CHEMBL522227,1,26,26,ya estaba
CHEMBL522249,1,29,29,ya estaba
CHEMBL522252,1,24,24,ya estaba
CHEMBL522264,1,22,22,ya estaba
CHEMBL522273,1,28,28,ya estaba
CHEMBL522276,1,21,21,ya estaba
CHEMBL522326,1,29,29,ya estaba
CHEMBL522335,1,38,38,ya estaba
CHEMBL522347,1,20,20,ya estaba
CHEMBL522349,1,22,22,ya estaba
CHEMBL522385,1,28,28,ya estaba
CHEMBL522408,1,25,25,ya estaba
CHEMBL522432,1,26,26,ya estaba
CHEMBL522459,1,25,25,ya estaba
CHEMBL522484,1,37,37,ya estaba
CHEMBL522514,1,19,19,ya estaba
CHEMBL522552,1,22,22,ya estaba
CHEMBL522558,1,32,32,ya estaba
CHEMBL522588,1,21,21,ya estaba
CHEMBL522604,1,25,25,ya estaba
CHEMBL522637,1,35,35,ya estaba
CHEMBL522660,1,20,20,ya estaba
CHEMBL522673,1,22,22,ya estaba
CHEMBL522683,1,35,35,ya estaba
CHEMBL522703,1,30,30,ya estaba
CHEMBL522715,1,28,28,ya estaba
CHEMBL522750,1,26,26,ya estaba
CHEMBL522755,1,32,32,ya estaba
CHEMBL522764,1,30,30,ya estaba
CHEMBL522765,1,35,35,ya estaba
CHEMBL522801,1,31,31,ya estaba
CHEMBL522876,1,30,30,ya estaba
CHEMBL522885,1,32,32,ya estaba
CHEMBL522901,1,22,22,ya estaba
CHEMBL522949,1,29,29,ya estaba
CHEMBL522962,1,24,24,ya estaba
CHEMBL522972,1,34,34,ya estaba
CHEMBL522973,1,30,30,ya estaba
CHEMBL522981,1,26,26,ya estaba
CHEMBL523006,1,39,39,ya estaba
CHEMBL523038,1,30,30,ya estaba
CHEMBL523103,1,22,22,ya estaba
CHEMBL523225,1,23,23,ya estaba
CHEMBL523234,1,31,31,ya estaba
CHEMBL523310,1,30,30,ya estaba
CHEMBL523377,1,24,24,ya estaba
CHEMBL523393,1,29,29,ya estaba
CHEMBL523429,1,24,24,ya estaba
CHEMBL523430,1,26,26,ya estaba
CHEMBL523450,1,14,14,ya estaba
CHEMBL523495,1,30,30,ya estaba
CHEMBL523520,1,27,27,ya estaba
CHEMBL523521,1,26,26,ya estaba
CHEMBL523592,1,29,29,ya estaba
CHEMBL523596,1,37,37,ya estaba
CHEMBL523620,1,23,23,ya estaba
CHEMBL523627,1,36,36,ya estaba
CHEMBL523647,1,22,22,ya estaba
CHEMBL523659,1,25,25,ya estaba
CHEMBL523662,1,25,25,ya estaba
CHEMBL523667,1,32,32,ya estaba
CHEMBL523722,1,37,37,ya estaba
CHEMBL523756,1,27,27,ya estaba
CHEMBL523783,1,20,20,ya estaba
CHEMBL523784,1,21,21,ya estaba
CHEMBL523785,1,28,28,ya estaba
CHEMBL523825,1,28,28,ya estaba
CHEMBL523832,1,37,37,ya estaba
CHEMBL523841,1,27,27,ya estaba
CHEMBL523879,1,31,31,ya estaba
CHEMBL523883,1,37,37,ya estaba
CHEMBL523887,1,31,31,ya estaba
CHEMBL523903,1,17,17,ya estaba
CHEMBL523927,1,35,35,ya estaba
CHEMBL523950,1,29,29,ya estaba
CHEMBL524171,1,26,26,ya estaba
CHEMBL524306,1,58,58,ya estaba
CHEMBL524308,1,105,105,ya estaba
CHEMBL524327,1,85,85,ya estaba
CHEMBL524350,1,83,83,ya estaba
CHEMBL524388,1,34,34,ya estaba
CHEMBL524465,1,23,23,ya estaba
CHEMBL524475,1,123,123,ya estaba
CHEMBL524481,1,125,125,ya estaba
CHEMBL524497,1,59,59,ya estaba
CHEMBL524607,1,39,39,ya estaba
CHEMBL524626,1,27,27,ya estaba
CHEMBL524650,1,77,77,ya estaba
CHEMBL524666,1,68,68,ya estaba
CHEMBL524689,1,60,60,ya estaba
CHEMBL524706,1,41,41,ya estaba
CHEMBL524738,1,39,39,ya estaba
CHEMBL524844,1,75,75,ya estaba
CHEMBL524845,1,93,93,ya estaba
CHEMBL524855,1,80,80,ya estaba
CHEMBL524883,1,145,145,ya estaba
CHEMBL524906,1,68,68,ya estaba
CHEMBL524961,1,33,33,ya estaba
CHEMBL524973,1,25,25,ya estaba
CHEMBL524996,1,37,37,ya estaba
CHEMBL525022,1,109,109,ya estaba
CHEMBL525024,1,105,105,ya estaba
CHEMBL525030,1,78,78,ya estaba
CHEMBL525046,1,78,78,ya estaba
CHEMBL525082,1,22,22,ya estaba
CHEMBL525171,1,22,22,ya estaba
CHEMBL525210,1,63,63,ya estaba
CHEMBL525261,1,38,38,ya estaba
CHEMBL525264,1,90,90,ya estaba
CHEMBL525301,1,31,31,ya estaba
CHEMBL525349,1,23,23,ya estaba
CHEMBL525414,1,64,64,ya estaba
CHEMBL525485,1,34,34,ya estaba
CHEMBL525525,1,33,33,ya estaba
CHEMBL525557,1,27,27,ya estaba
CHEMBL525578,1,84,84,ya estaba
CHEMBL525595,1,20,20,ya estaba
CHEMBL525601,1,37,37,ya estaba
CHEMBL525603,1,61,61,ya estaba
CHEMBL525609,1,94,94,ya estaba
CHEMBL525650,1,33,33,ya estaba
CHEMBL525787,1,111,111,
CHEMBL525845,1,37,37,ya estaba
CHEMBL525853,1,38,38,ya estaba
CHEMBL525905,1,25,25,ya estaba
CHEMBL525931,1,109,109,
CHEMBL525943,1,75,75,ya estaba
CHEMBL525964,1,42,42,ya estaba
CHEMBL525976,1,62,62,ya estaba
CHEMBL525977,1,63,63,ya estaba
CHEMBL525999,1,21,21,ya estaba
CHEMBL526059,1,33,33,ya estaba
CHEMBL526160,1,97,97,ya estaba
CHEMBL526162,1,64,64,ya estaba
CHEMBL526170,1,39,39,ya estaba
CHEMBL526174,1,109,109,ya estaba
CHEMBL526188,1,63,63,ya estaba
CHEMBL526316,1,97,97,ya estaba
CHEMBL526354,1,55,55,ya estaba
CHEMBL526359,1,49,49,ya estaba
CHEMBL526415,1,33,33,ya estaba
CHEMBL526481,1,25,25,ya estaba
CHEMBL526493,1,65,65,ya estaba
CHEMBL526498,1,85,85,ya estaba
CHEMBL526550,1,70,70,ya estaba
CHEMBL526570,1,28,28,ya estaba
CHEMBL526580,1,34,34,ya estaba
CHEMBL526653,1,57,57,ya estaba
CHEMBL526680,1,19,19,ya estaba
CHEMBL526704,1,17,17,ya estaba
CHEMBL526718,1,97,97,
CHEMBL526732,1,23,23,ya estaba
CHEMBL526760,1,36,36,ya estaba
CHEMBL526843,1,25,25,ya estaba
CHEMBL526864,1,54,54,ya estaba
CHEMBL526900,1,60,60,ya estaba
CHEMBL526931,1,37,37,ya estaba
CHEMBL526983,1,37,37,ya estaba
CHEMBL527062,1,48,48,ya estaba
CHEMBL527105,1,66,66,ya estaba
CHEMBL527343,1,37,37,ya estaba
CHEMBL527373,1,32,32,ya estaba
CHEMBL527377,1,31,31,ya estaba
CHEMBL527394,1,35,35,ya estaba
CHEMBL527439,1,33,33,ya estaba
CHEMBL527466,1,34,34,ya estaba
CHEMBL527471,1,36,36,ya estaba
CHEMBL527542,1,32,32,ya estaba
CHEMBL527578,1,30,30,ya estaba
CHEMBL527698,1,31,31,ya estaba
CHEMBL527714,1,40,40,ya estaba
CHEMBL527893,1,32,32,ya estaba
CHEMBL527903,1,27,27,ya estaba
CHEMBL527910,1,35,35,ya estaba
CHEMBL527913,1,30,30,ya estaba
CHEMBL527914,1,36,36,ya estaba
CHEMBL527943,1,33,33,ya estaba
CHEMBL527944,1,28,28,ya estaba
CHEMBL528994,1,24,24,ya estaba
CHEMBL530059,1,33,33,ya estaba
CHEMBL550301,1,49,49,ya estaba
CHEMBL550770,1,32,32,ya estaba
CHEMBL550922,1,40,40,ya estaba
CHEMBL550927,1,25,25,ya estaba
CHEMBL550976,1,30,30,ya estaba
CHEMBL552082,1,29,29,ya estaba
CHEMBL552101,1,80,80,ya estaba
CHEMBL552123,1,25,25,ya estaba
CHEMBL552139,1,27,27,ya estaba
CHEMBL552191,1,31,31,ya estaba
CHEMBL552339,1,26,26,ya estaba
CHEMBL552345,1,31,31,ya estaba
CHEMBL552764,1,65,65,ya estaba
CHEMBL552993,1,52,52,ya estaba
CHEMBL553388,1,43,43,ya estaba
CHEMBL553625,1,69,69,ya estaba
CHEMBL553661,1,60,60,ya estaba
CHEMBL553662,1,61,61,ya estaba
CHEMBL553672,1,96,96,ya estaba
CHEMBL554028,1,25,25,ya estaba
CHEMBL554308,1,53,53,ya estaba
CHEMBL554312,1,50,50,ya estaba
CHEMBL554344,1,50,50,ya estaba
CHEMBL554560,1,59,59,ya estaba
CHEMBL554564,1,42,42,ya estaba
CHEMBL554622,1,61,61,ya estaba
CHEMBL554624,1,83,83,ya estaba
CHEMBL555142,1,62,62,ya estaba
CHEMBL555205,1,19,19,ya estaba
CHEMBL555224,1,40,40,ya estaba
CHEMBL555262,1,43,43,ya estaba
CHEMBL555431,1,57,57,ya estaba
CHEMBL555455,1,43,43,ya estaba
CHEMBL555516,1,44,44,ya estaba
CHEMBL555661,1,58,58,ya estaba
CHEMBL555663,1,68,68,ya estaba
CHEMBL555697,1,63,63,ya estaba
CHEMBL555740,1,100,100,ya estaba
CHEMBL555872,1,36,36,ya estaba
CHEMBL555874,1,33,33,ya estaba
CHEMBL555877,1,36,36,ya estaba
CHEMBL556064,1,42,42,ya estaba
CHEMBL556080,1,19,19,ya estaba
CHEMBL556087,1,35,35,ya estaba
CHEMBL556102,1,32,32,ya estaba
CHEMBL556155,1,61,61,ya estaba
CHEMBL556156,1,56,56,ya estaba
CHEMBL556318,1,49,49,ya estaba
CHEMBL556896,1,33,33,ya estaba
CHEMBL556900,1,25,25,ya estaba
CHEMBL556911,1,33,33,ya estaba
CHEMBL556948,1,50,50,ya estaba
CHEMBL556990,1,53,53,ya estaba
CHEMBL557011,1,40,40,ya estaba
CHEMBL557043,1,35,35,ya estaba
CHEMBL557101,1,32,32,ya estaba
CHEMBL557207,1,22,22,ya estaba
CHEMBL557212,1,24,24,ya estaba
CHEMBL557256,1,28,28,ya estaba
