target,ligand,afinidad
FUS,CHEMBL498348,-6.7
FUS,CHEMBL498375,-6.6
FUS,CHEMBL498379,-6.6
FUS,CHEMBL49838,-6.6
FUS,CHEMBL498396,-6.6
FUS,CHEMBL498441,-6.5
FUS,CHEMBL498458,-6.9
FUS,CHEMBL498459,-6.6
FUS,CHEMBL498488,-6.7
FUS,CHEMBL498594,-6.9
FUS,CHEMBL498610,-6.7
FUS,CHEMBL498634,-6.9
FUS,CHEMBL498698,-6.6
FUS,CHEMBL498709,-6.8
FUS,CHEMBL498713,-6.8
FUS,CHEMBL49873,-6.5
FUS,CHEMBL498752,-6.8
FUS,CHEMBL498760,-6.7
FUS,CHEMBL498785,-6.6
FUS,CHEMBL498833,-6.5
FUS,CHEMBL498848,-6.5
FUS,CHEMBL498858,-6.9
FUS,CHEMBL498877,-6.5
FUS,CHEMBL498879,-6.8
FUS,CHEMBL498884,-6.8
FUS,CHEMBL498897,-6.6
FUS,CHEMBL498907,-6.8
FUS,CHEMBL49894,-6.8
FUS,CHEMBL498942,-6.6
FUS,CHEMBL499022,-6.6
FUS,CHEMBL499039,-7.4
FUS,CHEMBL499149,-7.2
FUS,CHEMBL499202,-7.1
FUS,CHEMBL499227,-7.2
FUS,CHEMBL499245,-6.6
FUS,CHEMBL499280,-7.0
FUS,CHEMBL499350,-6.5
FUS,CHEMBL499356,-6.7
FUS,CHEMBL499445,-7.9
FUS,CHEMBL499475,-6.6
FUS,CHEMBL499488,-6.6
FUS,CHEMBL499534,-6.5
FUS,CHEMBL499555,-7.1
FUS,CHEMBL499561,-6.8
FUS,CHEMBL49958,-6.6
FUS,CHEMBL499587,-7.0
FUS,CHEMBL499594,-6.6
FUS,CHEMBL499599,-6.6
FUS,CHEMBL499617,-6.6
FUS,CHEMBL499624,-6.7
FUS,CHEMBL49969,-6.5
FUS,CHEMBL499693,-7.3
FUS,CHEMBL499696,-6.9
FUS,CHEMBL499750,-6.5
FUS,CHEMBL499795,-6.8
FUS,CHEMBL499846,-6.5
FUS,CHEMBL499859,-6.8
FUS,CHEMBL499952,-6.9
FUS,CHEMBL499961,-7.7
FUS,CHEMBL499969,-6.6
FUS,CHEMBL49999,-6.6
FUS,CHEMBL500027,-6.6
FUS,CHEMBL500051,-7.0
FUS,CHEMBL500059,-6.9
FUS,CHEMBL500100,-7.7
FUS,CHEMBL500112,-6.6
FUS,CHEMBL500118,-6.5
FUS,CHEMBL500172,-6.5
FUS,CHEMBL500217,-6.8
FUS,CHEMBL500220,-6.9
FUS,CHEMBL500240,-6.6
FUS,CHEMBL500246,-6.6
FUS,CHEMBL500322,-6.6
FUS,CHEMBL500349,-6.6
FUS,CHEMBL500369,-7.3
FUS,CHEMBL500370,-6.7
FUS,CHEMBL500374,-7.2
FUS,CHEMBL500379,-6.6
FUS,CHEMBL500380,-6.5
FUS,CHEMBL500384,-6.8
FUS,CHEMBL500389,-6.6
FUS,CHEMBL500422,-6.6
FUS,CHEMBL500565,-7.0
FUS,CHEMBL500593,-6.6
FUS,CHEMBL500600,-6.5
FUS,CHEMBL500643,-6.6
FUS,CHEMBL500662,-6.8
FUS,CHEMBL500684,-6.5
FUS,CHEMBL500686,-6.7
FUS,CHEMBL500696,-6.9
FUS,CHEMBL500700,-7.0
FUS,CHEMBL500710,-6.8
FUS,CHEMBL500736,-6.9
FUS,CHEMBL500744,-7.2
FUS,CHEMBL500750,-6.6
FUS,CHEMBL500755,-7.1
FUS,CHEMBL500762,-6.5
FUS,CHEMBL500777,-7.2
FUS,CHEMBL50081,-6.8
FUS,CHEMBL50090,-6.5
FUS,CHEMBL50091,-6.8
FUS,CHEMBL500915,-7.4
FUS,CHEMBL500947,-6.5
FUS,CHEMBL500962,-6.7
FUS,CHEMBL500990,-7.0
FUS,CHEMBL501014,-7.6
FUS,CHEMBL501047,-6.9
FUS,CHEMBL501087,-6.9
FUS,CHEMBL501111,-6.8
FUS,CHEMBL501115,-7.1
FUS,CHEMBL501116,-7.6
FUS,CHEMBL501129,-7.0
FUS,CHEMBL501130,-6.9
FUS,CHEMBL501143,-6.8
FUS,CHEMBL501169,-6.8
FUS,CHEMBL501175,-6.8
FUS,CHEMBL501211,-6.9
FUS,CHEMBL501280,-7.2
FUS,CHEMBL501281,-6.5
FUS,CHEMBL501285,-6.7
FUS,CHEMBL501462,-6.6
FUS,CHEMBL501491,-6.5
FUS,CHEMBL501498,-7.9
FUS,CHEMBL501565,-6.5
FUS,CHEMBL501603,-7.2
FUS,CHEMBL501661,-6.8
FUS,CHEMBL501675,-7.0
FUS,CHEMBL501681,-6.7
FUS,CHEMBL501683,-6.6
FUS,CHEMBL501686,-7.5
FUS,CHEMBL501687,-7.4
FUS,CHEMBL501703,-6.8
FUS,CHEMBL501732,-6.8
FUS,CHEMBL501749,-6.5
FUS,CHEMBL501777,-7.2
FUS,CHEMBL501808,-6.9
FUS,CHEMBL501837,-7.0
FUS,CHEMBL501858,-7.0
FUS,CHEMBL501859,-6.7
FUS,CHEMBL501863,-7.5
FUS,CHEMBL501881,-6.8
FUS,CHEMBL50191,-6.5
FUS,CHEMBL50192,-7.0
FUS,CHEMBL501933,-8.0
FUS,CHEMBL501957,-8.0
FUS,CHEMBL501959,-7.0
FUS,CHEMBL501963,-6.5
FUS,CHEMBL501964,-7.2
FUS,CHEMBL501969,-6.6
FUS,CHEMBL501973,-7.4
FUS,CHEMBL501974,-6.6
FUS,CHEMBL501998,-6.5
FUS,CHEMBL501999,-6.6
FUS,CHEMBL502014,-7.3
FUS,CHEMBL502092,-6.5
FUS,CHEMBL502113,-7.0
FUS,CHEMBL502119,-6.5
FUS,CHEMBL50215,-6.9
FUS,CHEMBL502154,-7.2
FUS,CHEMBL502202,-6.7
FUS,CHEMBL502227,-6.8
FUS,CHEMBL502237,-6.9
FUS,CHEMBL502243,-6.9
FUS,CHEMBL502245,-6.6
FUS,CHEMBL502250,-6.5
FUS,CHEMBL502264,-6.5
FUS,CHEMBL502283,-6.7
FUS,CHEMBL502292,-6.5
FUS,CHEMBL502311,-6.8
FUS,CHEMBL502322,-6.7
FUS,CHEMBL502357,-6.5
FUS,CHEMBL502382,-6.7
FUS,CHEMBL502407,-6.5
FUS,CHEMBL502441,-6.7
FUS,CHEMBL502444,-6.8
FUS,CHEMBL502451,-6.7
FUS,CHEMBL502467,-7.3
FUS,CHEMBL502503,-6.6
FUS,CHEMBL502540,-6.7
FUS,CHEMBL502548,-6.7
FUS,CHEMBL502563,-7.1
FUS,CHEMBL502641,-6.5
FUS,CHEMBL502653,-6.6
FUS,CHEMBL502720,-7.5
FUS,CHEMBL502829,-6.6
FUS,CHEMBL50284,-6.5
FUS,CHEMBL502937,-6.6
FUS,CHEMBL502972,-6.5
FUS,CHEMBL50298,-6.8
FUS,CHEMBL502984,-7.0
FUS,CHEMBL502985,-6.5
FUS,CHEMBL503027,-6.5
FUS,CHEMBL503046,-8.0
FUS,CHEMBL503090,-6.8
FUS,CHEMBL503114,-6.8
FUS,CHEMBL503115,-6.5
FUS,CHEMBL503139,-6.7
FUS,CHEMBL503143,-7.6
FUS,CHEMBL503182,-7.1
FUS,CHEMBL503252,-6.5
FUS,CHEMBL503253,-6.9
FUS,CHEMBL503260,-8.1
FUS,CHEMBL503270,-6.8
FUS,CHEMBL503314,-6.7
FUS,CHEMBL503325,-6.7
FUS,CHEMBL503377,-6.6
FUS,CHEMBL503388,-6.7
FUS,CHEMBL503463,-7.0
FUS,CHEMBL503505,-7.1
FUS,CHEMBL503550,-7.1
FUS,CHEMBL503583,-6.8
FUS,CHEMBL503591,-6.5
FUS,CHEMBL503608,-6.5
FUS,CHEMBL503615,-7.9
FUS,CHEMBL503616,-7.1
FUS,CHEMBL503652,-6.7
FUS,CHEMBL503683,-6.5
FUS,CHEMBL503699,-6.6
FUS,CHEMBL503752,-7.7
FUS,CHEMBL503759,-6.5
FUS,CHEMBL503772,-7.0
FUS,CHEMBL503781,-6.7
FUS,CHEMBL503810,-7.1
FUS,CHEMBL503848,-6.5
FUS,CHEMBL503862,-7.0
FUS,CHEMBL503901,-6.9
FUS,CHEMBL503902,-6.7
FUS,CHEMBL503919,-6.6
FUS,CHEMBL503951,-6.7
FUS,CHEMBL503980,-7.4
FUS,CHEMBL504024,-6.7
FUS,CHEMBL504052,-7.0
FUS,CHEMBL504136,-7.3
FUS,CHEMBL50418,-6.6
FUS,CHEMBL504190,-6.6
FUS,CHEMBL504194,-6.5
FUS,CHEMBL50425,-6.7
FUS,CHEMBL504278,-6.6
FUS,CHEMBL504311,-6.6
FUS,CHEMBL504354,-6.5
FUS,CHEMBL504397,-6.8
FUS,CHEMBL504398,-6.7
FUS,CHEMBL504406,-6.7
FUS,CHEMBL504415,-7.2
FUS,CHEMBL504581,-6.6
FUS,CHEMBL504638,-6.6
FUS,CHEMBL504644,-6.8
FUS,CHEMBL504698,-6.8
FUS,CHEMBL504788,-7.9
FUS,CHEMBL50490,-6.6
FUS,CHEMBL505002,-6.6
FUS,CHEMBL505029,-6.5
FUS,CHEMBL505036,-6.6
FUS,CHEMBL505053,-6.8
FUS,CHEMBL505077,-7.1
FUS,CHEMBL505127,-6.9
FUS,CHEMBL505168,-8.7
FUS,CHEMBL505225,-6.7
FUS,CHEMBL505268,-6.6
FUS,CHEMBL505289,-7.6
SOD1,ADAPALENE,-6.5
SOD1,AMILORIDE,-6.5
SOD1,ATOGEPANT,-6.7
SOD1,AVAPRITINIB,-6.5
SOD1,BELUMOSUDIL,-6.4
SOD1,BETAMETHASONE,-6.2
SOD1,BETAMETHASONE PHOSPHORIC ACID,-6.7
SOD1,BEXAROTENE,-6.4
SOD1,BICTEGRAVIR,-6.4
SOD1,CANRENONE,-6.3
SOD1,CAPMATINIB,-6.9
SOD1,CARBAMAZEPINE,-6.4
SOD1,CEFTOBIPROLE MEDOCARIL FREE ACID,-6.3
SOD1,CHEMBL10059,-6.4
SOD1,CHEMBL10160,-6.2
SOD1,CHEMBL10175,-6.2
SOD1,CHEMBL10211,-6.4
SOD1,CHEMBL10295,-6.3
SOD1,CHEMBL10309,-6.5
SOD1,CHEMBL10456,-6.7
SOD1,CHEMBL10465,-6.4
SOD1,CHEMBL10510,-6.2
SOD1,CHEMBL10552,-6.6
SOD1,CHEMBL10676,-6.5
SOD1,CHEMBL10735,-7.0
SOD1,CHEMBL1075654,-6.6
SOD1,CHEMBL1075691,-6.5
SOD1,CHEMBL1075736,-6.2
SOD1,CHEMBL1075840,-6.3
SOD1,CHEMBL1075993,-6.6
SOD1,CHEMBL1076047,-6.3
SOD1,CHEMBL1076214,-6.8
SOD1,CHEMBL1076294,-6.4
SOD1,CHEMBL1076341,-6.2
SOD1,CHEMBL1077330,-7.0
SOD1,CHEMBL10775,-6.4
SOD1,CHEMBL1077648,-6.3
SOD1,CHEMBL10778,-6.3
SOD1,CHEMBL1078223,-6.3
SOD1,CHEMBL1078513,-6.3
SOD1,CHEMBL10815,-6.2
SOD1,CHEMBL1082437,-6.2
SOD1,CHEMBL10826,-6.3
SOD1,CHEMBL1085225,-6.2
SOD1,CHEMBL10861,-6.6
SOD1,CHEMBL10871,-6.4
SOD1,CHEMBL10872,-6.4
SOD1,CHEMBL1088966,-6.2
SOD1,CHEMBL1090356,-6.8
SOD1,CHEMBL1090649,-6.6
SOD1,CHEMBL1090660,-6.6
SOD1,CHEMBL1090668,-6.6
SOD1,CHEMBL1092041,-6.3
SOD1,CHEMBL10941,-6.4
SOD1,CHEMBL1094998,-6.2
SOD1,CHEMBL1095192,-6.4
SOD1,CHEMBL1096286,-6.3
SOD1,CHEMBL1096892,-6.5
SOD1,CHEMBL11025,-7.1
SOD1,CHEMBL11118,-6.7
SOD1,CHEMBL11150,-6.4
SOD1,CHEMBL11244,-6.5
SOD1,CHEMBL11252,-6.3
SOD1,CHEMBL11256,-6.2
SOD1,CHEMBL11282,-6.3
SOD1,CHEMBL11349,-6.2
SOD1,CHEMBL11368,-6.3
SOD1,CHEMBL11370,-6.4
SOD1,CHEMBL11378,-6.6
SOD1,CHEMBL11467,-6.2
SOD1,CHEMBL11508,-6.4
SOD1,CHEMBL11509,-6.4
SOD1,CHEMBL11521,-6.3
SOD1,CHEMBL11533,-6.3
SOD1,CHEMBL11550,-6.2
SOD1,CHEMBL1159639,-6.7
SOD1,CHEMBL1159694,-6.7
SOD1,CHEMBL1162038,-6.6
SOD1,CHEMBL1162097,-7.5
SOD1,CHEMBL1162104,-6.3
SOD1,CHEMBL11625,-6.4
SOD1,CHEMBL1163133,-6.4
SOD1,CHEMBL1163217,-6.7
SOD1,CHEMBL1163250,-6.6
SOD1,CHEMBL1163272,-6.2
SOD1,CHEMBL1163277,-6.8
SOD1,CHEMBL1163325,-6.9
SOD1,CHEMBL1163491,-6.4
SOD1,CHEMBL1163492,-6.3
SOD1,CHEMBL1163504,-6.4
SOD1,CHEMBL1163505,-6.3
SOD1,CHEMBL1163508,-6.2
SOD1,CHEMBL1163510,-6.7
SOD1,CHEMBL1163512,-6.4
SOD1,CHEMBL1163518,-6.9
SOD1,CHEMBL1163540,-6.4
SOD1,CHEMBL1163545,-6.4
SOD1,CHEMBL1163553,-6.7
SOD1,CHEMBL1163559,-6.7
SOD1,CHEMBL1163565,-6.3
SOD1,CHEMBL1163605,-6.2
SOD1,CHEMBL1163606,-6.9
SOD1,CHEMBL1163608,-6.3
SOD1,CHEMBL1165220,-6.3
SOD1,CHEMBL1165499,-6.8
SOD1,CHEMBL11671,-6.3
SOD1,CHEMBL11687,-6.2
SOD1,CHEMBL11690,-6.3
SOD1,CHEMBL1170054,-6.9
SOD1,CHEMBL1170061,-6.5
SOD1,CHEMBL1170234,-6.2
SOD1,CHEMBL1171146,-6.6
SOD1,CHEMBL11724,-6.4
SOD1,CHEMBL11725,-6.3
SOD1,CHEMBL11732,-6.6
SOD1,CHEMBL11745,-7.0
SOD1,CHEMBL11778,-6.6
SOD1,CHEMBL11782,-6.3
SOD1,CHEMBL11785,-6.4
SOD1,CHEMBL11787,-6.2
SOD1,CHEMBL11793,-6.2
SOD1,CHEMBL11796,-6.3
SOD1,CHEMBL11812,-6.5
SOD1,CHEMBL11824,-6.4
SOD1,CHEMBL1184214,-6.4
SOD1,CHEMBL11849,-6.2
SOD1,CHEMBL11857,-6.3
SOD1,CHEMBL1187325,-6.5
SOD1,CHEMBL1187868,-6.3
SOD1,CHEMBL11893,-6.3
SOD1,CHEMBL11895,-6.4
SOD1,CHEMBL11899,-6.7
SOD1,CHEMBL11905,-6.3
SOD1,CHEMBL11914,-6.3
SOD1,CHEMBL11921,-6.7
SOD1,CHEMBL11950,-6.4
SOD1,CHEMBL1195110,-6.9
SOD1,CHEMBL1198796,-6.3
SOD1,CHEMBL12018,-6.6
SOD1,CHEMBL1203109,-6.2
SOD1,CHEMBL12036,-6.5
SOD1,CHEMBL1204436,-6.2
SOD1,CHEMBL1204503,-6.3
SOD1,CHEMBL1204619,-6.4
SOD1,CHEMBL1204622,-6.2
SOD1,CHEMBL1205879,-6.8
SOD1,CHEMBL1205880,-6.4
SOD1,CHEMBL1205882,-6.6
SOD1,CHEMBL1205903,-6.2
SOD1,CHEMBL1205929,-6.3
SOD1,CHEMBL1206043,-6.2
SOD1,CHEMBL1206062,-6.2
SOD1,CHEMBL1206105,-6.2
SOD1,CHEMBL1206150,-7.0
SOD1,CHEMBL1206280,-6.3
SOD1,CHEMBL1206282,-6.2
SOD1,CHEMBL1206327,-6.4
SOD1,CHEMBL1206351,-6.7
SOD1,CHEMBL1206352,-6.2
SOD1,CHEMBL1206364,-7.0
SOD1,CHEMBL1206388,-6.3
SOD1,CHEMBL1206409,-6.2
SOD1,CHEMBL1206418,-6.2
SOD1,CHEMBL1206483,-6.7
SOD1,CHEMBL1206500,-6.5
SOD1,CHEMBL1206507,-6.5
SOD1,CHEMBL1206704,-6.2
SOD1,CHEMBL1206883,-6.3
SOD1,CHEMBL1206896,-6.3
SOD1,CHEMBL1206905,-6.5
SOD1,CHEMBL1206921,-6.3
SOD1,CHEMBL1206923,-7.0
SOD1,CHEMBL1206963,-6.2
SOD1,CHEMBL1206982,-6.2
SOD1,CHEMBL1207010,-6.4
SOD1,CHEMBL1207044,-6.2
SOD1,CHEMBL1207101,-6.6
SOD1,CHEMBL1207121,-6.4
SOD1,CHEMBL1207227,-6.4
SOD1,CHEMBL1207258,-6.5
SOD1,CHEMBL1207310,-6.2
SOD1,CHEMBL1207367,-6.7
SOD1,CHEMBL1207384,-6.2
SOD1,CHEMBL1207392,-6.2
SOD1,CHEMBL1207472,-6.5
SOD1,CHEMBL1207821,-6.6
SOD1,CHEMBL1207895,-6.2
SOD1,CHEMBL1207969,-6.5
SOD1,CHEMBL1208057,-6.6
SOD1,CHEMBL1208280,-6.5
SOD1,CHEMBL1208282,-6.6
SOD1,CHEMBL1208432,-6.7
SOD1,CHEMBL1208433,-6.3
SOD1,CHEMBL1208438,-7.2
SOD1,CHEMBL12085,-6.6
SOD1,CHEMBL1208600,-6.2
SOD1,CHEMBL1209719,-7.3
SOD1,CHEMBL1209725,-7.1
SOD1,CHEMBL1209733,-6.3
SOD1,CHEMBL12098,-6.7
SOD1,CHEMBL1209968,-6.2
SOD1,CHEMBL1210004,-6.2
SOD1,CHEMBL1210487,-6.3
SOD1,CHEMBL1210489,-6.2
SOD1,CHEMBL1210506,-6.3
SOD1,CHEMBL1210515,-6.3
SOD1,CHEMBL1210518,-6.7
SOD1,CHEMBL1210538,-6.2
SOD1,CHEMBL1210539,-6.9
SOD1,CHEMBL1210547,-6.2
SOD1,CHEMBL1210556,-6.2
SOD1,CHEMBL1210592,-8.6
SOD1,CHEMBL1210605,-6.4
SOD1,CHEMBL1210607,-6.3
SOD1,CHEMBL1210641,-7.1
SOD1,CHEMBL1210642,-6.6
SOD1,CHEMBL1210643,-6.6
SOD1,CHEMBL1210672,-6.2
SOD1,CHEMBL1210755,-6.2
SOD1,CHEMBL1210815,-6.7
SOD1,CHEMBL1210816,-6.8
SOD1,CHEMBL1210826,-6.2
SOD1,CHEMBL1210834,-6.2
SOD1,CHEMBL1210861,-6.2
SOD1,CHEMBL1210863,-6.9
SOD1,CHEMBL1210874,-6.3
SOD1,CHEMBL1210898,-6.5
SOD1,CHEMBL12109,-6.2
SOD1,CHEMBL1210979,-6.3
SOD1,CHEMBL1210980,-6.3
SOD1,CHEMBL1210981,-6.2
SOD1,CHEMBL1213309,-6.2
SOD1,CHEMBL1214058,-6.4
SOD1,CHEMBL1214096,-6.5
SOD1,CHEMBL12143,-6.6
SOD1,CHEMBL1214400,-6.2
SOD1,CHEMBL1214531,-6.5
SOD1,CHEMBL1214612,-6.4
SOD1,CHEMBL12153,-6.8
SOD1,CHEMBL1215356,-6.6
SOD1,CHEMBL1215806,-6.2
SOD1,CHEMBL1222580,-6.4
SOD1,CHEMBL1222706,-7.0
SOD1,CHEMBL1223185,-6.2
SOD1,CHEMBL1223924,-6.5
SOD1,CHEMBL12268,-6.5
SOD1,CHEMBL12301,-6.8
SOD1,CHEMBL12312,-6.2
SOD1,CHEMBL12360,-6.4
SOD1,CHEMBL12370,-6.4
SOD1,CHEMBL1240561,-6.2
SOD1,CHEMBL1242249,-6.3
SOD1,CHEMBL1242296,-6.6
SOD1,CHEMBL1242335,-6.2
SOD1,CHEMBL1242345,-6.2
SOD1,CHEMBL1242362,-6.2
SOD1,CHEMBL1242366,-6.5
SOD1,CHEMBL1242367,-6.4
SOD1,CHEMBL1242373,-6.6
SOD1,CHEMBL1242382,-6.6
SOD1,CHEMBL1242383,-6.3
SOD1,CHEMBL1242402,-6.3
SOD1,CHEMBL1242411,-6.2
SOD1,CHEMBL1242431,-6.2
SOD1,CHEMBL1242461,-6.3
SOD1,CHEMBL1242527,-6.2
SOD1,CHEMBL1242553,-6.3
SOD1,CHEMBL1242597,-6.2
SOD1,CHEMBL12426,-6.6
SOD1,CHEMBL1242643,-6.5
SOD1,CHEMBL12427,-6.4
SOD1,CHEMBL1242715,-6.2
SOD1,CHEMBL1242717,-6.2
SOD1,CHEMBL1242723,-6.3
SOD1,CHEMBL1242739,-7.0
SOD1,CHEMBL1242740,-6.3
SOD1,CHEMBL1242801,-6.3
SOD1,CHEMBL1242810,-6.9
SOD1,CHEMBL1242845,-6.5
SOD1,CHEMBL1242888,-6.2
SOD1,CHEMBL1242895,-6.2
SOD1,CHEMBL1242905,-6.9
SOD1,CHEMBL1242906,-6.2
SOD1,CHEMBL1242909,-6.8
SOD1,CHEMBL1242981,-6.2
SOD1,CHEMBL1242996,-6.3
SOD1,CHEMBL1242997,-6.5
SOD1,CHEMBL1243012,-6.2
SOD1,CHEMBL1243042,-6.2
SOD1,CHEMBL1243043,-6.3
SOD1,CHEMBL1243190,-6.2
SOD1,CHEMBL1243200,-6.4
SOD1,CHEMBL1243298,-6.3
SOD1,CHEMBL1243311,-6.3
SOD1,CHEMBL1243326,-6.5
SOD1,CHEMBL1243340,-6.3
SOD1,CHEMBL124937,-6.4
SOD1,CHEMBL12510,-6.5
SOD1,CHEMBL12514,-6.4
SOD1,CHEMBL12542,-6.3
SOD1,CHEMBL12546,-6.7
SOD1,CHEMBL12566,-6.6
SOD1,CHEMBL12578,-6.2
SOD1,CHEMBL12638,-6.3
SOD1,CHEMBL12645,-7.4
SOD1,CHEMBL12662,-6.4
SOD1,CHEMBL12755,-6.5
SOD1,CHEMBL12790,-6.2
SOD1,CHEMBL12801,-6.3
SOD1,CHEMBL12846,-6.2
SOD1,CHEMBL12848,-6.2
SOD1,CHEMBL128762,-6.4
SOD1,CHEMBL12890,-6.3
SOD1,CHEMBL12946,-6.2
SOD1,CHEMBL12977,-6.2
SOD1,CHEMBL12989,-6.5
SOD1,CHEMBL13018,-6.5
SOD1,CHEMBL130247,-6.2
SOD1,CHEMBL13035,-6.3
SOD1,CHEMBL1304170,-6.4
SOD1,CHEMBL13105,-6.2
SOD1,CHEMBL1310576,-6.4
SOD1,CHEMBL13119,-6.4
SOD1,CHEMBL13128,-6.3
SOD1,CHEMBL13137,-6.6
SOD1,CHEMBL13148,-6.4
SOD1,CHEMBL13317,-7.9
SOD1,CHEMBL13342,-6.6
SOD1,CHEMBL13347,-7.3
SOD1,CHEMBL13348,-6.2
SOD1,CHEMBL13398,-6.3
SOD1,CHEMBL13407,-6.7
SOD1,CHEMBL13411,-6.9
SOD1,CHEMBL13436,-6.2
SOD1,CHEMBL1343658,-6.4
SOD1,CHEMBL13464,-6.2
SOD1,CHEMBL13488,-6.2
SOD1,CHEMBL13495,-6.2
SOD1,CHEMBL1349775,-6.5
SOD1,CHEMBL13524,-6.4
SOD1,CHEMBL13526,-6.2
SOD1,CHEMBL13527,-6.2
SOD1,CHEMBL13534,-6.6
SOD1,CHEMBL13550,-6.7
SOD1,CHEMBL1355230,-6.2
SOD1,CHEMBL1355267,-6.2
SOD1,CHEMBL13578,-6.7
SOD1,CHEMBL13588,-6.2
SOD1,CHEMBL13602,-6.2
SOD1,CHEMBL13638,-7.1
SOD1,CHEMBL13640,-6.7
SOD1,CHEMBL1366713,-6.3
SOD1,CHEMBL13683,-6.4
SOD1,CHEMBL13686,-6.3
SOD1,CHEMBL13693,-6.5
SOD1,CHEMBL13709,-6.2
SOD1,CHEMBL1373390,-6.2
SOD1,CHEMBL13746,-6.5
SOD1,CHEMBL13751,-6.4
SOD1,CHEMBL13762,-6.3
SOD1,CHEMBL13876,-6.3
SOD1,CHEMBL13895,-6.4
SOD1,CHEMBL13977,-6.2
SOD1,CHEMBL13983,-6.2
SOD1,CHEMBL14020,-6.2
SOD1,CHEMBL14048,-6.5
SOD1,CHEMBL14058,-6.2
SOD1,CHEMBL14234,-6.2
SOD1,CHEMBL14237,-6.2
SOD1,CHEMBL14265,-6.6
SOD1,CHEMBL14272,-6.8
SOD1,CHEMBL14292,-6.2
SOD1,CHEMBL14304,-6.2
SOD1,CHEMBL14316,-6.2
SOD1,CHEMBL14362,-6.2
SOD1,CHEMBL14375,-6.3
SOD1,CHEMBL14383,-6.3
SOD1,CHEMBL1445418,-6.3
SOD1,CHEMBL14462,-6.2
SOD1,CHEMBL14519,-6.3
SOD1,CHEMBL14606,-6.6
SOD1,CHEMBL14611,-6.3
SOD1,CHEMBL14666,-7.1
SOD1,CHEMBL1468982,-6.2
SOD1,CHEMBL1469032,-6.6
SOD1,CHEMBL14725,-6.2
SOD1,CHEMBL14846,-6.2
SOD1,CHEMBL14853,-6.5
SOD1,CHEMBL14872,-6.2
SOD1,CHEMBL14890,-6.2
SOD1,CHEMBL14906,-6.8
SOD1,CHEMBL14921,-6.8
SOD1,CHEMBL14932,-6.2
SOD1,CHEMBL1508434,-6.4
SOD1,CHEMBL15100,-6.6
SOD1,CHEMBL15139,-6.4
SOD1,CHEMBL15238,-6.3
SOD1,CHEMBL1540525,-6.6
SOD1,CHEMBL1547450,-6.3
SOD1,CHEMBL15482,-6.3
SOD1,CHEMBL15581,-6.4
SOD1,CHEMBL15709,-6.2
SOD1,CHEMBL15744,-6.3
SOD1,CHEMBL15855,-6.4
SOD1,CHEMBL1587221,-6.4
SOD1,CHEMBL15909,-8.2
SOD1,CHEMBL1592710,-6.5
SOD1,CHEMBL15929,-6.3
SOD1,CHEMBL15933,-7.0
SOD1,CHEMBL159567,-7.1
SOD1,CHEMBL15961,-6.4
SOD1,CHEMBL15965,-6.8
SOD1,CHEMBL15983,-6.9
SOD1,CHEMBL16010,-6.3
SOD1,CHEMBL1602553,-6.2
SOD1,CHEMBL1608464,-6.9
SOD1,CHEMBL16151,-6.2
SOD1,CHEMBL16198,-6.9
SOD1,CHEMBL16215,-6.3
SOD1,CHEMBL16256,-6.5
SOD1,CHEMBL16289,-6.3
SOD1,CHEMBL16299,-6.3
SOD1,CHEMBL16303,-6.4
SOD1,CHEMBL16337,-6.4
SOD1,CHEMBL16340,-6.4
SOD1,CHEMBL16352,-6.2
SOD1,CHEMBL16415,-6.6
SOD1,CHEMBL16466,-6.2
SOD1,CHEMBL16488,-6.3
SOD1,CHEMBL16544,-6.4
SOD1,CHEMBL16547,-6.5
SOD1,CHEMBL16570,-6.3
SOD1,CHEMBL16601,-6.2
SOD1,CHEMBL16620,-6.3
SOD1,CHEMBL16643,-6.2
SOD1,CHEMBL16669,-6.6
SOD1,CHEMBL16695,-6.5
SOD1,CHEMBL16736,-6.2
SOD1,CHEMBL16754,-6.5
SOD1,CHEMBL1679,-6.6
SOD1,CHEMBL16810,-6.2
SOD1,CHEMBL16820,-6.4
SOD1,CHEMBL16903,-6.3
SOD1,CHEMBL16916,-6.4
SOD1,CHEMBL16944,-6.2
SOD1,CHEMBL16958,-6.2
SOD1,CHEMBL16963,-6.2
SOD1,CHEMBL16969,-6.3
SOD1,CHEMBL16986,-6.2
SOD1,CHEMBL17031,-6.2
SOD1,CHEMBL17108,-6.2
SOD1,CHEMBL1712359,-6.3
SOD1,CHEMBL17131,-6.3
SOD1,CHEMBL17198,-6.5
SOD1,CHEMBL17200,-6.4
SOD1,CHEMBL17203,-6.4
SOD1,CHEMBL17227,-6.4
SOD1,CHEMBL17232,-6.2
SOD1,CHEMBL17248,-6.6
SOD1,CHEMBL17251,-6.8
SOD1,CHEMBL17275,-6.3
SOD1,CHEMBL17327,-6.3
SOD1,CHEMBL17358,-6.2
SOD1,CHEMBL17363,-6.5
SOD1,CHEMBL17414,-6.4
SOD1,CHEMBL17417,-6.4
SOD1,CHEMBL17427,-6.6
SOD1,CHEMBL17435,-6.4
SOD1,CHEMBL17454,-6.2
SOD1,CHEMBL174668,-6.3
SOD1,CHEMBL17479,-6.4
SOD1,CHEMBL17481,-6.4
SOD1,CHEMBL17496,-6.5
SOD1,CHEMBL1751,-6.2
SOD1,CHEMBL17573,-6.4
SOD1,CHEMBL17576,-6.4
