ligand,rol,affinity
DEC_CHEMBL4650215,decoy,-28.682
DEC_CHEMBL1708773,decoy,-25.593
DEC_CHEMBL1491,decoy,-13.375
DEC_CHEMBL23,decoy,-9.071
DEC_CHEMBL765,decoy,-7.955
DEC_CHEMBL22221,decoy,-6.701
DEC_CHEMBL1366684,decoy,-6.567
DEC_CHEMBL1590863,decoy,-6.512
DEC_CHEMBL1436514,decoy,-6.463
DEC_CHEMBL361812,decoy,-6.299
DEC_CHEMBL607364,decoy,-6.221
DEC_CHEMBL1092602,decoy,-6.179
DEC_CHEMBL4434697,decoy,-6.117
DEC_CHEMBL429910,decoy,-5.916
DEC_CHEMBL1148,decoy,-5.912
DEC_CHEMBL1201348,decoy,-5.886
DEC_CHEMBL22822,decoy,-5.879
DEC_CHEMBL1445418,decoy,-5.877
DEC_CHEMBL615,decoy,-5.837
DEC_CHEMBL4435302,decoy,-5.826
DEC_CHEMBL3716057,decoy,-5.791
DEC_CHEMBL1433501,decoy,-5.723
DEC_CHEMBL1502206,decoy,-5.639
DEC_CHEMBL1480241,decoy,-5.51
DEC_CHEMBL1480203,decoy,-5.443
DEC_CHEMBL8603,decoy,-5.346
DEC_CHEMBL2165606,decoy,-5.227
DEC_CHEMBL515606,decoy,-5.208
DEC_CHEMBL1540525,decoy,-5.185
ACT_rTRD01,activo,-5.179
DEC_CHEMBL2165610,decoy,-5.129
DEC_CHEMBL1493271,decoy,-5.114
DEC_CHEMBL1443,decoy,-5.102
DEC_CHEMBL17139,decoy,-5.075
DEC_CHEMBL1013,decoy,-5.064
DEC_CHEMBL1168,decoy,-5.057
DEC_CHEMBL1327190,decoy,-5.03
DEC_CHEMBL2165605,decoy,-5.025
DEC_CHEMBL1102,decoy,-4.98
DEC_Rosiglitazone,decoy,-4.946
DEC_CHEMBL1896436,decoy,-4.893
DEC_CHEMBL1343730,decoy,-4.878
DEC_CHEMBL1896432,decoy,-4.776
DEC_CHEMBL1429030,decoy,-4.775
DEC_CHEMBL1383471,decoy,-4.773
DEC_CHEMBL1304194,decoy,-4.767
DEC_CHEMBL1349802,decoy,-4.733
DEC_CHEMBL1315195,decoy,-4.713
DEC_CHEMBL1731619,decoy,-4.704
DEC_CHEMBL16243,decoy,-4.697
DEC_CHEMBL1601845,decoy,-4.663
DEC_CHEMBL1470785,decoy,-4.66
DEC_CHEMBL1900571,decoy,-4.606
DEC_CHEMBL1429889,decoy,-4.603
DEC_CHEMBL22522,decoy,-4.596
DEC_CHEMBL218291,decoy,-4.585
DEC_CHEMBL652,decoy,-4.584
DEC_CHEMBL1738,decoy,-4.561
DEC_CHEMBL3547132,decoy,-4.552
DEC_CHEMBL1037,decoy,-4.536
DEC_CHEMBL1586259,decoy,-4.526
DEC_CHEMBL3199468,decoy,-4.517
DEC_CHEMBL1877893,decoy,-4.5
DEC_CHEMBL3400972,decoy,-4.496
DEC_CHEMBL4435968,decoy,-4.482
