ligand,rol,affinity
DEC_CHEMBL1597290,decoy,-4.472
DEC_CHEMBL4435195,decoy,-4.47
DEC_CHEMBL8585,decoy,-4.461
DEC_CHEMBL1092384,decoy,-4.453
DEC_CHEMBL638,decoy,-4.445
DEC_CHEMBL26,decoy,-4.436
DEC_CHEMBL2165607,decoy,-4.434
DEC_CHEMBL1731792,decoy,-4.418
DEC_CHEMBL459,decoy,-4.409
DEC_CHEMBL1519972,decoy,-4.408
DEC_Melatonin,decoy,-4.408
DEC_CHEMBL4553132,decoy,-4.404
DEC_CHEMBL1095,decoy,-4.395
DEC_CHEMBL1898515,decoy,-4.37
DEC_CHEMBL1413880,decoy,-4.369
DEC_CHEMBL1752,decoy,-4.356
DEC_CHEMBL29,decoy,-4.355
DEC_CHEMBL1091583,decoy,-4.351
DEC_CHEMBL1728239,decoy,-4.337
DEC_CHEMBL3989871,decoy,-4.331
DEC_CHEMBL1079604,decoy,-4.329
DEC_CHEMBL94394,decoy,-4.308
DEC_CHEMBL54976,decoy,-4.299
DEC_CHEMBL1344822,decoy,-4.298
DEC_CHEMBL1545959,decoy,-4.292
DEC_CHEMBL434394,decoy,-4.276
DEC_CHEMBL126,decoy,-4.273
DEC_CHEMBL1321,decoy,-4.259
DEC_CHEMBL1078178,decoy,-4.258
DEC_CHEMBL1201356,decoy,-4.257
ACT_nTRD22,activo,-4.249
DEC_CHEMBL170988,decoy,-4.247
DEC_CHEMBL1602573,decoy,-4.234
ACT_5FUrd,activo,-4.224
DEC_CHEMBL1473577,decoy,-4.224
DEC_CHEMBL856,decoy,-4.218
DEC_CHEMBL3194693,decoy,-4.211
DEC_CHEMBL1412521,decoy,-4.206
DEC_CHEMBL1697856,decoy,-4.205
DEC_CHEMBL1733947,decoy,-4.198
DEC_CHEMBL2134794,decoy,-4.198
DEC_CHEMBL750,decoy,-4.194
ACT_isoproterenol,activo,-4.166
DEC_CHEMBL561,decoy,-4.16
DEC_CHEMBL1879718,decoy,-4.159
DEC_CHEMBL18116,decoy,-4.138
DEC_CHEMBL2136341,decoy,-4.132
DEC_CHEMBL1512999,decoy,-4.111
DEC_CHEMBL1401914,decoy,-4.101
DEC_CHEMBL861,decoy,-4.098
DEC_CHEMBL1584431,decoy,-4.078
DEC_CHEMBL607400,decoy,-4.054
DEC_Baclofen,decoy,-4.037
DEC_CHEMBL1453506,decoy,-3.991
DEC_CHEMBL1378243,decoy,-3.965
DEC_CHEMBL454,decoy,-3.959
DEC_CHEMBL1278,decoy,-3.948
DEC_CHEMBL2111097,decoy,-3.936
DEC_Pramipexole,decoy,-3.909
DEC_CHEMBL1355280,decoy,-3.903
DEC_CHEMBL1470866,decoy,-3.888
DEC_CHEMBL193,decoy,-3.859
DEC_CHEMBL1391481,decoy,-3.85
DEC_CHEMBL1505,decoy,-3.829
DEC_CHEMBL301265,decoy,-3.81
DEC_CHEMBL278020,decoy,-3.808
DEC_CHEMBL1874750,decoy,-3.801
DEC_CHEMBL1728296,decoy,-3.773
DEC_CHEMBL979,decoy,-3.771
DEC_CHEMBL7863,decoy,-3.762
DEC_CHEMBL2105420,decoy,-3.755
DEC_CHEMBL2360605,decoy,-3.75
DEC_CHEMBL3189534,decoy,-3.74
DEC_CHEMBL701,decoy,-3.705
DEC_CHEMBL1879543,decoy,-3.681
DEC_CHEMBL550,decoy,-3.679
DEC_CHEMBL1065,decoy,-3.658
DEC_CHEMBL524,decoy,-3.624
DEC_CHEMBL1412569,decoy,-3.566
DEC_CHEMBL1449676,decoy,-3.438
DEC_CHEMBL449,decoy,-3.375
DEC_CHEMBL4435512,decoy,-3.353
DEC_CHEMBL684,decoy,-3.295
DEC_CHEMBL1199307,decoy,-3.263
DEC_CHEMBL1560,decoy,-3.249
DEC_CAPTOPRIL,decoy,-3.242
DEC_CHEMBL1515611,decoy,-3.241
DEC_CHEMBL513,decoy,-3.024
DEC_CHEMBL2103877,decoy,-3.002
DEC_CHEMBL1710828,decoy,-2.884
DEC_CHEMBL1592725,decoy,-2.873
DEC_CHEMBL1875929,decoy,-2.644
DEC_CHEMBL20430,decoy,-2.615
ACT_bis-ANS,activo,-2.576
DEC_CHEMBL27463,decoy,-2.368
DEC_CHEMBL28282,decoy,-2.099
DEC_CHEMBL27208,decoy,-1.953
DEC_CHEMBL24194,decoy,-1.491
DEC_CHEMBL1213497,decoy,-1.233
DEC_CHEMBL1428,decoy,-0.015
DEC_CHEMBL3309847,decoy,0.512
DEC_Amlodipine,decoy,1.313
DEC_CHEMBL345524,decoy,1.75
DEC_CHEMBL206253,decoy,2.214
DEC_CHEMBL23998,decoy,2.69
DEC_CHEMBL24566,decoy,3.466
DEC_CHEMBL3309682,decoy,3.528
DEC_CHEMBL26908,decoy,4.256
DEC_CHEMBL3948730,decoy,4.461
DEC_CHEMBL3310733,decoy,7.117
DEC_CHEMBL3309844,decoy,8.453
DEC_ETOPOSIDE_PHOSPHATE,decoy,9.217
DEC_CHEMBL25368,decoy,11.348
DEC_CHEMBL4543302,decoy,11.974
DEC_CHEMBL25065,decoy,16.775
DEC_CHEMBL1201352,decoy,17.685
DEC_CHEMBL3310732,decoy,18.369
DEC_CHEMBL23869,decoy,20.686
DEC_CHEMBL499915,decoy,23.369
DEC_CHEMBL503289,decoy,23.996
DEC_CHEMBL3309845,decoy,35.141
DEC_CHEMBL3309843,decoy,39.398
DEC_CHEMBL24524,decoy,43.312
DEC_CHEMBL3309846,decoy,49.055
DEC_CHEMBL1229322,decoy,58.648
DEC_CHEMBL4559959,decoy,63.339
DEC_CHEMBL1213498,decoy,73.215
DEC_CHEMBL1200937,decoy,73.249
DEC_CHEMBL503828,decoy,74.397
DEC_CHEMBL4434740,decoy,75.422
DEC_CHEMBL1229317,decoy,85.474
DEC_CHEMBL4435839,decoy,88.167
DEC_CHEMBL21267,decoy,377.138
