target,ligand,afinidad
FUS,CHEMBL1863325,-5.2
FUS,CHEMBL1863356,-5.2
FUS,CHEMBL1863360,-5.2
FUS,CHEMBL1863367,-5.2
FUS,CHEMBL1863369,-5.2
FUS,CHEMBL1863389,-5.2
FUS,CHEMBL1863407,-5.2
FUS,CHEMBL1863448,-5.2
FUS,CHEMBL1863470,-5.2
FUS,CHEMBL1863495,-5.2
FUS,CHEMBL1863598,-5.2
FUS,CHEMBL1863635,-5.2
FUS,CHEMBL1863642,-5.2
FUS,CHEMBL1863651,-5.2
FUS,CHEMBL1863652,-5.2
FUS,CHEMBL1863699,-5.2
FUS,CHEMBL1863710,-5.2
FUS,CHEMBL1863720,-5.2
FUS,CHEMBL1863753,-5.2
FUS,CHEMBL1863818,-5.2
FUS,CHEMBL1863822,-5.2
FUS,CHEMBL1863826,-5.2
FUS,CHEMBL1863854,-5.2
FUS,CHEMBL1863855,-5.2
FUS,CHEMBL1863857,-5.2
FUS,CHEMBL1863863,-5.2
FUS,CHEMBL1863869,-5.2
FUS,CHEMBL1863875,-5.2
FUS,CHEMBL1863902,-5.2
FUS,CHEMBL1863914,-5.2
FUS,CHEMBL1863916,-5.2
FUS,CHEMBL1863923,-5.2
FUS,CHEMBL1863924,-5.2
FUS,CHEMBL1863966,-5.2
FUS,CHEMBL1863985,-5.2
FUS,CHEMBL1863994,-5.2
FUS,CHEMBL1863995,-5.2
FUS,CHEMBL1864006,-5.2
FUS,CHEMBL1864007,-5.2
FUS,CHEMBL1864021,-5.2
FUS,CHEMBL1864033,-5.2
FUS,CHEMBL1864051,-5.2
FUS,CHEMBL1864056,-5.2
FUS,CHEMBL1864072,-5.2
FUS,CHEMBL1864074,-5.2
FUS,CHEMBL1864078,-5.2
FUS,CHEMBL1864121,-5.2
FUS,CHEMBL1864137,-5.2
FUS,CHEMBL1864150,-5.2
FUS,CHEMBL1864154,-5.2
FUS,CHEMBL1864177,-5.2
FUS,CHEMBL1864179,-5.2
FUS,CHEMBL1864192,-5.2
FUS,CHEMBL1864200,-5.2
FUS,CHEMBL1864204,-5.2
FUS,CHEMBL1864217,-5.2
FUS,CHEMBL1864264,-5.2
FUS,CHEMBL1864291,-5.2
FUS,CHEMBL1864312,-5.2
FUS,CHEMBL1864349,-5.2
FUS,CHEMBL1864359,-5.2
FUS,CHEMBL1864382,-5.2
FUS,CHEMBL1864451,-5.2
FUS,CHEMBL1864473,-5.2
FUS,CHEMBL1864500,-5.2
FUS,CHEMBL1864501,-5.2
FUS,CHEMBL1864525,-5.2
FUS,CHEMBL1864529,-5.2
FUS,CHEMBL1864558,-5.2
FUS,CHEMBL1864564,-5.2
FUS,CHEMBL1864565,-5.2
FUS,CHEMBL1864596,-5.2
FUS,CHEMBL1864609,-5.2
FUS,CHEMBL1864634,-5.2
FUS,CHEMBL1864638,-5.2
FUS,CHEMBL1864661,-5.2
FUS,CHEMBL1864662,-5.2
FUS,CHEMBL1864683,-5.2
FUS,CHEMBL1864700,-5.2
FUS,CHEMBL1864733,-5.2
FUS,CHEMBL1864745,-5.2
FUS,CHEMBL1864747,-5.2
FUS,CHEMBL1864753,-5.2
FUS,CHEMBL1864760,-5.2
FUS,CHEMBL1864761,-5.2
FUS,CHEMBL1864763,-5.2
FUS,CHEMBL1864816,-5.2
FUS,CHEMBL1864845,-5.2
FUS,CHEMBL1864853,-5.2
FUS,CHEMBL1864855,-5.2
FUS,CHEMBL1864862,-5.2
FUS,CHEMBL1864874,-5.2
FUS,CHEMBL1864875,-5.2
FUS,CHEMBL1864909,-5.2
FUS,CHEMBL1864916,-5.2
FUS,CHEMBL1864949,-5.2
FUS,CHEMBL1864967,-5.2
FUS,CHEMBL1864981,-5.2
FUS,CHEMBL1865012,-5.2
FUS,CHEMBL1865024,-5.2
FUS,CHEMBL1865040,-5.2
FUS,CHEMBL1865064,-5.2
FUS,CHEMBL1865083,-5.2
FUS,CHEMBL1865088,-5.2
FUS,CHEMBL1865107,-5.2
FUS,CHEMBL1865110,-5.2
FUS,CHEMBL1865123,-5.2
FUS,CHEMBL1865161,-5.2
FUS,CHEMBL1865171,-5.2
FUS,CHEMBL1865174,-5.2
FUS,CHEMBL1865192,-5.2
FUS,CHEMBL1865226,-5.2
FUS,CHEMBL1865243,-5.2
FUS,CHEMBL1865251,-5.2
FUS,CHEMBL1865253,-5.2
FUS,CHEMBL1865267,-5.2
FUS,CHEMBL18652,-5.2
FUS,CHEMBL1865316,-5.2
FUS,CHEMBL1865319,-5.2
FUS,CHEMBL1865336,-5.2
FUS,CHEMBL1865355,-5.2
FUS,CHEMBL1865384,-5.2
FUS,CHEMBL1865385,-5.2
FUS,CHEMBL1865392,-5.2
FUS,CHEMBL1865406,-5.2
FUS,CHEMBL1865481,-5.2
FUS,CHEMBL1865521,-5.2
FUS,CHEMBL1865546,-5.2
FUS,CHEMBL1865572,-5.2
FUS,CHEMBL1865600,-5.2
FUS,CHEMBL1865614,-5.2
FUS,CHEMBL1865642,-5.2
FUS,CHEMBL1865651,-5.2
FUS,CHEMBL1865697,-5.2
FUS,CHEMBL1865734,-5.2
FUS,CHEMBL1865738,-5.2
FUS,CHEMBL1865770,-5.2
FUS,CHEMBL1865783,-5.2
FUS,CHEMBL1865787,-5.2
FUS,CHEMBL1865814,-5.2
FUS,CHEMBL1865824,-5.2
FUS,CHEMBL1865832,-5.2
FUS,CHEMBL1865873,-5.2
FUS,CHEMBL1865883,-5.2
FUS,CHEMBL1865923,-5.2
FUS,CHEMBL1865952,-5.2
FUS,CHEMBL1866012,-5.2
FUS,CHEMBL1866074,-5.2
FUS,CHEMBL1866079,-5.2
FUS,CHEMBL1866098,-5.2
FUS,CHEMBL1866106,-5.2
FUS,CHEMBL1866129,-5.2
FUS,CHEMBL1866130,-5.2
FUS,CHEMBL1866134,-5.2
FUS,CHEMBL1866275,-5.2
FUS,CHEMBL1866323,-5.2
FUS,CHEMBL1867449,-5.2
FUS,CHEMBL18675,-5.2
FUS,CHEMBL18688,-5.2
FUS,CHEMBL18704,-5.2
FUS,CHEMBL18714,-5.2
FUS,CHEMBL18723,-5.2
FUS,CHEMBL18758,-5.2
FUS,CHEMBL1875909,-5.2
FUS,CHEMBL1877891,-5.2
FUS,CHEMBL1879539,-5.2
FUS,CHEMBL1879692,-5.2
FUS,CHEMBL18797,-5.2
FUS,CHEMBL18818,-5.2
FUS,CHEMBL18823,-5.2
FUS,CHEMBL18825,-5.2
FUS,CHEMBL18865,-5.2
FUS,CHEMBL18887,-5.2
FUS,CHEMBL18924,-5.2
FUS,CHEMBL18931,-5.2
FUS,CHEMBL18943,-5.2
FUS,CHEMBL1900426,-5.2
FUS,CHEMBL19004,-5.2
FUS,CHEMBL19008,-5.2
FUS,CHEMBL19022,-5.2
FUS,CHEMBL19027,-5.2
FUS,CHEMBL19039,-5.2
FUS,CHEMBL19063,-5.2
FUS,CHEMBL19072,-5.2
FUS,CHEMBL1910777,-5.2
FUS,CHEMBL19112,-5.2
FUS,CHEMBL19115,-5.2
FUS,CHEMBL19146,-5.2
FUS,CHEMBL19157,-5.2
FUS,CHEMBL19167,-5.2
FUS,CHEMBL19181,-5.2
FUS,CHEMBL19202,-5.2
FUS,CHEMBL19231,-5.2
FUS,CHEMBL19257,-5.2
FUS,CHEMBL19308,-5.2
FUS,CHEMBL19322,-5.2
FUS,CHEMBL19374,-5.2
FUS,CHEMBL19402,-5.2
FUS,CHEMBL19420,-5.2
FUS,CHEMBL19421,-5.2
FUS,CHEMBL19427,-5.2
FUS,CHEMBL19470,-5.2
FUS,CHEMBL19476,-5.2
FUS,CHEMBL19490,-5.2
FUS,CHEMBL19492,-5.2
FUS,CHEMBL19497,-5.2
FUS,CHEMBL19516,-5.2
FUS,CHEMBL19556,-5.2
FUS,CHEMBL19558,-5.2
FUS,CHEMBL19574,-5.2
FUS,CHEMBL19642,-5.2
FUS,CHEMBL19694,-5.2
FUS,CHEMBL19704,-5.2
FUS,CHEMBL19744,-5.2
FUS,CHEMBL19760,-5.2
FUS,CHEMBL19770,-5.2
FUS,CHEMBL19829,-5.2
FUS,CHEMBL19839,-5.2
FUS,CHEMBL19843,-5.2
FUS,CHEMBL19865,-5.2
FUS,CHEMBL19885,-5.2
FUS,CHEMBL19951,-5.2
FUS,CHEMBL20006,-5.2
FUS,CHEMBL20016,-5.2
FUS,CHEMBL20059,-5.2
FUS,CHEMBL20060,-5.2
FUS,CHEMBL20119,-5.2
FUS,CHEMBL20156,-5.2
FUS,CHEMBL20170,-5.2
FUS,CHEMBL20228,-5.2
FUS,CHEMBL20247,-5.2
FUS,CHEMBL20291,-5.2
FUS,CHEMBL20346,-5.2
FUS,CHEMBL20352,-5.2
FUS,CHEMBL20378,-5.2
FUS,CHEMBL20432,-5.2
FUS,CHEMBL20450,-5.2
FUS,CHEMBL20479,-5.2
FUS,CHEMBL20487,-5.2
FUS,CHEMBL20491,-5.2
FUS,CHEMBL20546,-5.2
FUS,CHEMBL20597,-5.2
FUS,CHEMBL20631,-5.2
FUS,CHEMBL20638,-5.2
FUS,CHEMBL20654,-5.2
FUS,CHEMBL20695,-5.2
FUS,CHEMBL20782,-5.2
FUS,CHEMBL20806,-5.2
FUS,CHEMBL20813,-5.2
FUS,CHEMBL20827,-5.2
FUS,CHEMBL20874,-5.2
FUS,CHEMBL20914,-5.2
FUS,CHEMBL20935,-5.2
FUS,CHEMBL20960,-5.2
FUS,CHEMBL20975,-5.2
FUS,CHEMBL21037,-5.2
FUS,CHEMBL21046,-5.2
FUS,CHEMBL21049,-5.2
FUS,CHEMBL21066,-5.2
FUS,CHEMBL21099,-5.2
FUS,CHEMBL21104,-5.2
FUS,CHEMBL21105,-5.2
FUS,CHEMBL21143,-5.2
FUS,CHEMBL21167,-5.2
FUS,CHEMBL21169,-5.2
FUS,CHEMBL21193,-5.2
FUS,CHEMBL21213,-5.2
FUS,CHEMBL21215,-5.2
FUS,CHEMBL21245,-5.2
FUS,CHEMBL21255,-5.2
FUS,CHEMBL21280,-5.2
FUS,CHEMBL21285,-5.2
FUS,CHEMBL21303,-5.2
FUS,CHEMBL21307,-5.2
FUS,CHEMBL21311,-5.2
FUS,CHEMBL21327,-5.2
FUS,CHEMBL21336,-5.2
FUS,CHEMBL21378,-5.2
FUS,CHEMBL21382,-5.2
FUS,CHEMBL21390,-5.2
FUS,CHEMBL21405,-5.2
FUS,CHEMBL21420,-5.2
FUS,CHEMBL2143380,-5.2
FUS,CHEMBL21436,-5.2
FUS,CHEMBL21445,-5.2
FUS,CHEMBL21449,-5.2
FUS,CHEMBL21459,-5.2
FUS,CHEMBL21461,-5.2
FUS,CHEMBL21478,-5.2
FUS,CHEMBL21492,-5.2
FUS,CHEMBL21537,-5.2
FUS,CHEMBL21551,-5.2
FUS,CHEMBL21559,-5.2
FUS,CHEMBL21573,-5.2
FUS,CHEMBL21575,-5.2
FUS,CHEMBL21591,-5.2
FUS,CHEMBL21607,-5.2
FUS,CHEMBL21621,-5.2
FUS,CHEMBL21635,-5.2
FUS,CHEMBL21639,-5.2
FUS,CHEMBL21650,-5.2
FUS,CHEMBL21669,-5.2
FUS,CHEMBL21715,-5.2
FUS,CHEMBL21722,-5.2
FUS,CHEMBL21810,-5.2
FUS,CHEMBL21818,-5.2
FUS,CHEMBL21855,-5.2
FUS,CHEMBL21888,-5.2
FUS,CHEMBL21937,-5.2
FUS,CHEMBL21942,-5.2
FUS,CHEMBL21987,-5.2
FUS,CHEMBL22013,-5.2
FUS,CHEMBL22019,-5.2
FUS,CHEMBL22034,-5.2
FUS,CHEMBL22092,-5.2
FUS,CHEMBL22097,-5.2
FUS,CHEMBL22139,-5.2
FUS,CHEMBL22159,-5.2
FUS,CHEMBL22166,-5.2
FUS,CHEMBL22196,-5.2
FUS,CHEMBL22201,-5.2
FUS,CHEMBL22213,-5.2
FUS,CHEMBL22238,-5.2
FUS,CHEMBL22267,-5.2
FUS,CHEMBL22274,-5.2
FUS,CHEMBL22303,-5.2
FUS,CHEMBL22345,-5.2
FUS,CHEMBL22350,-5.2
FUS,CHEMBL22356,-5.2
FUS,CHEMBL22360,-5.2
FUS,CHEMBL22375,-5.2
FUS,CHEMBL22413,-5.2
FUS,CHEMBL22446,-5.2
FUS,CHEMBL22476,-5.2
FUS,CHEMBL22514,-5.2
FUS,CHEMBL22516,-5.2
FUS,CHEMBL22518,-5.2
FUS,CHEMBL22538,-5.2
FUS,CHEMBL22556,-5.2
FUS,CHEMBL22586,-5.2
FUS,CHEMBL22677,-5.2
FUS,CHEMBL22685,-5.2
FUS,CHEMBL22755,-5.2
FUS,CHEMBL22812,-5.2
FUS,CHEMBL22815,-5.2
FUS,CHEMBL22819,-5.2
FUS,CHEMBL22857,-5.2
FUS,CHEMBL22896,-5.2
FUS,CHEMBL22929,-5.2
FUS,CHEMBL22941,-5.2
FUS,CHEMBL22947,-5.2
FUS,CHEMBL22959,-5.2
FUS,CHEMBL23082,-5.2
FUS,CHEMBL23104,-5.2
FUS,CHEMBL2310848,-5.2
FUS,CHEMBL23130,-5.2
FUS,CHEMBL23175,-5.2
FUS,CHEMBL23229,-5.2
FUS,CHEMBL23244,-5.2
FUS,CHEMBL23265,-5.2
FUS,CHEMBL23300,-5.2
FUS,CHEMBL23316,-5.2
FUS,CHEMBL23324,-5.2
FUS,CHEMBL23352,-5.2
FUS,CHEMBL23368,-5.2
FUS,CHEMBL23378,-5.2
FUS,CHEMBL23383,-5.2
FUS,CHEMBL23390,-5.2
FUS,CHEMBL23406,-5.2
FUS,CHEMBL23420,-5.2
FUS,CHEMBL23481,-5.2
FUS,CHEMBL23485,-5.2
FUS,CHEMBL23540,-5.2
FUS,CHEMBL2355551,-5.2
FUS,CHEMBL23565,-5.2
FUS,CHEMBL2360863,-5.2
FUS,CHEMBL23608,-5.2
FUS,CHEMBL23632,-5.2
FUS,CHEMBL23637,-5.2
FUS,CHEMBL23679,-5.2
FUS,CHEMBL23692,-5.2
FUS,CHEMBL23755,-5.2
FUS,CHEMBL23760,-5.2
FUS,CHEMBL23782,-5.2
FUS,CHEMBL23831,-5.2
FUS,CHEMBL23847,-5.2
FUS,CHEMBL23850,-5.2
FUS,CHEMBL23883,-5.2
FUS,CHEMBL23896,-5.2
FUS,CHEMBL23905,-5.2
FUS,CHEMBL23911,-5.2
FUS,CHEMBL23958,-5.2
FUS,CHEMBL23990,-5.2
FUS,CHEMBL23992,-5.2
FUS,CHEMBL24030,-5.2
FUS,CHEMBL24068,-5.2
FUS,CHEMBL24174,-5.2
FUS,CHEMBL24194,-5.2
FUS,CHEMBL24230,-5.2
FUS,CHEMBL24257,-5.2
FUS,CHEMBL24298,-5.2
FUS,CHEMBL24350,-5.2
FUS,CHEMBL24356,-5.2
FUS,CHEMBL24360,-5.2
FUS,CHEMBL24373,-5.2
FUS,CHEMBL24385,-5.2
FUS,CHEMBL24430,-5.2
FUS,CHEMBL24454,-5.2
FUS,CHEMBL24490,-5.2
FUS,CHEMBL24499,-5.2
FUS,CHEMBL24545,-5.2
FUS,CHEMBL24602,-5.2
FUS,CHEMBL24624,-5.2
FUS,CHEMBL24691,-5.2
FUS,CHEMBL24734,-5.2
FUS,CHEMBL24748,-5.2
FUS,CHEMBL24776,-5.2
FUS,CHEMBL24783,-5.2
FUS,CHEMBL24785,-5.2
FUS,CHEMBL24805,-5.2
FUS,CHEMBL24845,-5.2
FUS,CHEMBL24854,-5.2
FUS,CHEMBL24914,-5.2
FUS,CHEMBL24939,-5.2
FUS,CHEMBL24947,-5.2
FUS,CHEMBL24958,-5.2
FUS,CHEMBL24967,-5.2
FUS,CHEMBL24969,-5.2
FUS,CHEMBL24979,-5.2
FUS,CHEMBL25026,-5.2
FUS,CHEMBL25039,-5.2
FUS,CHEMBL25099,-5.2
FUS,CHEMBL25100,-5.2
FUS,CHEMBL25124,-5.2
FUS,CHEMBL25181,-5.2
FUS,CHEMBL25188,-5.2
FUS,CHEMBL25189,-5.2
FUS,CHEMBL25207,-5.2
FUS,CHEMBL25237,-5.2
FUS,CHEMBL25245,-5.2
FUS,CHEMBL25261,-5.2
FUS,CHEMBL25268,-5.2
FUS,CHEMBL25273,-5.2
FUS,CHEMBL25295,-5.2
FUS,CHEMBL25305,-5.2
FUS,CHEMBL25329,-5.2
FUS,CHEMBL25426,-5.2
FUS,CHEMBL25444,-5.2
FUS,CHEMBL25452,-5.2
FUS,CHEMBL25462,-5.2
FUS,CHEMBL25578,-5.2
FUS,CHEMBL25582,-5.2
FUS,CHEMBL25588,-5.2
FUS,CHEMBL25591,-5.2
FUS,CHEMBL25652,-5.2
FUS,CHEMBL25694,-5.2
FUS,CHEMBL25695,-5.2
FUS,CHEMBL25730,-5.2
FUS,CHEMBL25733,-5.2
FUS,CHEMBL25748,-5.2
FUS,CHEMBL25772,-5.2
FUS,CHEMBL25806,-5.2
FUS,CHEMBL258525,-5.2
FUS,CHEMBL25909,-5.2
FUS,CHEMBL25912,-5.2
FUS,CHEMBL25926,-5.2
FUS,CHEMBL25958,-5.2
FUS,CHEMBL25966,-5.2
FUS,CHEMBL25971,-5.2
FUS,CHEMBL25978,-5.2
FUS,CHEMBL25979,-5.2
FUS,CHEMBL26007,-5.2
FUS,CHEMBL26008,-5.2
FUS,CHEMBL26031,-5.2
FUS,CHEMBL26037,-5.2
FUS,CHEMBL26042,-5.2
FUS,CHEMBL26068,-5.2
FUS,CHEMBL26088,-5.2
FUS,CHEMBL260909,-5.2
FUS,CHEMBL26105,-5.2
FUS,CHEMBL26158,-5.2
FUS,CHEMBL26187,-5.2
FUS,CHEMBL26206,-5.2
FUS,CHEMBL26236,-5.2
FUS,CHEMBL26239,-5.2
FUS,CHEMBL263058,-5.2
FUS,CHEMBL26332,-5.2
FUS,CHEMBL26357,-5.2
FUS,CHEMBL26441,-5.2
FUS,CHEMBL26512,-5.2
FUS,CHEMBL26530,-5.2
FUS,CHEMBL26585,-5.2
FUS,CHEMBL26586,-5.2
FUS,CHEMBL26649,-5.2
FUS,CHEMBL26681,-5.2
FUS,CHEMBL26727,-5.2
FUS,CHEMBL26742,-5.2
FUS,CHEMBL26756,-5.2
FUS,CHEMBL26760,-5.2
FUS,CHEMBL26763,-5.2
FUS,CHEMBL26772,-5.2
FUS,CHEMBL267740,-5.2
FUS,CHEMBL26784,-5.2
FUS,CHEMBL26809,-5.2
FUS,CHEMBL26862,-5.2
FUS,CHEMBL26867,-5.2
FUS,CHEMBL26888,-5.2
FUS,CHEMBL26924,-5.2
FUS,CHEMBL26941,-5.2
FUS,CHEMBL26975,-5.2
FUS,CHEMBL27017,-5.2
FUS,CHEMBL27027,-5.2
FUS,CHEMBL27030,-5.2
FUS,CHEMBL27041,-5.2
FUS,CHEMBL27043,-5.2
FUS,CHEMBL27108,-5.2
FUS,CHEMBL27167,-5.2
FUS,CHEMBL27175,-5.2
FUS,CHEMBL27207,-5.2
FUS,CHEMBL27222,-5.2
FUS,CHEMBL27223,-5.2
FUS,CHEMBL27254,-5.2
FUS,CHEMBL27267,-5.2
FUS,CHEMBL27338,-5.2
FUS,CHEMBL27353,-5.2
FUS,CHEMBL27354,-5.2
FUS,CHEMBL27361,-5.2
FUS,CHEMBL27363,-5.2
FUS,CHEMBL27370,-5.2
FUS,CHEMBL27381,-5.2
FUS,CHEMBL27395,-5.2
FUS,CHEMBL27398,-5.2
FUS,CHEMBL27413,-5.2
FUS,CHEMBL27518,-5.2
FUS,CHEMBL27524,-5.2
FUS,CHEMBL27542,-5.2
FUS,CHEMBL27595,-5.2
FUS,CHEMBL27597,-5.2
FUS,CHEMBL27608,-5.2
FUS,CHEMBL27631,-5.2
FUS,CHEMBL27643,-5.2
FUS,CHEMBL27659,-5.2
FUS,CHEMBL27696,-5.2
FUS,CHEMBL27697,-5.2
FUS,CHEMBL27715,-5.2
FUS,CHEMBL27724,-5.2
FUS,CHEMBL27728,-5.2
FUS,CHEMBL27742,-5.2
FUS,CHEMBL27765,-5.2
FUS,CHEMBL27772,-5.2
FUS,CHEMBL27779,-5.2
FUS,CHEMBL27806,-5.2
FUS,CHEMBL27823,-5.2
FUS,CHEMBL27829,-5.2
FUS,CHEMBL27830,-5.2
FUS,CHEMBL27836,-5.2
FUS,CHEMBL27852,-5.2
FUS,CHEMBL27863,-5.2
FUS,CHEMBL27924,-5.2
FUS,CHEMBL27957,-5.2
FUS,CHEMBL27998,-5.2
FUS,CHEMBL28029,-5.2
FUS,CHEMBL28032,-5.2
FUS,CHEMBL28039,-5.2
FUS,CHEMBL28110,-5.2
FUS,CHEMBL28136,-5.2
FUS,CHEMBL28186,-5.2
FUS,CHEMBL28188,-5.2
FUS,CHEMBL28191,-5.2
FUS,CHEMBL28195,-5.2
FUS,CHEMBL28208,-5.2
FUS,CHEMBL28221,-5.2
FUS,CHEMBL28240,-5.2
FUS,CHEMBL28241,-5.2
FUS,CHEMBL28255,-5.2
FUS,CHEMBL28258,-5.2
FUS,CHEMBL28321,-5.2
FUS,CHEMBL28361,-5.2
FUS,CHEMBL28456,-5.2
FUS,CHEMBL28487,-5.2
FUS,CHEMBL28538,-5.2
FUS,CHEMBL28556,-5.2
FUS,CHEMBL28610,-5.2
FUS,CHEMBL28689,-5.2
FUS,CHEMBL28692,-5.2
FUS,CHEMBL28730,-5.2
FUS,CHEMBL28745,-5.2
FUS,CHEMBL28761,-5.2
FUS,CHEMBL28803,-5.2
FUS,CHEMBL28807,-5.2
FUS,CHEMBL28812,-5.2
FUS,CHEMBL28904,-5.2
FUS,CHEMBL28952,-5.2
FUS,CHEMBL28956,-5.2
FUS,CHEMBL29000,-5.2
FUS,CHEMBL29010,-5.2
FUS,CHEMBL29011,-5.2
FUS,CHEMBL29016,-5.2
FUS,CHEMBL29029,-5.2
FUS,CHEMBL29066,-5.2
FUS,CHEMBL29068,-5.2
FUS,CHEMBL29087,-5.2
FUS,CHEMBL29106,-5.2
FUS,CHEMBL29114,-5.2
FUS,CHEMBL29151,-5.2
FUS,CHEMBL29170,-5.2
FUS,CHEMBL29177,-5.2
FUS,CHEMBL29219,-5.2
FUS,CHEMBL29271,-5.2
FUS,CHEMBL29292,-5.2
FUS,CHEMBL29315,-5.2
FUS,CHEMBL29437,-5.2
FUS,CHEMBL29444,-5.2
FUS,CHEMBL29449,-5.2
FUS,CHEMBL29455,-5.2
FUS,CHEMBL29477,-5.2
FUS,CHEMBL29492,-5.2
FUS,CHEMBL29495,-5.2
FUS,CHEMBL29597,-5.2
FUS,CHEMBL29628,-5.2
FUS,CHEMBL29634,-5.2
FUS,CHEMBL29662,-5.2
FUS,CHEMBL29672,-5.2
FUS,CHEMBL29683,-5.2
FUS,CHEMBL29697,-5.2
FUS,CHEMBL29783,-5.2
FUS,CHEMBL29789,-5.2
FUS,CHEMBL29831,-5.2
FUS,CHEMBL29909,-5.2
FUS,CHEMBL29954,-5.2
FUS,CHEMBL29957,-5.2
FUS,CHEMBL30007,-5.2
FUS,CHEMBL30035,-5.2
FUS,CHEMBL30041,-5.2
FUS,CHEMBL30104,-5.2
FUS,CHEMBL30111,-5.2
FUS,CHEMBL30125,-5.2
FUS,CHEMBL30161,-5.2
FUS,CHEMBL30185,-5.2
FUS,CHEMBL30205,-5.2
FUS,CHEMBL30235,-5.2
FUS,CHEMBL30288,-5.2
FUS,CHEMBL30302,-5.2
FUS,CHEMBL30325,-5.2
FUS,CHEMBL30357,-5.2
FUS,CHEMBL30359,-5.2
FUS,CHEMBL30368,-5.2
FUS,CHEMBL30369,-5.2
FUS,CHEMBL30380,-5.2
FUS,CHEMBL30455,-5.2
FUS,CHEMBL30459,-5.2
FUS,CHEMBL30479,-5.2
FUS,CHEMBL305803,-5.2
FUS,CHEMBL30639,-5.2
FUS,CHEMBL30661,-5.2
FUS,CHEMBL30692,-5.2
FUS,CHEMBL30719,-5.2
FUS,CHEMBL30721,-5.2
FUS,CHEMBL30774,-5.2
FUS,CHEMBL30794,-5.2
FUS,CHEMBL30817,-5.2
FUS,CHEMBL308468,-5.2
FUS,CHEMBL3085457,-5.2
FUS,CHEMBL30908,-5.2
FUS,CHEMBL30923,-5.2
FUS,CHEMBL30962,-5.2
FUS,CHEMBL30964,-5.2
FUS,CHEMBL31027,-5.2
FUS,CHEMBL31060,-5.2
FUS,CHEMBL31105,-5.2
FUS,CHEMBL31112,-5.2
FUS,CHEMBL31116,-5.2
FUS,CHEMBL31134,-5.2
FUS,CHEMBL31139,-5.2
FUS,CHEMBL31145,-5.2
FUS,CHEMBL31193,-5.2
FUS,CHEMBL31207,-5.2
FUS,CHEMBL31227,-5.2
FUS,CHEMBL31231,-5.2
FUS,CHEMBL31239,-5.2
FUS,CHEMBL31252,-5.2
FUS,CHEMBL31266,-5.2
FUS,CHEMBL31290,-5.2
FUS,CHEMBL31292,-5.2
FUS,CHEMBL31324,-5.2
FUS,CHEMBL31326,-5.2
FUS,CHEMBL31337,-5.2
FUS,CHEMBL31362,-5.2
FUS,CHEMBL31372,-5.2
FUS,CHEMBL31375,-5.2
FUS,CHEMBL31379,-5.2
FUS,CHEMBL31404,-5.2
FUS,CHEMBL31440,-5.2
FUS,CHEMBL31474,-5.2
FUS,CHEMBL31521,-5.2
FUS,CHEMBL31575,-5.2
FUS,CHEMBL31581,-5.2
FUS,CHEMBL31661,-5.2
FUS,CHEMBL31696,-5.2
FUS,CHEMBL31701,-5.2
FUS,CHEMBL31716,-5.2
FUS,CHEMBL31729,-5.2
FUS,CHEMBL31778,-5.2
FUS,CHEMBL31803,-5.2
FUS,CHEMBL31810,-5.2
FUS,CHEMBL31814,-5.2
FUS,CHEMBL31854,-5.2
FUS,CHEMBL31898,-5.2
FUS,CHEMBL31921,-5.2
FUS,CHEMBL31931,-5.2
FUS,CHEMBL31944,-5.2
FUS,CHEMBL31945,-5.2
FUS,CHEMBL31973,-5.2
FUS,CHEMBL31974,-5.2
FUS,CHEMBL32009,-5.2
FUS,CHEMBL32033,-5.2
FUS,CHEMBL32058,-5.2
FUS,CHEMBL32059,-5.2
FUS,CHEMBL32060,-5.2
FUS,CHEMBL32066,-5.2
FUS,CHEMBL32106,-5.2
FUS,CHEMBL32107,-5.2
FUS,CHEMBL32118,-5.2
FUS,CHEMBL32149,-5.2
FUS,CHEMBL32151,-5.2
FUS,CHEMBL32153,-5.2
FUS,CHEMBL32170,-5.2
FUS,CHEMBL32176,-5.2
FUS,CHEMBL32209,-5.2
FUS,CHEMBL32228,-5.2
FUS,CHEMBL32265,-5.2
FUS,CHEMBL32279,-5.2
FUS,CHEMBL32283,-5.2
FUS,CHEMBL32313,-5.2
FUS,CHEMBL32332,-5.2
FUS,CHEMBL32333,-5.2
FUS,CHEMBL32379,-5.2
FUS,CHEMBL32387,-5.2
FUS,CHEMBL32411,-5.2
FUS,CHEMBL32437,-5.2
FUS,CHEMBL32479,-5.2
FUS,CHEMBL32517,-5.2
FUS,CHEMBL32537,-5.2
FUS,CHEMBL32609,-5.2
FUS,CHEMBL32633,-5.2
FUS,CHEMBL32670,-5.2
FUS,CHEMBL32681,-5.2
FUS,CHEMBL32695,-5.2
FUS,CHEMBL32716,-5.2
FUS,CHEMBL32726,-5.2
FUS,CHEMBL32733,-5.2
FUS,CHEMBL32735,-5.2
FUS,CHEMBL32746,-5.2
FUS,CHEMBL32792,-5.2
FUS,CHEMBL32826,-5.2
FUS,CHEMBL32830,-5.2
FUS,CHEMBL32894,-5.2
FUS,CHEMBL32906,-5.2
FUS,CHEMBL32914,-5.2
FUS,CHEMBL32963,-5.2
FUS,CHEMBL32965,-5.2
FUS,CHEMBL32988,-5.2
FUS,CHEMBL32993,-5.2
FUS,CHEMBL33008,-5.2
FUS,CHEMBL33057,-5.2
FUS,CHEMBL33079,-5.2
FUS,CHEMBL3309265,-5.2
