ligand,rol,affinity
DEC_CHEMBL4650215,decoy,-10.357
DEC_CHEMBL1708773,decoy,-9.449
DEC_CHEMBL515606,decoy,-9.076
DEC_CHEMBL23,decoy,-8.97
DEC_CHEMBL3309847,decoy,-8.622
DEC_CHEMBL3309682,decoy,-8.608
DEC_CHEMBL3309844,decoy,-8.573
DEC_CHEMBL765,decoy,-8.312
DEC_CHEMBL3309843,decoy,-8.18
DEC_CHEMBL3309845,decoy,-7.988
DEC_CHEMBL4559959,decoy,-7.837
DEC_CHEMBL3309846,decoy,-7.804
DEC_CHEMBL23998,decoy,-7.588
DEC_CHEMBL4434697,decoy,-7.586
DEC_CHEMBL24524,decoy,-7.576
DEC_CHEMBL3310732,decoy,-7.556
DEC_CHEMBL4543302,decoy,-7.524
DEC_CHEMBL4434740,decoy,-7.421
DEC_CHEMBL21267,decoy,-7.389
DEC_CHEMBL23869,decoy,-7.329
DEC_CHEMBL25368,decoy,-7.305
DEC_CHEMBL345524,decoy,-7.277
DEC_CHEMBL20430,decoy,-7.222
DEC_CHEMBL3310733,decoy,-7.208
DEC_CHEMBL27208,decoy,-7.138
DEC_CHEMBL503289,decoy,-7.072
DEC_CHEMBL24566,decoy,-7.006
DEC_CHEMBL4435839,decoy,-6.94
DEC_CHEMBL25065,decoy,-6.927
DEC_CHEMBL27463,decoy,-6.769
DEC_CHEMBL1731619,decoy,-6.655
DEC_CHEMBL4435512,decoy,-6.61
DEC_CHEMBL1078178,decoy,-6.603
DEC_CHEMBL499915,decoy,-6.571
ACT_bis-ANS,activo,-6.563
DEC_CHEMBL1229322,decoy,-6.544
DEC_CHEMBL3989871,decoy,-6.518
DEC_CHEMBL3948730,decoy,-6.468
DEC_CHEMBL4435968,decoy,-6.458
DEC_CHEMBL206253,decoy,-6.455
DEC_CHEMBL1900571,decoy,-6.345
DEC_CHEMBL1592725,decoy,-6.334
DEC_CHEMBL22221,decoy,-6.298
DEC_CHEMBL22822,decoy,-6.29
ACT_nTRD22,activo,-6.28
DEC_CHEMBL1229317,decoy,-6.266
DEC_CHEMBL1512999,decoy,-6.244
DEC_ETOPOSIDE_PHOSPHATE,decoy,-6.228
DEC_CHEMBL28282,decoy,-6.22
DEC_CHEMBL1502206,decoy,-6.212
DEC_CHEMBL1590863,decoy,-6.208
DEC_CHEMBL16243,decoy,-6.208
DEC_CHEMBL24194,decoy,-6.192
DEC_CHEMBL361812,decoy,-6.167
DEC_CHEMBL3194693,decoy,-6.16
DEC_CHEMBL607364,decoy,-6.139
DEC_CHEMBL1540525,decoy,-6.097
DEC_CHEMBL1493271,decoy,-6.088
DEC_CHEMBL1602573,decoy,-6.075
DEC_CHEMBL1383471,decoy,-6.054
DEC_CHEMBL1470866,decoy,-6.052
DEC_CHEMBL1445418,decoy,-6.048
DEC_CHEMBL22522,decoy,-6.037
DEC_CHEMBL1201352,decoy,-6.034
DEC_CHEMBL4553132,decoy,-6.025
DEC_CHEMBL1412521,decoy,-5.998
DEC_CHEMBL1213498,decoy,-5.997
DEC_CHEMBL1896436,decoy,-5.951
DEC_CHEMBL17139,decoy,-5.949
DEC_CHEMBL1366684,decoy,-5.948
DEC_CHEMBL1443,decoy,-5.946
DEC_CHEMBL4435302,decoy,-5.898
DEC_CHEMBL2360605,decoy,-5.869
DEC_CHEMBL1896432,decoy,-5.852
DEC_CHEMBL1213497,decoy,-5.847
DEC_CHEMBL3199468,decoy,-5.806
DEC_CHEMBL8585,decoy,-5.801
DEC_CHEMBL1201356,decoy,-5.792
DEC_CHEMBL1065,decoy,-5.782
DEC_CHEMBL1875929,decoy,-5.782
DEC_CHEMBL1429889,decoy,-5.756
DEC_CHEMBL1168,decoy,-5.755
DEC_CHEMBL1519972,decoy,-5.744
DEC_CHEMBL1710828,decoy,-5.71
DEC_CHEMBL26908,decoy,-5.704
DEC_CHEMBL1433501,decoy,-5.701
DEC_CHEMBL429910,decoy,-5.698
DEC_CHEMBL1480203,decoy,-5.676
DEC_CHEMBL1874750,decoy,-5.641
DEC_CHEMBL1315195,decoy,-5.585
DEC_CHEMBL652,decoy,-5.572
DEC_CHEMBL1013,decoy,-5.514
DEC_CHEMBL4435195,decoy,-5.491
DEC_CHEMBL1597290,decoy,-5.468
DEC_CHEMBL1343730,decoy,-5.451
DEC_CHEMBL8603,decoy,-5.411
ACT_rTRD01,activo,-5.41
DEC_CHEMBL1304194,decoy,-5.407
DEC_CHEMBL615,decoy,-5.405
DEC_CHEMBL1584431,decoy,-5.403
DEC_CHEMBL1429030,decoy,-5.393
DEC_Rosiglitazone,decoy,-5.381
DEC_CHEMBL1473577,decoy,-5.379
DEC_CHEMBL1344822,decoy,-5.377
DEC_CHEMBL1877893,decoy,-5.377
DEC_CHEMBL170988,decoy,-5.363
DEC_CHEMBL1728296,decoy,-5.357
DEC_CHEMBL2165607,decoy,-5.353
DEC_CHEMBL1436514,decoy,-5.343
DEC_CHEMBL1453506,decoy,-5.338
DEC_CHEMBL126,decoy,-5.327
DEC_CHEMBL1480241,decoy,-5.289
DEC_CHEMBL3189534,decoy,-5.281
DEC_CHEMBL1401914,decoy,-5.276
DEC_CHEMBL1278,decoy,-5.247
DEC_CHEMBL1148,decoy,-5.244
DEC_CHEMBL1586259,decoy,-5.217
DEC_CHEMBL1378243,decoy,-5.213
DEC_CHEMBL29,decoy,-5.19
DEC_CHEMBL2136341,decoy,-5.174
DEC_CHEMBL1391481,decoy,-5.173
DEC_CHEMBL861,decoy,-5.172
DEC_CHEMBL1412569,decoy,-5.168
DEC_CHEMBL1731792,decoy,-5.159
DEC_CHEMBL503828,decoy,-5.149
DEC_CHEMBL2165606,decoy,-5.135
DEC_CHEMBL1545959,decoy,-5.13
DEC_CHEMBL1505,decoy,-5.128
DEC_CHEMBL1601845,decoy,-5.123
DEC_CHEMBL1092602,decoy,-5.113
DEC_CHEMBL1898515,decoy,-5.111
DEC_CHEMBL2103877,decoy,-5.102
DEC_CHEMBL1092384,decoy,-5.049
DEC_CHEMBL2165610,decoy,-5.035
DEC_CHEMBL1199307,decoy,-4.979
DEC_CHEMBL459,decoy,-4.944
DEC_CHEMBL1413880,decoy,-4.943
ACT_isoproterenol,activo,-4.93
DEC_CHEMBL1470785,decoy,-4.917
DEC_CHEMBL561,decoy,-4.9
DEC_CHEMBL1349802,decoy,-4.894
DEC_CHEMBL1879718,decoy,-4.875
DEC_CHEMBL26,decoy,-4.869
DEC_CHEMBL218291,decoy,-4.857
DEC_CHEMBL434394,decoy,-4.855
DEC_CHEMBL2165605,decoy,-4.838
DEC_CHEMBL1079604,decoy,-4.826
DEC_CHEMBL1091583,decoy,-4.807
DEC_CHEMBL1201348,decoy,-4.804
DEC_CHEMBL1200937,decoy,-4.779
DEC_CHEMBL18116,decoy,-4.768
DEC_CHEMBL3716057,decoy,-4.753
DEC_CHEMBL2134794,decoy,-4.752
DEC_CHEMBL1728239,decoy,-4.744
DEC_CHEMBL1355280,decoy,-4.704
DEC_CHEMBL3400972,decoy,-4.703
DEC_CHEMBL1102,decoy,-4.692
DEC_CHEMBL54976,decoy,-4.691
DEC_CHEMBL638,decoy,-4.689
DEC_CHEMBL1738,decoy,-4.608
DEC_CHEMBL1733947,decoy,-4.577
DEC_CHEMBL856,decoy,-4.575
DEC_CHEMBL1327190,decoy,-4.568
DEC_CHEMBL3547132,decoy,-4.556
DEC_CHEMBL1321,decoy,-4.553
ACT_5FUrd,activo,-4.49
DEC_Baclofen,decoy,-4.481
DEC_CHEMBL1428,decoy,-4.476
DEC_Melatonin,decoy,-4.412
DEC_CHEMBL701,decoy,-4.399
DEC_CHEMBL1095,decoy,-4.393
DEC_CHEMBL193,decoy,-4.382
DEC_CHEMBL1697856,decoy,-4.361
DEC_CHEMBL1037,decoy,-4.335
DEC_CHEMBL278020,decoy,-4.28
DEC_Amlodipine,decoy,-4.206
DEC_CHEMBL524,decoy,-4.192
DEC_CHEMBL1752,decoy,-4.167
DEC_CHEMBL750,decoy,-4.141
DEC_CHEMBL7863,decoy,-4.131
DEC_CHEMBL1879543,decoy,-4.123
DEC_CHEMBL454,decoy,-4.094
DEC_CHEMBL1491,decoy,-4.09
DEC_CHEMBL94394,decoy,-4.079
DEC_Pramipexole,decoy,-4.068
DEC_CHEMBL449,decoy,-4.059
DEC_CHEMBL2105420,decoy,-3.991
DEC_CHEMBL607400,decoy,-3.989
DEC_CHEMBL301265,decoy,-3.957
DEC_CHEMBL550,decoy,-3.956
DEC_CHEMBL2111097,decoy,-3.939
DEC_CAPTOPRIL,decoy,-3.874
DEC_CHEMBL1515611,decoy,-3.782
DEC_CHEMBL1449676,decoy,-3.707
DEC_CHEMBL1560,decoy,-3.637
DEC_CHEMBL979,decoy,-3.587
DEC_CHEMBL684,decoy,-3.529
DEC_CHEMBL513,decoy,-3.498
