ligand,motivo,n_atomos,tipos
CHEMBL4529953,tipo_invalido:B,68,"A,B,C,F,HD,N,OA"
CHEMBL4529955,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4529978,"tipo_invalido:CG,G0",27,"A,C,CG,G0,N,NA,OA,S"
CHEMBL4529991,"tipo_invalido:CG,G0",27,"A,C,CG,Cl,G0,N,NA,OA"
CHEMBL4529994,"tipo_invalido:CG,G0",83,"A,C,CG,G0,HD,N,OA"
CHEMBL4530010,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL4530037,"tipo_invalido:CG,G0",36,"A,C,CG,F,G0,N,NA,OA,S"
CHEMBL4530090,"tipo_invalido:CG,G0",23,"A,C,CG,Cl,G0,HD,N,OA"
CHEMBL4530103,tipo_invalido:B,26,"B,C,HD,NA,OA"
CHEMBL4530105,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,OA"
CHEMBL4530177,"tipo_invalido:CG,G0",40,"A,C,CG,Cl,G0,HD,N,NA,OA,S"
CHEMBL4530187,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4530206,"tipo_invalido:CG,G0",40,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL4530214,"tipo_invalido:CG,G0",163,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL4530218,"tipo_invalido:CG,G0",40,"A,C,CG,Cl,G0,N,NA,OA,S"
CHEMBL4530228,"tipo_invalido:CG,G0",17,"A,C,CG,G0,HD,NA,S"
CHEMBL4530256,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,N,OA"
CHEMBL4530305,"tipo_invalido:CG,G0",41,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4530326,"tipo_invalido:CG,G0",60,"A,C,CG,F,G0,HD,N,OA"
CHEMBL4530332,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,OA,S"
CHEMBL4530336,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,OA,S"
CHEMBL4530359,tipo_invalido:B,22,"A,B,C,F,HD,N,OA"
CHEMBL4530398,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4530431,"tipo_invalido:CG,G0",24,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4530467,"tipo_invalido:CG,G0",23,"C,CG,G0,HD,NA,OA,S"
CHEMBL4530473,"tipo_invalido:CG,G0",34,"A,C,CG,G0,HD,OA"
CHEMBL4530479,"tipo_invalido:CG,G0",23,"C,CG,G0,OA"
CHEMBL4530507,"tipo_invalido:CG,G0",34,"A,C,CG,Cl,F,G0,HD,N,NA,OA,S"
CHEMBL4530512,"tipo_invalido:CG,G0",33,"C,CG,G0,OA"
CHEMBL4530524,tipo_invalido:B,34,"A,B,C,HD,N,OA"
CHEMBL4530525,"tipo_invalido:CG,G0",48,"A,C,CG,Cl,F,G0,HD,N,NA,OA"
CHEMBL4530557,"tipo_invalido:CG,G0",19,"A,C,CG,G0,HD,N,OA"
CHEMBL4530583,tipo_invalido:B,31,"A,B,C,HD,N,NA,OA"
CHEMBL4530593,"tipo_invalido:CG,G0",129,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL4530594,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,NA,OA"
CHEMBL4530615,tipo_invalido:B,13,"A,B,C,Cl,F,HD,OA"
CHEMBL4530618,"tipo_invalido:CG,G0",37,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL4530621,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4530654,"tipo_invalido:CG,G0",28,"A,C,CG,F,G0,N,NA,OA"
CHEMBL4530663,"tipo_invalido:CG,G0",22,"A,C,CG,G0,N,NA,OA"
CHEMBL4530669,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,OA"
CHEMBL4530731,"tipo_invalido:CG,G0",27,"A,C,CG,G0,N,NA,OA"
CHEMBL4530744,"tipo_invalido:CG,G0",36,"A,C,CG,Cl,G0,N,OA"
CHEMBL4530768,"tipo_invalido:CG,G0",22,"A,C,CG,G0,N,OA"
CHEMBL4530771,"tipo_invalido:CG,G0,G1",45,"C,CG,G0,G1,HD,OA"
CHEMBL4530809,fallo_empirico_4_proteinas,137,"A,C,HD,N,NA,OA,SA"
CHEMBL4530811,"tipo_invalido:CG,G0",41,"A,Br,C,CG,G0,HD,N,OA,SA"
CHEMBL4530860,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4530865,tipo_invalido:Si,48,"C,HD,OA,Si"
CHEMBL4530892,"tipo_invalido:CG,G0",27,"A,C,CG,G0,NA,OA"
CHEMBL4530904,"tipo_invalido:CG,G0",28,"A,C,CG,G0,N,NA"
CHEMBL4530928,"tipo_invalido:CG,G0",31,"A,C,CG,G0,N,NA,OA"
CHEMBL4530946,"tipo_invalido:CG,G0",76,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4530970,"tipo_invalido:CG,G0",24,"A,C,CG,G0,HD,NA,OA"
CHEMBL4530973,"tipo_invalido:CG,G0",61,"C,CG,G0,HD,N,OA"
CHEMBL4530992,"tipo_invalido:CG,G0",32,"A,C,CG,G0,N,NA,OA"
CHEMBL4531006,"tipo_invalido:CG,G0",27,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL4531013,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531021,tipo_invalido:B,23,"A,B,C,HD,N,OA"
CHEMBL4531036,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531053,"tipo_invalido:CG,G0",89,"A,C,CG,Cl,G0,HD,N,NA,OA,S,SA"
CHEMBL4531077,"tipo_invalido:CG,G0",22,"A,C,CG,G0,NA,OA,S"
CHEMBL4531105,"tipo_invalido:CG,G0,G1",24,"A,C,CG,G0,G1,HD,N,NA,OA"
CHEMBL4531123,"tipo_invalido:CG,G0",83,"C,CG,G0,HD,N,NA,OA"
CHEMBL4531173,"tipo_invalido:CG,G0",88,"A,C,CG,Cl,G0,HD,N,NA,OA,S,SA"
CHEMBL4531187,"tipo_invalido:CG,G0",61,"A,C,CG,G0,HD,N,NA,OA,S,SA"
CHEMBL4531255,"tipo_invalido:CG,G0",24,"A,C,CG,G0,HD,NA,OA"
CHEMBL4531282,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531286,tipo_invalido:B,77,"A,B,C,F,HD,N,NA,OA"
CHEMBL4531291,"tipo_invalido:CG,G0",79,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531307,"tipo_invalido:CG,G0",28,"A,C,CG,F,G0,N,NA,OA"
CHEMBL4531347,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531378,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL4531409,"tipo_invalido:CG,G0,G1",69,"A,C,CG,G0,G1,HD,N,NA,OA"
CHEMBL4531414,"tipo_invalido:CG,G0",41,"A,C,CG,G0,N,NA,OA"
CHEMBL4531417,"tipo_invalido:CG,G0",25,"A,C,CG,G0,N,NA,OA"
CHEMBL4531430,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531434,"tipo_invalido:CG,G0",24,"A,C,CG,G0,HD,N,OA"
CHEMBL4531447,"tipo_invalido:CG,G0",38,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL4531453,fallo_empirico_4_proteinas,156,"A,C,HD,N,NA,OA,SA"
CHEMBL4531461,"tipo_invalido:CG,G0",30,"C,CG,G0,HD,NA,OA"
CHEMBL4531511,"tipo_invalido:CG,G0",27,"A,C,CG,G0,N,NA,OA,S"
CHEMBL4531514,"tipo_invalido:CG,G0",81,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL4531524,"tipo_invalido:CG,G0",21,"A,C,CG,G0,N,NA,OA,SA"
CHEMBL4531548,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4531552,"tipo_invalido:CG,G0",27,"A,C,CG,G0,NA,OA"
CHEMBL4531580,"tipo_invalido:CG,G0",32,"C,CG,G0,HD,OA"
CHEMBL4531581,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,NA"
CHEMBL4531584,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL4531598,"tipo_invalido:CG,G0",57,"A,C,CG,G0,OA"
CHEMBL4531600,"tipo_invalido:CG,G0",23,"A,C,CG,Cl,G0,HD,NA,OA"
CHEMBL4531638,"tipo_invalido:CG,G0",54,"A,C,CG,F,G0,HD,N,OA"
CHEMBL4531645,"tipo_invalido:CG,G0",84,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531651,"tipo_invalido:CG,G0",38,"C,CG,G0,HD,N,NA,OA"
CHEMBL4531652,"tipo_invalido:CG,G0",31,"A,C,CG,F,G0,N,NA,OA,S"
CHEMBL4531662,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531669,"tipo_invalido:CG,G0",22,"A,C,CG,Cl,G0,HD,NA,OA,S"
CHEMBL4531690,"tipo_invalido:CG,G0",26,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL4531702,"tipo_invalido:CG,G0,G1",28,"C,CG,G0,G1,OA"
CHEMBL4531752,"tipo_invalido:CG,G0,G1",127,"A,C,CG,G0,G1,HD,N,NA,OA,SA"
CHEMBL4531813,"tipo_invalido:CG,G0",63,"A,C,CG,G0,HD,NA,OA"
CHEMBL4531818,"tipo_invalido:CG,G0",48,"A,C,CG,G0,HD,NA"
CHEMBL4531834,"tipo_invalido:CG,G0",31,"A,Br,C,CG,F,G0,HD,N,OA"
CHEMBL4531850,"tipo_invalido:CG,G0",23,"C,CG,G0,HD,N,NA,OA,S"
CHEMBL4531855,"tipo_invalido:CG,G0",67,"A,C,CG,G0,HD,N,OA"
CHEMBL4531867,"tipo_invalido:CG,G0",28,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531885,"tipo_invalido:CG,G0",19,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4531886,"tipo_invalido:CG,G0",22,"A,C,CG,Cl,G0,N,NA,OA,S"
CHEMBL4531915,"tipo_invalido:CG,G0",39,"A,C,CG,G0,NA,S"
CHEMBL4531925,"tipo_invalido:CG,G0",28,"A,C,CG,Cl,G0,HD,N,OA,S"
CHEMBL4531949,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,NA,OA"
CHEMBL4531988,"tipo_invalido:CG,G0",57,"A,C,CG,G0,N,NA,OA"
CHEMBL4532007,"tipo_invalido:CG,G0",30,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4532058,"tipo_invalido:CG,G0,G1",148,"A,C,CG,Cl,G0,G1,HD,N,NA,OA,SA"
CHEMBL4532077,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4532094,"tipo_invalido:CG,G0",29,"C,CG,G0,HD,N,NA,OA"
CHEMBL4532189,"tipo_invalido:CG,G0",23,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4532199,"tipo_invalido:CG,G0",30,"A,C,CG,G0,N,NA,OA,S"
CHEMBL4532265,"tipo_invalido:CG,G0",18,"A,C,CG,G0,HD,OA,S"
CHEMBL4532288,"tipo_invalido:CG,G0",40,"A,C,CG,Cl,G0,N,NA,OA"
CHEMBL4532299,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,NA"
CHEMBL4532300,"tipo_invalido:CG,G0",20,"A,C,CG,G0,NA"
CHEMBL4532326,"tipo_invalido:CG,G0",88,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL4532336,"tipo_invalido:CG,G0",13,"C,CG,G0,HD,NA,OA"
CHEMBL4532363,"tipo_invalido:CG,G0",81,"A,C,CG,Cl,G0,HD,N,NA,OA,S,SA"
CHEMBL4532381,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,NA"
CHEMBL4532389,"tipo_invalido:CG,G0",42,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4532403,"tipo_invalido:CG,G0",23,"C,CG,G0,HD,N,NA,OA"
CHEMBL4532434,"tipo_invalido:CG,G0",32,"A,C,CG,F,G0,N,NA,OA,S"
CHEMBL4532459,tipo_invalido:B,51,"A,B,C,HD,N,OA"
CHEMBL4532473,"tipo_invalido:CG,G0",33,"A,C,CG,G0,N,NA,OA,S"
CHEMBL4532474,tipo_invalido:B,21,"A,B,C,HD,N,OA"
CHEMBL4532481,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4532493,"tipo_invalido:CG,G0",69,"A,C,CG,G0,HD,N,OA"
CHEMBL4532497,"tipo_invalido:CG,G0",36,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4532549,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4532587,"tipo_invalido:CG,G0",54,"A,C,CG,G0,HD,NA,OA"
CHEMBL4532618,fallo_empirico_4_proteinas,168,"A,C,HD,N,NA,OA,SA"
CHEMBL4532637,"tipo_invalido:CG,G0",36,"A,C,CG,F,G0,N,NA,OA"
CHEMBL4532640,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL4532743,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4532749,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA"
CHEMBL4532759,"tipo_invalido:CG,G0",22,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4532810,"tipo_invalido:CG,G0",65,"A,C,CG,F,G0,HD,N,OA"
CHEMBL4532878,"tipo_invalido:CG,G0",33,"A,C,CG,G0,NA,OA"
CHEMBL4532910,"tipo_invalido:CG,G0",26,"A,C,CG,G0,NA,OA,S"
CHEMBL4532915,"tipo_invalido:CG,G0",38,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL4532939,"tipo_invalido:CG,G0",23,"A,C,CG,G0,HD,NA,OA"
CHEMBL4533158,"tipo_invalido:CG,G0",27,"A,C,CG,G0,N,NA,OA,S"
CHEMBL4533159,"tipo_invalido:CG,G0",84,"A,C,CG,Cl,G0,HD,N,NA,OA,S,SA"
CHEMBL4533216,"tipo_invalido:CG,G0",63,"A,C,CG,G0,HD,OA"
CHEMBL4533223,"tipo_invalido:CG,G0",22,"A,C,CG,G0,N,NA,OA"
CHEMBL4533229,"tipo_invalido:CG,G0",39,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4533241,tipo_invalido:Si,47,"C,OA,Si"
CHEMBL4533243,"tipo_invalido:CG,G0",35,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4533247,"tipo_invalido:CG,G0,G1",170,"A,C,CG,G0,G1,HD,N,NA,OA,SA"
CHEMBL4533249,"tipo_invalido:CG,G0",67,"A,C,CG,G0,HD,N,OA"
CHEMBL4533294,"tipo_invalido:CG,G0",22,"A,C,CG,G0,N,NA,OA"
CHEMBL4533303,"tipo_invalido:CG,G0",32,"A,C,CG,Cl,G0,HD,N,NA"
CHEMBL4533305,"tipo_invalido:CG,G0",27,"A,C,CG,F,G0,N,NA,OA"
CHEMBL4533320,"tipo_invalido:CG,G0",28,"C,CG,G0,HD,N,NA,OA"
CHEMBL4533349,"tipo_invalido:CG,G0",38,"A,Br,C,CG,G0,N,NA,OA"
CHEMBL4533352,"tipo_invalido:CG,G0",40,"A,C,CG,G0,NA,OA"
CHEMBL4533414,"tipo_invalido:B,CG,G0",47,"A,B,C,CG,F,G0,HD,N,NA,OA"
CHEMBL4533447,"tipo_invalido:CG,G0",34,"A,C,CG,G0,HD,OA"
CHEMBL4533456,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,OA"
CHEMBL4533505,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4533512,"tipo_invalido:CG,G0",29,"A,C,CG,Cl,G0,OA,SA"
CHEMBL4533524,"tipo_invalido:CG,G0",34,"A,C,CG,G0,HD,NA,OA"
CHEMBL4533526,"tipo_invalido:CG,G0",53,"A,C,CG,G0,OA"
CHEMBL4533588,"tipo_invalido:CG,G0,G1",223,"A,C,CG,G0,G1,HD,N,NA,OA,SA"
CHEMBL4533594,"tipo_invalido:CG,G0",20,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL4533607,"tipo_invalido:CG,G0",23,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4533620,"tipo_invalido:CG,G0",53,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4533632,tipo_invalido:B,30,"A,B,C,HD,N,NA,OA"
CHEMBL4533675,fallo_empirico_4_proteinas,156,"A,C,HD,N,NA,OA,SA"
CHEMBL4533696,"tipo_invalido:CG,G0",25,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4533702,"tipo_invalido:CG,G0",23,"C,CG,G0,HD,N,NA,OA"
CHEMBL4533719,"tipo_invalido:CG,G0",20,"C,CG,G0,OA"
CHEMBL4533721,"tipo_invalido:CG,G0",40,"A,C,CG,G0,N,NA,OA"
CHEMBL4533733,"tipo_invalido:CG,G0,G1",66,"A,C,CG,G0,G1,HD,OA"
CHEMBL4533744,"tipo_invalido:CG,G0",39,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL4533775,fallo_empirico_4_proteinas,144,"A,C,HD,N,NA,OA"
CHEMBL4533797,"tipo_invalido:CG,G0",32,"A,C,CG,G0,OA"
CHEMBL4533818,"tipo_invalido:CG,G0",47,"A,C,CG,F,G0,HD,N,OA"
CHEMBL4533868,"tipo_invalido:CG,G0",24,"C,CG,G0,HD,N,OA"
CHEMBL4533895,"tipo_invalido:CG,G0",31,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL4533909,"tipo_invalido:CG,G0",41,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL4533933,"tipo_invalido:CG,G0",22,"A,C,CG,G0,NA,OA"
CHEMBL4533957,"tipo_invalido:CG,G0",26,"A,C,CG,Cl,G0,N,NA,S"
CHEMBL4534005,"tipo_invalido:CG,G0",38,"A,C,CG,F,G0,N,NA,OA"
CHEMBL4534028,"tipo_invalido:CG,G0",216,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4534061,"tipo_invalido:CG,G0",20,"A,C,CG,G0,N,OA"
CHEMBL4534065,"tipo_invalido:CG,G0",46,"C,CG,G0,HD,OA"
CHEMBL4534096,"tipo_invalido:CG,G0",23,"C,CG,G0,HD,N,NA,OA,S"
CHEMBL4534136,"tipo_invalido:CG,G0",39,"A,C,CG,Cl,G0,N,NA,OA,P"
CHEMBL4534141,"tipo_invalido:CG,G0",27,"A,C,CG,G0,HD,N,NA,S"
CHEMBL4534142,"tipo_invalido:CG,G0",26,"A,C,CG,G0,N,NA,OA"
CHEMBL4534156,"tipo_invalido:CG,G0",23,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4534186,"tipo_invalido:CG,G0",32,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4534235,"tipo_invalido:CG,G0",23,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4534238,tipo_invalido:B,51,"A,B,C,F,HD,N,OA,S"
CHEMBL4534239,"tipo_invalido:CG,G0",22,"A,C,CG,G0,N,NA,OA"
CHEMBL4534273,"tipo_invalido:CG,G0",25,"A,Br,C,CG,G0,HD,N,NA,OA"
CHEMBL4534285,"tipo_invalido:CG,G0",50,"C,CG,G0,HD,OA"
CHEMBL4534286,"tipo_invalido:CG,G0",62,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4534297,"tipo_invalido:CG,G0",25,"C,CG,G0,NA,OA"
CHEMBL4534315,"tipo_invalido:CG,G0",18,"C,CG,G0,N,NA,OA"
CHEMBL4534347,"tipo_invalido:CG,G0",42,"A,C,CG,G0,N,NA,OA"
CHEMBL4534352,tipo_invalido:B,26,"A,B,C,HD,OA"
CHEMBL4534388,"tipo_invalido:CG,G0",33,"A,C,CG,F,G0,HD,N,NA,OA"
CHEMBL4534398,"tipo_invalido:CG,G0",37,"A,C,CG,F,G0,HD,N,NA,OA,S"
CHEMBL4534438,"tipo_invalido:CG,G0",26,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4534439,"tipo_invalido:CG,G0",46,"A,C,CG,G0,HD,N,OA,SA"
CHEMBL4534477,"tipo_invalido:CG,G0,G1",161,"A,C,CG,G0,G1,HD,N,NA,OA,SA"
CHEMBL4534480,"tipo_invalido:CG,G0",24,"A,C,CG,G0,N,NA,OA"
CHEMBL4534494,"tipo_invalido:CG,G0",27,"A,C,CG,F,G0,NA,OA"
CHEMBL4534586,"tipo_invalido:CG,G0",21,"A,C,CG,G0,N,NA,OA"
CHEMBL4534588,"tipo_invalido:CG,G0",28,"A,C,CG,G0,N,NA,OA"
CHEMBL4534611,"tipo_invalido:CG,G0",43,"A,C,CG,Cl,F,G0,HD,N,NA,OA"
CHEMBL4534614,"tipo_invalido:CG,G0",24,"A,C,CG,F,G0,HD,N,OA"
CHEMBL4534622,"tipo_invalido:CG,G0",27,"A,C,CG,F,G0,N,NA,OA"
CHEMBL4534646,"tipo_invalido:CG,G0",40,"C,CG,G0,HD,OA"
CHEMBL4534669,"tipo_invalido:CG,G0",69,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL4534704,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4534753,"tipo_invalido:CG,G0",73,"A,C,CG,G0,HD,N,OA"
CHEMBL45351,fallo_empirico_4_proteinas,37,"A,C,Cl,HD,N,NA,OA,S"
CHEMBL45381,fallo_empirico_4_proteinas,35,"A,C,Cl,HD,I,N,OA"
CHEMBL45391,fallo_empirico_4_proteinas,37,"A,C,Cl,HD,NA,OA"
CHEMBL45411,fallo_empirico_4_proteinas,30,"A,C,HD,N,OA,S"
CHEMBL45449,fallo_empirico_4_proteinas,33,"A,C,Cl,HD,NA,OA"
CHEMBL45454,fallo_empirico_4_proteinas,23,"A,C,I,N,OA,S"
CHEMBL45459,fallo_empirico_4_proteinas,17,"A,C,Cl,F,N,OA,S"
CHEMBL45460,tipo_invalido:Na,28,"A,C,HD,NA,Na,OA"
CHEMBL45461,fallo_empirico_4_proteinas,47,"A,C,F,HD,N,NA,OA,S"
CHEMBL4548479,"tipo_invalido:CG,G0",20,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4548517,"tipo_invalido:CG,G0",29,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4548518,"tipo_invalido:CG,G0",22,"A,C,CG,G0,N,NA,OA"
CHEMBL45562,fallo_empirico_4_proteinas,36,"A,C,Cl,HD,NA,OA"
CHEMBL45579,fallo_empirico_4_proteinas,35,"A,C,Cl,HD,NA"
CHEMBL45619,fallo_empirico_4_proteinas,22,"A,C,HD,I,N,OA"
CHEMBL45623,tipo_invalido:Na,34,"A,C,HD,N,Na,OA,S"
CHEMBL4562726,"tipo_invalido:CG,G0",53,"C,CG,G0,HD,OA"
CHEMBL4562732,"tipo_invalido:CG,G0",37,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4562733,"tipo_invalido:CG,G0",20,"C,CG,G0,HD,N,NA,OA"
CHEMBL4562735,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,OA"
CHEMBL4562756,"tipo_invalido:CG,G0",66,"C,CG,G0,HD,N,NA,OA"
CHEMBL4562765,"tipo_invalido:CG,G0",58,"C,CG,G0,HD,OA"
CHEMBL4562802,"tipo_invalido:CG,G0",40,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4562804,"tipo_invalido:CG,G0",64,"A,C,CG,F,G0,HD,N,OA"
CHEMBL4562861,"tipo_invalido:CG,G0",37,"C,CG,G0,HD,OA"
CHEMBL4562885,"tipo_invalido:CG,G0",21,"C,CG,G0,HD,N,NA,OA,S"
CHEMBL4563096,"tipo_invalido:CG,G0",29,"A,C,CG,G0,N,NA,OA,S"
CHEMBL4563203,"tipo_invalido:CG,G0,G1",140,"A,C,CG,G0,G1,HD,N,NA,OA,SA"
CHEMBL4563761,tipo_invalido:B,34,"A,B,C,F,HD,N,OA"
CHEMBL4564073,"tipo_invalido:CG,G0",18,"C,CG,G0,HD,N,NA,OA"
CHEMBL4564085,tipo_invalido:B,26,"A,B,C,HD,N,OA"
CHEMBL4564138,"tipo_invalido:CG,G0",20,"C,CG,G0,N,NA,OA,S"
CHEMBL4564139,"tipo_invalido:CG,G0",44,"A,C,CG,G0,OA"
CHEMBL4564152,"tipo_invalido:CG,G0",87,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL4564175,tipo_invalido:B,34,"A,B,Cl,F,HD,N,NA,OA"
CHEMBL4564178,"tipo_invalido:CG,G0",41,"C,CG,G0,NA,OA"
CHEMBL4564201,"tipo_invalido:CG,G0",30,"C,CG,G0,HD,OA"
CHEMBL4564257,"tipo_invalido:CG,G0",39,"A,C,CG,Cl,F,G0,HD,NA,OA"
CHEMBL4564271,"tipo_invalido:CG,G0",34,"A,C,CG,Cl,F,G0,HD,N,NA,OA,S"
CHEMBL4564342,"tipo_invalido:CG,G0",28,"A,C,CG,Cl,F,G0,N,NA,OA"
CHEMBL4564347,"tipo_invalido:CG,G0",19,"C,CG,G0,OA"
CHEMBL4564364,"tipo_invalido:CG,G0",37,"A,C,CG,Cl,G0,HD,N,NA,OA"
CHEMBL4564386,"tipo_invalido:CG,G0",33,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4564420,"tipo_invalido:CG,G0",55,"A,C,CG,G0,HD,OA"
CHEMBL4564447,"tipo_invalido:CG,G0",19,"C,CG,G0,N,NA,OA"
CHEMBL4564474,"tipo_invalido:CG,G0",139,"A,C,CG,G0,HD,N,NA,OA,SA"
CHEMBL4564483,"tipo_invalido:CG,G0",38,"A,C,CG,G0,HD,N,NA"
CHEMBL4564496,"tipo_invalido:CG,G0",33,"A,C,CG,Cl,G0,NA,OA,SA"
CHEMBL4564514,"tipo_invalido:CG,G0",44,"A,C,CG,G0,HD,N,NA,OA,S"
CHEMBL4564519,"tipo_invalido:CG,G0",31,"C,CG,G0,HD,OA"
CHEMBL4564578,"tipo_invalido:CG,G0",82,"A,C,CG,G0,HD,N,OA"
CHEMBL4564611,"tipo_invalido:CG,G0",25,"A,C,CG,G0,N,NA,OA"
CHEMBL4564660,"tipo_invalido:CG,G0",66,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4564687,"tipo_invalido:CG,G0",38,"A,C,CG,F,G0,HD,N,NA"
CHEMBL4564700,"tipo_invalido:CG,G0,G1",167,"A,C,CG,G0,G1,HD,OA"
CHEMBL4564727,"tipo_invalido:CG,G0,G1",142,"A,C,CG,Cl,G0,G1,HD,N,NA,OA,SA"
CHEMBL4564729,"tipo_invalido:CG,G0",47,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4564733,"tipo_invalido:CG,G0",20,"A,C,CG,G0,N,NA,OA,SA"
CHEMBL4564846,"tipo_invalido:CG,G0",23,"A,C,CG,G0,HD,N,NA,OA"
CHEMBL4564854,"tipo_invalido:CG,G0,G1",56,"A,C,CG,G0,G1,HD,NA,OA"
CHEMBL4564923,"tipo_invalido:CG,G0",62,"C,CG,G0,HD,N,OA"
CHEMBL4564966,tipo_invalido:B,86,"A,B,C,F,HD,N,NA,OA"
