auc_crudo,auc_atomo,auc_residual,ef1,ef5,quimias_pareadas_por_tamano,quimias_total,veredicto,quimias_corte_5pct,quimias_corte_1pct,quimias_corte_10pct,pendiente_tamano_kcal_por_atomo,correlacion_fondo_tamano
0.4395,0.5638,0.477,0.0,3.636,5,8,PASA,2,0,3,-0.1063,-0.72
