target,ligand,vina_affinity,mmgbsa_dG,atomos_pesados,eficiencia_ligando,residual,puesto_dG_bruto,puesto_residual,puesto_eficiencia,sube_puestos
FUS,CHEMBL4553700,-6.9,-28.87,27,-1.0693,21.40,483,477,455,6
FUS,CHEMBL4562703,-6.9,-31.25,37,-0.8446,22.42,472,478,486,-6
FUS,CHEMBL4570803,-6.9,-51.09,35,-1.4597,1.90,249,260,308,-11
FUS,CHEMBL4571844,-6.9,-53.93,34,-1.5862,-1.28,204,215,240,-11
FUS,CHEMBL4574920,-6.9,-57.34,31,-1.8497,-5.71,160,155,138,5
FUS,CHEMBL4574953,-6.9,-44.01,34,-1.2944,8.64,349,356,383,-7
FUS,CHEMBL4575603,-6.9,-45.15,31,-1.4565,6.48,336,330,309,6
FUS,CHEMBL4634723,-6.9,-58.72,34,-1.7271,-6.07,147,152,171,-5
FUS,CHEMBL4635162,-6.9,-53.09,37,-1.4349,0.58,219,239,320,-20
FUS,CHEMBL4636792,-6.9,-68.93,31,-2.2235,-17.30,63,64,60,-1
FUS,CHEMBL495322,-6.9,-53.28,31,-1.7187,-1.65,217,209,178,8
FUS,CHEMBL495952,-6.9,-72.84,30,-2.4280,-21.55,39,36,33,3
FUS,CHEMBL498347,-6.9,-42.37,34,-1.2462,10.28,369,384,403,-15
FUS,CHEMBL498594,-6.9,-32.91,30,-1.0970,18.38,457,456,448,1
FUS,CHEMBL1796970,-6.8,-74.82,29,-2.5800,-23.87,30,25,17,5
FUS,CHEMBL1864755,-6.8,-44.96,34,-1.3224,7.69,342,346,374,-4
FUS,CHEMBL20196,-6.8,-91.37,35,-2.6106,-38.38,5,6,14,-1
FUS,CHEMBL21597,-6.8,-53.92,33,-1.6339,-1.61,205,211,220,-6
FUS,CHEMBL26936,-6.8,-40.59,30,-1.3530,10.70,399,388,355,11
FUS,CHEMBL28388,-6.8,-65.84,33,-1.9952,-13.53,85,86,101,-1
FUS,CHEMBL3311109,-6.8,-63.04,37,-1.7038,-9.37,110,121,186,-11
FUS,CHEMBL4434725,-6.8,-38.58,33,-1.1691,13.73,415,417,431,-2
FUS,CHEMBL4435739,-6.8,-41.26,35,-1.1789,11.73,390,402,429,-12
FUS,CHEMBL4532201,-6.8,-45.61,29,-1.5728,5.34,322,313,244,9
FUS,CHEMBL4532868,-6.8,-56.83,34,-1.6715,-4.18,167,177,205,-10
FUS,CHEMBL4533771,-6.8,-51.40,33,-1.5576,0.91,244,243,254,1
FUS,CHEMBL4534411,-6.8,-34.21,33,-1.0367,18.10,447,453,460,-6
FUS,CHEMBL4564327,-6.8,-62.20,34,-1.8294,-9.55,114,118,144,-4
FUS,CHEMBL4568125,-6.8,-38.36,34,-1.1282,14.29,420,430,443,-10
FUS,CHEMBL4568323,-6.8,-29.52,34,-0.8682,23.13,480,483,483,-3
FUS,CHEMBL4568499,-6.8,-104.79,29,-3.6134,-53.84,1,1,1,0
FUS,CHEMBL4569304,-6.8,-32.17,32,-1.0053,19.80,467,466,467,1
FUS,CHEMBL4570368,-6.8,-56.64,34,-1.6659,-3.99,169,180,208,-11
FUS,CHEMBL4571223,-6.8,-50.84,33,-1.5406,1.47,251,253,262,-2
FUS,CHEMBL4571316,-6.8,-23.73,33,-0.7191,28.58,491,492,491,-1
FUS,CHEMBL4572055,-6.8,-70.81,29,-2.4417,-19.86,51,46,30,5
FUS,CHEMBL4580639,-6.8,-32.48,31,-1.0477,19.15,465,460,457,5
FUS,CHEMBL4581153,-6.8,-75.57,34,-2.2226,-22.92,26,29,61,-3
FUS,CHEMBL4581184,-6.8,-26.78,31,-0.8639,24.85,486,486,485,0
FUS,CHEMBL4636263,-6.8,-53.25,34,-1.5662,-0.60,218,224,247,-6
FUS,CHEMBL4636405,-6.8,-72.11,30,-2.4037,-20.82,42,38,36,4
FUS,CHEMBL4638039,-6.8,-51.78,33,-1.5691,0.53,235,238,246,-3
FUS,CHEMBL4638803,-6.8,-42.40,31,-1.3677,9.23,367,363,345,4
FUS,CHEMBL4639751,-6.8,-72.35,32,-2.2609,-20.38,41,45,55,-4
FUS,CHEMBL498709,-6.8,-69.13,30,-2.3043,-17.84,62,60,47,2
FUS,CHEMBL498713,-6.8,-71.04,31,-2.2916,-19.41,49,49,50,0
FUS,CHEMBL498752,-6.8,-67.45,30,-2.2483,-16.16,78,70,56,8
FUS,CHEMBL500662,-6.8,-63.52,32,-1.9850,-11.55,104,101,103,3
FUS,CHEMBL501732,-6.8,-70.58,31,-2.2768,-18.95,53,52,52,1
FUS,CHEMBL503090,-6.8,-45.42,34,-1.3359,7.23,330,334,362,-4
FUS,CHEMBL1163540,-6.7,-69.35,26,-2.6673,-19.42,61,48,12,13
FUS,CHEMBL11757,-6.7,-42.04,33,-1.2739,10.27,375,383,393,-8
FUS,CHEMBL1206889,-6.7,-30.03,29,-1.0355,20.92,478,473,462,5
FUS,CHEMBL1222790,-6.7,-61.97,35,-1.7706,-8.98,119,126,161,-7
FUS,CHEMBL1242515,-6.7,-60.41,31,-1.9487,-8.78,131,127,112,4
FUS,CHEMBL1242810,-6.7,-30.07,37,-0.8127,23.60,477,484,488,-7
FUS,CHEMBL1795541,-6.7,-58.17,30,-1.9390,-6.88,152,146,116,6
FUS,CHEMBL1863528,-6.7,-64.68,36,-1.7967,-11.35,91,102,155,-11
FUS,CHEMBL1863704,-6.7,-68.46,32,-2.1394,-16.49,66,68,71,-2
FUS,CHEMBL20413,-6.7,-48.39,36,-1.3442,4.94,292,306,358,-14
FUS,CHEMBL20673,-6.7,-32.15,33,-0.9742,20.16,468,469,470,-1
FUS,CHEMBL21610,-6.7,-53.62,32,-1.6756,-1.65,210,210,201,0
FUS,CHEMBL26074,-6.7,-52.40,33,-1.5879,-0.09,228,234,238,-6
FUS,CHEMBL26603,-6.7,-64.12,32,-2.0038,-12.15,96,94,100,2
FUS,CHEMBL28202,-6.7,-83.73,30,-2.7910,-32.44,13,12,8,1
FUS,CHEMBL28286,-6.7,-39.27,32,-1.2272,12.70,408,409,411,-1
FUS,CHEMBL3310039,-6.7,-33.02,27,-1.2230,17.25,456,446,413,10
FUS,CHEMBL4435180,-6.7,-48.77,34,-1.4344,3.88,286,297,321,-11
FUS,CHEMBL4435669,-6.7,-66.47,32,-2.0772,-14.50,83,83,81,0
FUS,CHEMBL4435833,-6.7,-41.10,34,-1.2088,11.55,392,399,416,-7
FUS,CHEMBL4436123,-6.7,-48.10,37,-1.3000,5.57,297,315,380,-18
FUS,CHEMBL4527972,-6.7,-29.43,32,-0.9197,22.54,482,480,476,2
FUS,CHEMBL4529519,-6.7,-47.50,31,-1.5323,4.13,308,300,266,8
FUS,CHEMBL4529911,-6.7,-58.38,36,-1.6217,-5.05,151,165,227,-14
FUS,CHEMBL4530588,-6.7,-41.64,36,-1.1567,11.69,382,401,433,-19
FUS,CHEMBL4530620,-6.7,-42.38,32,-1.3244,9.59,368,371,371,-3
FUS,CHEMBL4530729,-6.7,-42.61,32,-1.3316,9.36,360,365,368,-5
FUS,CHEMBL4531395,-6.7,-55.40,34,-1.6294,-2.75,185,192,223,-7
FUS,CHEMBL4531799,-6.7,-64.62,31,-2.0845,-12.99,93,91,79,2
FUS,CHEMBL4532195,-6.7,-55.77,34,-1.6403,-3.12,181,188,217,-7
FUS,CHEMBL4532761,-6.7,-40.66,33,-1.2321,11.65,397,400,408,-3
FUS,CHEMBL4533198,-6.7,-37.60,30,-1.2533,13.69,428,416,399,12
FUS,CHEMBL4533484,-6.7,-58.38,32,-1.8244,-6.41,150,147,146,3
FUS,CHEMBL4533979,-6.7,-40.91,33,-1.2397,11.40,395,397,404,-2
FUS,CHEMBL4534769,-6.7,-42.91,34,-1.2621,9.74,356,378,397,-22
FUS,CHEMBL4543190,-6.7,-37.38,31,-1.2058,14.25,430,429,418,1
FUS,CHEMBL4543414,-6.7,-57.73,37,-1.5603,-4.06,157,179,251,-22
FUS,CHEMBL4564116,-6.7,-53.84,37,-1.4551,-0.17,206,232,311,-26
FUS,CHEMBL4564717,-6.7,-57.75,28,-2.0625,-7.14,156,144,86,12
FUS,CHEMBL4568013,-6.7,-68.25,28,-2.4375,-17.64,70,61,31,9
FUS,CHEMBL4568616,-6.7,-59.14,36,-1.6428,-5.81,144,154,216,-10
FUS,CHEMBL4569182,-6.7,-41.92,28,-1.4971,8.69,379,358,284,21
FUS,CHEMBL4571330,-6.7,-54.41,33,-1.6488,-2.10,197,202,213,-5
FUS,CHEMBL4574731,-6.7,-77.14,35,-2.2040,-24.15,21,24,65,-3
FUS,CHEMBL4574977,-6.7,-42.49,29,-1.4652,8.46,363,353,301,10
FUS,CHEMBL4575412,-6.7,-58.09,34,-1.7085,-5.44,154,158,184,-4
FUS,CHEMBL4575446,-6.7,-49.92,37,-1.3492,3.75,263,293,356,-30
FUS,CHEMBL4575516,-6.7,-35.10,31,-1.1323,16.53,444,443,441,1
FUS,CHEMBL4581299,-6.7,-45.04,34,-1.3247,7.61,338,342,370,-4
FUS,CHEMBL4583640,-6.7,-35.25,34,-1.0368,17.40,442,448,459,-6
FUS,CHEMBL4585076,-6.7,-49.50,34,-1.4559,3.15,270,276,310,-6
FUS,CHEMBL4634641,-6.7,-65.80,25,-2.6320,-16.21,86,69,13,17
FUS,CHEMBL4635374,-6.7,-44.21,36,-1.2281,9.12,347,362,410,-15
FUS,CHEMBL4635402,-6.7,-43.50,30,-1.4500,7.79,351,347,315,4
FUS,CHEMBL4635528,-6.7,-55.34,29,-1.9083,-4.39,188,173,126,15
FUS,CHEMBL4635744,-6.7,-44.25,28,-1.5804,6.36,346,327,242,19
FUS,CHEMBL4635830,-6.7,-53.51,33,-1.6215,-1.20,211,217,228,-6
FUS,CHEMBL4636168,-6.7,-50.15,30,-1.6717,1.14,262,246,204,16
FUS,CHEMBL4636424,-6.7,-63.83,32,-1.9947,-11.86,98,96,102,2
FUS,CHEMBL4638559,-6.7,-60.34,35,-1.7240,-7.35,134,142,175,-8
FUS,CHEMBL4638972,-6.7,-37.74,31,-1.2174,13.89,426,422,414,4
FUS,CHEMBL4638982,-6.7,-45.40,34,-1.3353,7.25,331,336,363,-5
FUS,CHEMBL497688,-6.7,-70.07,30,-2.3357,-18.78,57,53,41,4
FUS,CHEMBL497736,-6.7,-37.50,36,-1.0417,15.83,429,440,458,-11
FUS,CHEMBL497979,-6.7,-37.90,32,-1.1844,14.07,425,424,427,1
FUS,CHEMBL498214,-6.7,-46.47,34,-1.3668,6.18,316,324,347,-8
FUS,CHEMBL498348,-6.7,-47.58,36,-1.3217,5.75,305,318,376,-13
FUS,CHEMBL499624,-6.7,-86.25,39,-2.2115,-31.90,9,13,63,-4
FUS,CHEMBL1088172,-6.6,-71.28,35,-2.0366,-18.29,45,57,94,-12
FUS,CHEMBL1163230,-6.6,-74.76,32,-2.3363,-22.79,31,30,40,1
FUS,CHEMBL1206581,-6.6,-67.71,28,-2.4182,-17.10,76,66,35,10
FUS,CHEMBL1207227,-6.6,-82.87,27,-3.0693,-32.60,14,11,5,3
FUS,CHEMBL1208600,-6.6,-86.90,27,-3.2185,-36.63,8,7,4,1
FUS,CHEMBL1210718,-6.6,-45.61,37,-1.2327,8.06,323,350,407,-27
FUS,CHEMBL1222867,-6.6,-53.07,34,-1.5609,-0.42,220,227,250,-7
FUS,CHEMBL1242354,-6.6,-40.29,31,-1.2997,11.34,401,396,381,5
FUS,CHEMBL1242373,-6.6,-49.73,33,-1.5070,2.58,266,268,279,-2
FUS,CHEMBL1343658,-6.6,-45.21,29,-1.5590,5.74,335,317,253,18
FUS,CHEMBL17339,-6.6,-44.99,33,-1.3633,7.32,341,339,349,2
FUS,CHEMBL17346,-6.6,-48.37,32,-1.5116,3.60,293,289,275,4
FUS,CHEMBL17934,-6.6,-53.34,32,-1.6669,-1.37,215,214,207,1
FUS,CHEMBL1809060,-6.6,-54.35,36,-1.5097,-1.02,198,219,277,-21
FUS,CHEMBL18210,-6.6,-49.07,32,-1.5334,2.90,279,271,264,8
FUS,CHEMBL1859697,-6.6,-46.63,34,-1.3715,6.02,314,322,344,-8
FUS,CHEMBL1860770,-6.6,-49.55,30,-1.6517,1.74,269,258,212,11
FUS,CHEMBL1864784,-6.6,-38.58,34,-1.1347,14.07,416,425,438,-9
FUS,CHEMBL20752,-6.6,-43.47,29,-1.4990,7.48,352,340,283,12
FUS,CHEMBL21594,-6.6,-87.58,32,-2.7369,-35.61,7,8,10,-1
FUS,CHEMBL21992,-6.6,-68.48,37,-1.8508,-14.81,65,82,136,-17
FUS,CHEMBL26420,-6.6,-45.81,31,-1.4777,5.82,318,319,291,-1
FUS,CHEMBL26872,-6.6,-71.31,28,-2.5468,-20.70,44,40,18,4
FUS,CHEMBL3309491,-6.6,-46.52,30,-1.5507,4.77,315,302,256,13
FUS,CHEMBL3309659,-6.6,-42.45,32,-1.3266,9.52,365,369,369,-4
FUS,CHEMBL3310337,-6.6,-41.92,33,-1.2703,10.39,378,386,394,-8
FUS,CHEMBL4434808,-6.6,-30.28,31,-0.9768,21.35,476,476,469,0
FUS,CHEMBL4434821,-6.6,-61.52,36,-1.7089,-8.19,123,132,183,-9
FUS,CHEMBL4434862,-6.6,-41.94,34,-1.2335,10.71,377,389,406,-12
FUS,CHEMBL4435514,-6.6,-64.10,33,-1.9424,-11.79,97,97,114,0
FUS,CHEMBL4530954,-6.6,-61.35,32,-1.9172,-9.38,124,119,125,5
FUS,CHEMBL4531634,-6.6,-42.46,29,-1.4641,8.49,364,354,304,10
FUS,CHEMBL4532334,-6.6,-26.50,30,-0.8833,24.79,487,485,480,2
FUS,CHEMBL4532886,-6.6,-37.25,27,-1.3796,13.02,431,412,341,19
FUS,CHEMBL4533171,-6.6,-66.63,29,-2.2976,-15.68,81,77,48,4
FUS,CHEMBL4533268,-6.6,-56.07,29,-1.9334,-5.12,180,162,118,18
FUS,CHEMBL4533492,-6.6,-33.94,30,-1.1313,17.35,449,447,442,2
FUS,CHEMBL4534391,-6.6,-68.33,33,-2.0706,-16.02,69,72,82,-3
FUS,CHEMBL4534757,-6.6,-49.12,33,-1.4885,3.19,277,279,288,-2
FUS,CHEMBL4543405,-6.6,-46.79,31,-1.5094,4.84,313,304,278,9
FUS,CHEMBL4564458,-6.6,-59.03,31,-1.9042,-7.40,145,140,127,5
FUS,CHEMBL4566384,-6.6,-52.41,33,-1.5882,-0.10,227,233,237,-6
FUS,CHEMBL4567872,-6.6,-32.68,30,-1.0893,18.61,459,457,451,2
FUS,CHEMBL4568031,-6.6,-26.36,30,-0.8787,24.93,488,487,481,1
FUS,CHEMBL4568196,-6.6,-59.54,36,-1.6539,-6.21,140,150,211,-10
FUS,CHEMBL4568767,-6.6,-32.51,31,-1.0487,19.12,463,459,456,4
FUS,CHEMBL4568847,-6.6,-71.06,34,-2.0900,-18.41,48,55,77,-7
FUS,CHEMBL4569409,-6.6,-33.97,33,-1.0294,18.34,448,454,464,-6
FUS,CHEMBL4570402,-6.6,-50.74,34,-1.4924,1.91,256,261,285,-5
FUS,CHEMBL4570458,-6.6,-51.47,33,-1.5597,0.84,242,242,252,0
FUS,CHEMBL4570851,-6.6,-70.06,34,-2.0606,-17.41,58,62,88,-4
FUS,CHEMBL4571045,-6.6,-56.63,29,-1.9528,-5.68,170,156,110,14
FUS,CHEMBL4571371,-6.6,-48.75,33,-1.4773,3.56,287,287,292,0
FUS,CHEMBL4571884,-6.6,-70.51,36,-1.9586,-17.18,54,65,108,-11
FUS,CHEMBL4572128,-6.6,-51.57,32,-1.6116,0.40,241,235,231,6
FUS,CHEMBL4572210,-6.6,-42.64,31,-1.3755,8.99,359,361,343,-2
FUS,CHEMBL4572765,-6.6,-71.20,34,-2.0941,-18.55,46,54,76,-8
FUS,CHEMBL4572894,-6.6,-35.54,29,-1.2255,15.41,439,437,412,2
FUS,CHEMBL4573066,-6.6,-42.98,31,-1.3865,8.65,355,357,339,-2
FUS,CHEMBL4574000,-6.6,-40.80,27,-1.5111,9.47,396,368,276,28
FUS,CHEMBL4574201,-6.6,-41.51,35,-1.1860,11.48,386,398,425,-12
FUS,CHEMBL4581099,-6.6,-45.70,34,-1.3441,6.95,319,333,359,-14
FUS,CHEMBL4581775,-6.6,-39.59,36,-1.0997,13.74,405,418,446,-13
FUS,CHEMBL4582573,-6.6,-63.74,34,-1.8747,-11.09,99,103,132,-4
FUS,CHEMBL4582732,-6.6,-86.21,34,-2.5356,-33.56,10,9,24,1
FUS,CHEMBL4584626,-6.6,-75.28,31,-2.4284,-23.65,27,26,32,1
FUS,CHEMBL4584689,-6.6,-38.11,27,-1.4115,12.16,423,404,332,19
FUS,CHEMBL4584853,-6.6,-45.37,30,-1.5123,5.92,332,320,273,12
FUS,CHEMBL4584942,-6.6,-42.21,33,-1.2791,10.10,372,381,390,-9
FUS,CHEMBL4584973,-6.6,-49.73,29,-1.7148,1.22,267,247,180,20
FUS,CHEMBL4585059,-6.6,-45.35,34,-1.3338,7.30,334,338,364,-4
FUS,CHEMBL460540,-6.6,-54.57,34,-1.6050,-1.92,195,204,233,-9
FUS,CHEMBL4634998,-6.6,-36.72,31,-1.1845,14.91,433,434,426,-1
FUS,CHEMBL4636072,-6.6,-45.59,38,-1.1997,8.42,324,352,420,-28
FUS,CHEMBL4636403,-6.6,-56.27,33,-1.7052,-3.96,177,181,185,-4
FUS,CHEMBL4637979,-6.6,-62.01,37,-1.6759,-8.34,117,130,200,-13
FUS,CHEMBL4638758,-6.6,-68.05,33,-2.0621,-15.74,72,74,87,-2
FUS,CHEMBL4638885,-6.6,-98.99,36,-2.7497,-45.66,2,3,9,-1
FUS,CHEMBL4638917,-6.6,-70.98,34,-2.0876,-18.33,50,56,78,-6
FUS,CHEMBL4639184,-6.6,-44.14,31,-1.4239,7.49,348,341,326,7
FUS,CHEMBL497786,-6.6,-58.53,30,-1.9510,-7.24,148,143,111,5
FUS,CHEMBL497980,-6.6,-52.27,32,-1.6334,-0.30,232,230,221,2
FUS,CHEMBL497986,-6.6,-38.25,37,-1.0338,15.42,422,438,463,-16
FUS,CHEMBL498202,-6.6,-62.25,31,-2.0081,-10.62,113,109,99,4
FUS,CHEMBL498379,-6.6,-56.50,36,-1.5694,-3.17,172,187,245,-15
FUS,CHEMBL498396,-6.6,-30.02,26,-1.1546,19.91,479,467,434,12
FUS,CHEMBL498698,-6.6,-43.62,30,-1.4540,7.67,350,344,312,6
FUS,CHEMBL498785,-6.6,-40.00,33,-1.2121,12.31,402,406,415,-4
FUS,CHEMBL499475,-6.6,-67.02,30,-2.2340,-15.73,80,75,59,5
FUS,CHEMBL501462,-6.6,-59.46,32,-1.8581,-7.49,141,136,134,5
FUS,CHEMBL10039,-6.5,-25.81,31,-0.8326,25.82,489,489,487,0
FUS,CHEMBL1204619,-6.5,-79.98,27,-2.9622,-29.71,17,16,7,1
FUS,CHEMBL1205929,-6.5,-52.45,29,-1.8086,-1.50,226,212,151,14
FUS,CHEMBL1207157,-6.5,-74.10,32,-2.3156,-22.13,34,34,45,0
FUS,CHEMBL1207368,-6.5,-53.41,29,-1.8417,-2.46,213,197,142,16
FUS,CHEMBL1210661,-6.5,-54.31,25,-2.1724,-4.72,199,169,67,30
FUS,CHEMBL1210981,-6.5,-71.77,29,-2.4748,-20.82,43,37,28,6
FUS,CHEMBL1242845,-6.5,-55.33,34,-1.6274,-2.68,189,193,224,-4
FUS,CHEMBL1242895,-6.5,-65.16,30,-2.1720,-13.87,90,85,68,5
FUS,CHEMBL13464,-6.5,-67.12,31,-2.1652,-15.49,79,79,69,0
FUS,CHEMBL14504,-6.5,-34.65,29,-1.1948,16.30,445,441,424,4
FUS,CHEMBL1488129,-6.5,-50.40,36,-1.4000,2.93,260,272,335,-12
FUS,CHEMBL1546634,-6.5,-45.50,32,-1.4219,6.47,329,329,328,0
FUS,CHEMBL16254,-6.5,-62.04,32,-1.9387,-10.07,115,113,117,2
FUS,CHEMBL1795492,-6.5,-54.25,33,-1.6439,-1.94,200,203,215,-3
FUS,CHEMBL1796172,-6.5,-56.30,29,-1.9414,-5.35,176,159,115,17
FUS,CHEMBL1858612,-6.5,-56.47,34,-1.6609,-3.82,173,182,210,-9
FUS,CHEMBL1860006,-6.5,-45.07,30,-1.5023,6.22,337,325,282,12
FUS,CHEMBL1864626,-6.5,-53.40,30,-1.7800,-2.11,214,201,159,13
FUS,CHEMBL1865383,-6.5,-78.72,31,-2.5394,-27.09,19,17,20,2
FUS,CHEMBL1865685,-6.5,-59.45,32,-1.8578,-7.48,142,137,135,5
FUS,CHEMBL1866035,-6.5,-37.08,29,-1.2786,13.87,432,421,391,11
FUS,CHEMBL19347,-6.5,-55.51,33,-1.6821,-3.20,184,186,197,-2
FUS,CHEMBL19747,-6.5,-51.28,35,-1.4651,1.71,247,257,302,-10
FUS,CHEMBL19991,-6.5,-76.95,37,-2.0797,-23.28,22,28,80,-6
FUS,CHEMBL20031,-6.5,-49.40,35,-1.4114,3.59,272,288,333,-16
FUS,CHEMBL20825,-6.5,-44.30,33,-1.3424,8.01,345,349,361,-4
FUS,CHEMBL21079,-6.5,-74.47,32,-2.3272,-22.50,32,32,43,0
FUS,CHEMBL2142889,-6.5,-48.82,27,-1.8081,1.45,285,252,153,33
FUS,CHEMBL22736,-6.5,-63.36,33,-1.9200,-11.05,105,104,123,1
FUS,CHEMBL24875,-6.5,-58.12,33,-1.7612,-5.81,153,153,165,0
FUS,CHEMBL26817,-6.5,-65.38,32,-2.0431,-13.41,89,88,91,1
FUS,CHEMBL27890,-6.5,-79.17,34,-2.3285,-26.52,18,19,42,-1
FUS,CHEMBL3309444,-6.5,-59.65,31,-1.9242,-8.02,139,134,122,5
FUS,CHEMBL3309648,-6.5,-47.65,32,-1.4891,4.32,302,301,287,1
FUS,CHEMBL3310151,-6.5,-38.86,34,-1.1429,13.79,412,420,437,-8
FUS,CHEMBL3355155,-6.5,-66.33,35,-1.8951,-13.34,84,89,128,-5
FUS,CHEMBL4434756,-6.5,-67.49,33,-2.0452,-15.18,77,80,90,-3
FUS,CHEMBL4435035,-6.5,-63.31,33,-1.9185,-11.00,107,105,124,2
FUS,CHEMBL4435396,-6.5,-59.68,33,-1.8085,-7.37,138,141,152,-3
FUS,CHEMBL4435744,-6.5,-42.34,32,-1.3231,9.63,370,373,373,-3
FUS,CHEMBL4435827,-6.5,-45.03,28,-1.6082,5.58,339,316,232,23
FUS,CHEMBL4436157,-6.5,-51.64,30,-1.7213,-0.35,238,228,176,10
FUS,CHEMBL4529698,-6.5,-52.36,31,-1.6890,-0.73,229,221,194,8
FUS,CHEMBL4529707,-6.5,-51.08,26,-1.9646,-1.15,250,218,107,32
FUS,CHEMBL4530098,-6.5,-60.40,27,-2.2370,-10.13,132,112,57,20
FUS,CHEMBL4530123,-6.5,-30.51,35,-0.8717,22.48,474,479,482,-5
FUS,CHEMBL4530341,-6.5,-53.77,35,-1.5363,-0.78,208,220,263,-12
FUS,CHEMBL4530829,-6.5,-31.89,35,-0.9111,21.10,469,475,477,-6
FUS,CHEMBL4531069,-6.5,-41.49,29,-1.4307,9.46,387,367,325,20
FUS,CHEMBL4531804,-6.5,-56.62,33,-1.7158,-4.31,171,175,179,-4
FUS,CHEMBL4533140,-6.5,-45.53,32,-1.4228,6.44,328,328,327,0
FUS,CHEMBL4533224,-6.5,-48.64,32,-1.5200,3.33,289,284,271,5
FUS,CHEMBL4533316,-6.5,-62.01,34,-1.8238,-9.36,118,122,147,-4
FUS,CHEMBL4534196,-6.5,-69.48,30,-2.3160,-18.19,59,59,44,0
FUS,CHEMBL4534436,-6.5,-55.20,32,-1.7250,-3.23,190,184,173,6
FUS,CHEMBL4534671,-6.5,-61.17,36,-1.6992,-7.84,126,135,189,-9
FUS,CHEMBL4534767,-6.5,-40.96,25,-1.6384,8.63,394,355,218,39
FUS,CHEMBL4543398,-6.5,-61.18,30,-2.0393,-9.89,125,115,93,10
FUS,CHEMBL4543497,-6.5,-39.10,34,-1.1500,13.55,410,414,435,-4
FUS,CHEMBL4543572,-6.5,-35.78,28,-1.2779,14.83,437,433,392,4
FUS,CHEMBL4553137,-6.5,-60.44,35,-1.7269,-7.45,130,139,172,-9
FUS,CHEMBL4564177,-6.5,-66.57,36,-1.8492,-13.24,82,90,139,-8
FUS,CHEMBL4564670,-6.5,-49.10,33,-1.4879,3.21,278,280,289,-2
FUS,CHEMBL4564867,-6.5,-38.56,34,-1.1341,14.09,417,426,439,-9
FUS,CHEMBL4564908,-6.5,-55.12,33,-1.6703,-2.81,191,191,206,0
FUS,CHEMBL4565091,-6.5,-42.67,32,-1.3334,9.30,358,364,366,-6
FUS,CHEMBL4565104,-6.5,-35.45,27,-1.3130,14.82,440,432,378,8
FUS,CHEMBL4566549,-6.5,-94.21,31,-3.0390,-42.58,4,4,6,0
FUS,CHEMBL4566557,-6.5,-51.64,34,-1.5188,1.01,239,244,272,-5
FUS,CHEMBL4567857,-6.5,-75.15,29,-2.5914,-24.20,28,23,16,5
FUS,CHEMBL4568171,-6.5,-56.18,30,-1.8727,-4.89,178,167,133,11
FUS,CHEMBL4568203,-6.5,-32.56,34,-0.9576,20.09,462,468,471,-6
FUS,CHEMBL4568382,-6.5,-59.80,28,-2.1357,-9.19,137,124,72,13
FUS,CHEMBL4568472,-6.5,-57.77,34,-1.6991,-5.12,155,163,190,-8
FUS,CHEMBL4569433,-6.5,-45.37,32,-1.4178,6.60,333,331,329,2
FUS,CHEMBL4569434,-6.5,-38.88,34,-1.1435,13.77,411,419,436,-8
FUS,CHEMBL4570217,-6.5,-65.60,34,-1.9294,-12.95,88,92,119,-4
FUS,CHEMBL4570452,-6.5,-35.98,33,-1.0903,16.33,436,442,450,-6
FUS,CHEMBL4570539,-6.5,-45.54,28,-1.6264,5.07,326,309,226,17
FUS,CHEMBL4570691,-6.5,-60.32,27,-2.2341,-10.05,135,114,58,21
FUS,CHEMBL4571226,-6.5,-64.37,29,-2.2197,-13.42,94,87,62,7
FUS,CHEMBL4571472,-6.5,-64.66,35,-1.8474,-11.67,92,99,140,-7
FUS,CHEMBL4571685,-6.5,-52.27,37,-1.4127,1.40,231,249,331,-18
FUS,CHEMBL4572169,-6.5,-41.33,31,-1.3332,10.30,388,385,367,3
FUS,CHEMBL4572216,-6.5,-52.74,21,-2.5114,-4.52,223,171,27,52
FUS,CHEMBL4572947,-6.5,-49.47,32,-1.5459,2.50,271,267,259,4
FUS,CHEMBL4573275,-6.5,-76.71,31,-2.4745,-25.08,24,21,29,3
FUS,CHEMBL4573391,-6.5,-37.74,30,-1.2580,13.55,427,413,398,14
FUS,CHEMBL4573482,-6.5,-31.57,33,-0.9567,20.74,470,471,472,-1
FUS,CHEMBL4573495,-6.5,-54.01,31,-1.7423,-2.38,203,198,167,5
FUS,CHEMBL4573526,-6.5,-32.76,37,-0.8854,20.91,458,472,479,-14
FUS,CHEMBL4574630,-6.5,-39.82,31,-1.2845,11.81,404,403,389,1
FUS,CHEMBL4574860,-6.5,-56.08,31,-1.8090,-4.45,179,172,150,7
FUS,CHEMBL4575162,-6.5,-52.28,31,-1.6865,-0.65,230,222,195,8
FUS,CHEMBL4575539,-6.5,-56.65,31,-1.8274,-5.02,168,166,145,2
FUS,CHEMBL4575782,-6.5,-76.28,30,-2.5427,-24.99,25,22,19,3
FUS,CHEMBL4581156,-6.5,-34.29,32,-1.0716,17.68,446,449,454,-3
FUS,CHEMBL4581455,-6.5,-35.44,28,-1.2657,15.17,441,435,395,6
FUS,CHEMBL4581760,-6.5,-60.53,32,-1.8916,-8.56,129,129,129,0
FUS,CHEMBL4581931,-6.5,-59.20,35,-1.6914,-6.21,143,149,193,-6
FUS,CHEMBL4582240,-6.5,-63.67,35,-1.8191,-10.68,100,108,148,-8
