target,ligand,vina_affinity,mmgbsa_dG,atomos_pesados,eficiencia_ligando,residual,puesto_dG_bruto,puesto_residual,puesto_eficiencia,sube_puestos
SOD1,CHEMBL1210643,-6.6,-61.69,33,-1.8694,6.11,507,652,637,-145
SOD1,CHEMBL1242296,-6.6,-56.13,26,-2.1588,-3.11,639,419,414,220
SOD1,CHEMBL1242373,-6.6,-77.71,33,-2.3548,-9.91,240,286,293,-46
SOD1,CHEMBL1242382,-6.6,-58.76,30,-1.9587,2.71,577,574,570,3
SOD1,CHEMBL12426,-6.6,-52.78,27,-1.9548,2.36,708,564,575,144
SOD1,CHEMBL12566,-6.6,-52.30,32,-1.6344,13.39,721,838,813,-117
SOD1,CHEMBL1469032,-6.6,-40.21,26,-1.5465,12.81,954,823,864,131
SOD1,CHEMBL1540525,-6.6,-97.91,26,-3.7658,-44.89,66,22,7,44
SOD1,CHEMBL16415,-6.6,-31.68,24,-1.3200,17.12,1047,908,977,139
SOD1,CHEMBL1795629,-6.6,-80.18,37,-2.1670,-3.94,209,400,409,-191
SOD1,CHEMBL18045,-6.6,-36.34,26,-1.3977,16.68,1003,901,939,102
SOD1,CHEMBL1859651,-6.6,-26.41,27,-0.9781,28.73,1063,1040,1059,23
SOD1,CHEMBL1863420,-6.6,-43.48,32,-1.3587,22.21,913,977,960,-64
SOD1,CHEMBL1865837,-6.6,-49.12,25,-1.9648,1.79,792,555,566,237
SOD1,CHEMBL20424,-6.6,-45.12,34,-1.3271,24.79,882,1004,974,-122
SOD1,CHEMBL20466,-6.6,-39.57,32,-1.2366,26.12,964,1018,1012,-54
SOD1,CHEMBL22477,-6.6,-32.49,27,-1.2033,22.65,1039,979,1022,60
SOD1,CHEMBL23744,-6.6,-50.07,28,-1.7882,7.18,767,689,706,78
SOD1,CHEMBL25502,-6.6,-63.89,36,-1.7747,10.24,466,753,713,-287
SOD1,CHEMBL27758,-6.6,-72.14,31,-2.3271,-8.56,314,307,310,7
SOD1,CHEMBL3309444,-6.6,-56.36,31,-1.8181,7.22,634,690,677,-56
SOD1,CHEMBL4435623,-6.6,-78.61,34,-2.3121,-8.70,227,303,321,-76
SOD1,CHEMBL4436056,-6.6,-58.56,35,-1.6731,13.46,581,840,784,-259
SOD1,CHEMBL4528197,-6.6,-78.96,35,-2.2560,-6.94,223,348,355,-125
SOD1,CHEMBL4530341,-6.6,-63.51,35,-1.8146,8.51,473,711,683,-238
SOD1,CHEMBL4531084,-6.6,-75.52,34,-2.2212,-5.61,274,367,376,-93
SOD1,CHEMBL4531124,-6.6,-77.23,34,-2.2715,-7.32,249,337,347,-88
SOD1,CHEMBL4532148,-6.6,-60.47,34,-1.7785,9.44,536,731,710,-195
SOD1,CHEMBL4532195,-6.6,-65.22,34,-1.9182,4.69,438,622,597,-184
SOD1,CHEMBL4532204,-6.6,-78.34,31,-2.5271,-14.76,230,218,215,12
SOD1,CHEMBL4532387,-6.6,-75.93,30,-2.5310,-14.46,268,222,210,46
SOD1,CHEMBL4534336,-6.6,-58.24,33,-1.7648,9.56,592,735,722,-143
SOD1,CHEMBL4534361,-6.6,-60.04,29,-2.0703,-0.68,549,486,484,63
SOD1,CHEMBL4534391,-6.6,-117.93,33,-3.5736,-50.13,8,10,16,-2
SOD1,CHEMBL4548513,-6.6,-47.29,30,-1.5763,14.18,827,859,845,-32
SOD1,CHEMBL4562703,-6.6,-65.81,37,-1.7786,10.43,427,758,709,-331
SOD1,CHEMBL4564248,-6.6,-57.11,31,-1.8423,6.47,621,664,655,-43
SOD1,CHEMBL4564744,-6.6,-55.83,30,-1.8610,5.64,647,641,641,6
SOD1,CHEMBL4567758,-6.6,-75.41,36,-2.0947,-1.28,278,457,457,-179
SOD1,CHEMBL4567872,-6.6,-69.41,30,-2.3137,-7.94,366,322,320,44
SOD1,CHEMBL4568240,-6.6,-76.32,32,-2.3850,-10.63,264,271,281,-7
SOD1,CHEMBL4569409,-6.6,-50.21,33,-1.5215,17.59,763,913,885,-150
SOD1,CHEMBL4570848,-6.6,-54.52,28,-1.9471,2.73,676,575,579,101
SOD1,CHEMBL4571590,-6.6,-41.92,33,-1.2703,25.88,933,1014,997,-81
SOD1,CHEMBL4573275,-6.6,-110.56,31,-3.5665,-46.98,20,14,18,6
SOD1,CHEMBL4573290,-6.6,-97.16,32,-3.0362,-31.47,73,75,86,-2
SOD1,CHEMBL4580639,-6.6,-52.44,31,-1.6916,11.14,717,774,769,-57
SOD1,CHEMBL4580803,-6.6,-69.42,34,-2.0418,0.49,365,516,511,-151
SOD1,CHEMBL4581055,-6.6,-80.72,35,-2.3063,-8.70,201,304,327,-103
SOD1,CHEMBL4581268,-6.6,-56.88,23,-2.4730,-10.19,625,281,245,344
SOD1,CHEMBL4581413,-6.6,-58.76,31,-1.8955,4.82,576,624,616,-48
SOD1,CHEMBL4582130,-6.6,-83.00,32,-2.5938,-17.31,179,180,187,-1
SOD1,CHEMBL4583698,-6.6,-33.52,34,-0.9859,36.39,1030,1066,1058,-36
SOD1,CHEMBL4585367,-6.6,-54.54,30,-1.8180,6.93,675,678,678,-3
SOD1,CHEMBL4635744,-6.6,-45.28,28,-1.6171,11.97,877,796,828,81
SOD1,CHEMBL4637018,-6.6,-85.50,35,-2.4429,-13.48,156,236,258,-80
SOD1,CHEMBL4637495,-6.6,-69.62,33,-2.1097,-1.82,361,451,451,-90
SOD1,CHEMBL4637997,-6.6,-47.44,36,-1.3178,26.69,819,1028,978,-209
SOD1,CHEMBL4638521,-6.6,-62.73,36,-1.7425,11.40,490,783,730,-293
SOD1,CHEMBL495019,-6.6,-57.37,30,-1.9123,4.10,614,606,600,8
SOD1,CHEMBL495322,-6.6,-45.92,31,-1.4813,17.66,857,914,903,-57
SOD1,CHEMBL496249,-6.6,-71.54,34,-2.1041,-1.63,322,455,455,-133
SOD1,CHEMBL496481,-6.6,-72.30,29,-2.4931,-12.94,310,244,237,66
SOD1,CHEMBL500662,-6.6,-93.85,32,-2.9328,-28.16,92,94,104,-2
SOD1,CHEMBL501182,-6.6,-91.76,34,-2.6988,-21.85,106,130,146,-24
SOD1,CHEMBL511797,-6.6,-75.25,35,-2.1500,-3.23,279,416,423,-137
SOD1,CHEMBL512693,-6.6,-65.22,26,-2.5085,-12.20,437,252,229,185
SOD1,CHEMBL514420,-6.6,-97.94,31,-3.1594,-34.36,65,63,62,2
SOD1,CHEMBL514762,-6.6,-96.14,33,-2.9133,-28.34,74,92,109,-18
SOD1,CHEMBL514994,-6.6,-64.86,30,-2.1620,-3.39,445,414,413,31
SOD1,CHEMBL515405,-6.6,-44.09,32,-1.3778,21.60,904,970,947,-66
SOD1,CHEMBL516687,-6.6,-55.02,32,-1.7194,10.67,663,762,747,-99
SOD1,CHEMBL516790,-6.6,-69.66,35,-1.9903,2.36,360,566,550,-206
SOD1,CHEMBL516952,-6.6,-86.22,34,-2.5359,-16.31,147,188,209,-41
SOD1,CHEMBL517117,-6.6,-63.99,33,-1.9391,3.81,461,597,585,-136
SOD1,CHEMBL517996,-6.6,-87.89,32,-2.7466,-22.20,136,129,140,7
SOD1,CHEMBL520195,-6.6,-34.95,31,-1.1274,28.63,1015,1039,1041,-24
SOD1,CHEMBL521809,-6.6,-72.37,33,-2.1930,-4.57,309,383,390,-74
SOD1,CHEMBL521815,-6.6,-44.75,29,-1.5431,14.61,887,865,869,22
SOD1,CHEMBL523361,-6.6,-58.19,28,-2.0782,-0.94,594,469,476,125
SOD1,CHEMBL523874,-6.6,-43.15,27,-1.5981,11.99,917,799,837,118
SOD1,CHEMBL524096,-6.6,-81.88,33,-2.4812,-14.08,189,231,242,-42
SOD1,CHEMBL524800,-6.6,-49.46,28,-1.7664,7.79,785,701,721,84
SOD1,CHEMBL527569,-6.6,-86.28,37,-2.3319,-10.04,146,283,308,-137
SOD1,CHEMBL551205,-6.6,-101.45,33,-3.0742,-33.65,48,69,79,-21
SOD1,CHEMBL558025,-6.6,-79.50,31,-2.5645,-15.92,218,199,199,19
SOD1,CHEMBL559638,-6.6,-67.84,28,-2.4229,-10.59,390,272,264,118
SOD1,CHEMBL561019,-6.6,-77.89,36,-2.1636,-3.76,234,403,412,-169
SOD1,CHEMBL561206,-6.6,-100.82,34,-2.9653,-30.91,53,80,95,-27
SOD1,CHEMBL561540,-6.6,-70.35,33,-2.1318,-2.55,342,431,431,-89
SOD1,CHEMBL563189,-6.6,-79.08,36,-2.1967,-4.95,221,378,388,-157
SOD1,CHEMBL564118,-6.6,-61.51,27,-2.2781,-6.37,512,354,344,158
SOD1,CHEMBL564268,-6.6,-69.89,34,-2.0556,0.02,355,504,498,-149
SOD1,CHEMBL564397,-6.6,-52.67,32,-1.6459,13.02,712,829,804,-117
SOD1,CHEMBL565614,-6.6,-64.21,34,-1.8885,5.70,456,644,623,-188
SOD1,DEXAMETHASONE,-6.6,-62.28,31,-2.0090,1.30,499,539,538,-40
SOD1,CHEMBL10309,-6.5,-48.54,29,-1.6738,10.82,803,767,783,36
SOD1,CHEMBL10676,-6.5,-65.06,36,-1.8072,9.07,442,724,688,-282
SOD1,CHEMBL1210898,-6.5,-76.66,27,-2.8393,-21.52,256,135,123,121
SOD1,CHEMBL1242845,-6.5,-68.22,34,-2.0065,1.69,383,553,540,-170
SOD1,CHEMBL1349775,-6.5,-82.16,33,-2.4897,-14.36,185,224,239,-39
SOD1,CHEMBL14048,-6.5,-69.76,29,-2.4055,-10.40,358,276,272,82
SOD1,CHEMBL14853,-6.5,-60.41,28,-2.1575,-3.16,541,417,415,124
SOD1,CHEMBL17198,-6.5,-34.73,32,-1.0853,30.96,1020,1050,1047,-30
SOD1,CHEMBL17624,-6.5,-60.99,28,-2.1782,-3.74,524,405,399,119
SOD1,CHEMBL1796457,-6.5,-47.44,23,-2.0626,-0.75,818,481,492,337
SOD1,CHEMBL1859919,-6.5,-49.60,26,-1.9077,3.42,778,586,606,192
SOD1,CHEMBL1860618,-6.5,-48.67,27,-1.8026,6.47,802,663,692,139
SOD1,CHEMBL1860868,-6.5,-55.64,24,-2.3183,-6.84,652,349,313,303
SOD1,CHEMBL1863308,-6.5,-34.75,34,-1.0221,35.16,1019,1063,1052,-44
SOD1,CHEMBL1863617,-6.5,-45.09,27,-1.6700,10.05,883,748,785,135
SOD1,CHEMBL1864123,-6.5,-51.55,27,-1.9093,3.59,736,591,605,145
SOD1,CHEMBL1864439,-6.5,-84.01,29,-2.8969,-24.65,171,116,113,55
SOD1,CHEMBL1864963,-6.5,-92.64,28,-3.3086,-35.39,100,57,40,43
SOD1,CHEMBL1865181,-6.5,-97.53,27,-3.6122,-42.39,68,28,14,40
SOD1,CHEMBL1865552,-6.5,-78.69,30,-2.6230,-17.22,226,181,175,45
SOD1,CHEMBL1866082,-6.5,-54.48,28,-1.9457,2.77,677,577,581,100
SOD1,CHEMBL19270,-6.5,-69.66,34,-2.0488,0.25,359,512,503,-153
SOD1,CHEMBL19349,-6.5,-54.40,30,-1.8133,7.07,679,684,684,-5
SOD1,CHEMBL19626,-6.5,-92.64,30,-3.0880,-31.17,101,77,75,24
SOD1,CHEMBL20825,-6.5,-80.65,33,-2.4439,-12.85,202,246,256,-44
SOD1,CHEMBL25345,-6.5,-78.42,35,-2.2406,-6.40,228,353,363,-125
SOD1,CHEMBL25666,-6.5,-48.76,26,-1.8754,4.26,798,610,635,188
SOD1,CHEMBL26936,-6.5,-51.56,30,-1.7187,9.91,735,746,749,-11
SOD1,CHEMBL29217,-6.5,-77.56,33,-2.3503,-9.76,243,287,298,-44
SOD1,CHEMBL29571,-6.5,-70.37,28,-2.5132,-13.12,341,240,224,101
SOD1,CHEMBL3309985,-6.5,-46.80,26,-1.8000,6.22,837,655,694,182
SOD1,CHEMBL3309991,-6.5,-47.89,28,-1.7104,9.36,810,727,751,83
SOD1,CHEMBL4434951,-6.5,-34.95,24,-1.4563,13.85,1016,851,913,165
SOD1,CHEMBL4434956,-6.5,-46.32,30,-1.5440,15.15,845,871,867,-26
SOD1,CHEMBL4435905,-6.5,-67.63,32,-2.1134,-1.94,397,449,449,-52
SOD1,CHEMBL4436016,-6.5,-89.78,31,-2.8961,-26.20,119,107,114,12
SOD1,CHEMBL4436157,-6.5,-79.03,30,-2.6343,-17.56,222,178,166,44
SOD1,CHEMBL4530208,-6.5,-59.56,34,-1.7518,10.35,558,756,727,-198
SOD1,CHEMBL4530658,-6.5,-68.74,36,-1.9094,5.39,376,636,604,-260
SOD1,CHEMBL4530939,-6.5,-79.70,31,-2.5710,-16.12,215,192,195,23
SOD1,CHEMBL4531786,-6.5,-67.30,30,-2.2433,-5.83,402,364,361,38
SOD1,CHEMBL4533631,-6.5,-45.77,30,-1.5257,15.70,863,878,880,-15
SOD1,CHEMBL4533958,-6.5,-57.16,28,-2.0414,0.09,620,508,512,112
SOD1,CHEMBL4534050,-6.5,-97.19,37,-2.6268,-20.95,72,140,172,-68
SOD1,CHEMBL4543556,-6.5,-71.43,35,-2.0409,0.59,324,520,513,-196
SOD1,CHEMBL4553151,-6.5,-59.14,29,-2.0393,0.22,567,511,515,56
SOD1,CHEMBL4564277,-6.5,-75.99,33,-2.3027,-8.19,267,316,329,-49
SOD1,CHEMBL4564351,-6.5,-50.89,27,-1.8848,4.25,749,608,627,141
SOD1,CHEMBL4564624,-6.5,-56.53,31,-1.8235,7.05,633,682,670,-49
SOD1,CHEMBL4565091,-6.5,-60.04,32,-1.8762,5.65,548,642,633,-94
SOD1,CHEMBL4566549,-6.5,-63.57,31,-2.0506,0.01,469,502,501,-33
SOD1,CHEMBL4568382,-6.5,-41.16,28,-1.4700,16.09,945,890,910,55
SOD1,CHEMBL4569164,-6.5,-55.03,31,-1.7752,8.55,662,712,712,-50
SOD1,CHEMBL4569304,-6.5,-66.19,32,-2.0684,-0.50,418,488,486,-70
SOD1,CHEMBL4569357,-6.5,-111.34,34,-3.2747,-41.43,18,30,45,-12
SOD1,CHEMBL4570510,-6.5,-46.92,25,-1.8768,3.99,834,601,632,233
SOD1,CHEMBL4571045,-6.5,-42.25,29,-1.4569,17.11,927,907,912,20
SOD1,CHEMBL4571226,-6.5,-60.46,29,-2.0848,-1.10,539,463,466,76
SOD1,CHEMBL4571586,-6.5,-44.21,26,-1.7004,8.81,900,715,760,185
SOD1,CHEMBL4573105,-6.5,-85.95,34,-2.5279,-16.04,149,196,214,-47
SOD1,CHEMBL4575049,-6.5,-81.10,33,-2.4576,-13.30,196,239,252,-43
SOD1,CHEMBL4575184,-6.5,-47.35,29,-1.6328,12.01,824,803,818,21
SOD1,CHEMBL4580842,-6.5,-70.88,31,-2.2865,-7.30,333,338,338,-5
SOD1,CHEMBL4581184,-6.5,-40.83,31,-1.3171,22.75,947,983,979,-36
SOD1,CHEMBL4581299,-6.5,-77.73,34,-2.2862,-7.82,239,328,339,-89
SOD1,CHEMBL4581931,-6.5,-72.91,35,-2.0831,-0.89,298,475,469,-177
SOD1,CHEMBL4583574,-6.5,-94.93,31,-3.0623,-31.35,83,76,80,7
SOD1,CHEMBL4583613,-6.5,-53.52,30,-1.7840,7.95,693,706,707,-13
SOD1,CHEMBL4635552,-6.5,-53.30,29,-1.8379,6.06,701,650,658,51
SOD1,CHEMBL4637016,-6.5,-69.98,27,-2.5919,-14.84,353,217,188,136
SOD1,CHEMBL4637325,-6.5,-67.20,38,-1.7684,11.15,405,775,718,-370
SOD1,CHEMBL4637658,-6.5,-47.24,29,-1.6290,12.12,830,808,823,22
SOD1,CHEMBL4638039,-6.5,-98.64,33,-2.9891,-30.84,60,83,93,-23
SOD1,CHEMBL4638078,-6.5,-98.68,30,-3.2893,-37.21,59,49,41,10
SOD1,CHEMBL4638505,-6.5,-47.26,29,-1.6297,12.10,828,805,822,23
SOD1,CHEMBL4638561,-6.5,-64.00,29,-2.2069,-4.64,460,380,381,80
SOD1,CHEMBL4638917,-6.5,-111.00,34,-3.2647,-41.09,19,32,47,-13
SOD1,CHEMBL4638972,-6.5,-47.17,31,-1.5216,16.41,832,896,884,-64
SOD1,CHEMBL4639051,-6.5,-41.28,27,-1.5289,13.86,941,852,879,89
SOD1,CHEMBL4639112,-6.5,-53.46,34,-1.5724,16.45,697,897,849,-200
SOD1,CHEMBL4639614,-6.5,-38.98,26,-1.4992,14.04,971,856,894,115
SOD1,CHEMBL497980,-6.5,-40.53,32,-1.2666,25.16,950,1009,999,-59
SOD1,CHEMBL498197,-6.5,-70.21,25,-2.8084,-19.30,345,159,127,186
SOD1,CHEMBL498199,-6.5,-67.24,31,-2.1690,-3.66,404,407,406,-3
SOD1,CHEMBL498343,-6.5,-65.07,30,-2.1690,-3.60,441,409,407,32
SOD1,CHEMBL500635,-6.5,-41.22,25,-1.6488,9.69,942,738,802,204
SOD1,CHEMBL500921,-6.5,-119.43,34,-3.5126,-49.52,7,11,22,-4
SOD1,CHEMBL501462,-6.5,-77.40,32,-2.4188,-11.71,246,254,266,-8
SOD1,CHEMBL501486,-6.5,-66.86,33,-2.0261,0.94,407,531,522,-124
SOD1,CHEMBL503089,-6.5,-53.59,28,-1.9139,3.66,691,592,599,99
SOD1,CHEMBL504005,-6.5,-70.99,22,-3.2268,-26.41,329,105,51,224
SOD1,CHEMBL511137,-6.5,-76.33,31,-2.4623,-12.75,263,248,250,15
SOD1,CHEMBL511475,-6.5,-70.15,34,-2.0632,-0.24,346,494,491,-148
SOD1,CHEMBL511669,-6.5,-63.99,34,-1.8821,5.92,462,647,630,-185
SOD1,CHEMBL511942,-6.5,-86.93,30,-2.8977,-25.46,144,110,112,34
SOD1,CHEMBL512267,-6.5,-66.43,28,-2.3725,-9.18,416,294,282,122
SOD1,CHEMBL512290,-6.5,-65.68,32,-2.0525,0.01,430,503,499,-73
SOD1,CHEMBL512308,-6.5,-82.13,28,-2.9332,-24.88,186,114,103,72
SOD1,CHEMBL513227,-6.5,-60.65,36,-1.6847,13.48,533,841,775,-308
SOD1,CHEMBL513422,-6.5,-82.68,31,-2.6671,-19.10,182,161,152,21
SOD1,CHEMBL513720,-6.5,-56.63,31,-1.8268,6.95,631,680,668,-49
SOD1,CHEMBL514185,-6.5,-101.05,32,-3.1578,-35.36,51,58,63,-7
SOD1,CHEMBL514419,-6.5,-79.54,31,-2.5658,-15.96,217,198,197,19
SOD1,CHEMBL515179,-6.5,-64.63,33,-1.9585,3.17,449,583,571,-134
SOD1,CHEMBL515491,-6.5,-89.98,36,-2.4994,-15.85,117,202,233,-85
SOD1,CHEMBL516855,-6.5,-63.71,30,-2.1237,-2.24,467,438,436,29
SOD1,CHEMBL517010,-6.5,-58.84,25,-2.3536,-7.93,573,323,295,250
SOD1,CHEMBL519416,-6.5,-58.09,37,-1.5700,18.15,601,920,851,-319
SOD1,CHEMBL519851,-6.5,-55.92,28,-1.9971,1.33,642,543,548,99
SOD1,CHEMBL520129,-6.5,-83.26,33,-2.5230,-15.46,177,208,218,-31
SOD1,CHEMBL520557,-6.5,-44.59,36,-1.2386,29.54,891,1044,1011,-153
SOD1,CHEMBL521037,-6.5,-60.23,27,-2.2307,-5.09,547,375,369,172
SOD1,CHEMBL521532,-6.5,-63.92,33,-1.9370,3.88,465,598,586,-133
SOD1,CHEMBL522143,-6.5,-42.15,36,-1.1708,31.98,929,1053,1031,-124
SOD1,CHEMBL522502,-6.5,-61.51,30,-2.0503,-0.04,513,501,502,12
SOD1,CHEMBL522596,-6.5,-45.73,29,-1.5769,13.63,866,844,844,22
SOD1,CHEMBL523261,-6.5,-52.63,25,-2.1052,-1.72,713,453,454,260
SOD1,CHEMBL524551,-6.5,-60.25,23,-2.6196,-13.56,546,234,177,312
SOD1,CHEMBL557910,-6.5,-101.54,27,-3.7607,-46.40,46,16,8,30
SOD1,CHEMBL559562,-6.5,-105.61,29,-3.6417,-46.25,33,17,11,16
SOD1,CHEMBL559878,-6.5,-64.29,32,-2.0091,1.40,455,545,537,-90
SOD1,CHEMBL561445,-6.5,-47.85,31,-1.5435,15.73,813,879,868,-66
SOD1,CHEMBL562407,-6.5,-90.95,36,-2.5264,-16.82,111,186,216,-75
SOD1,CHEMBL562923,-6.5,-66.11,38,-1.7397,12.24,422,811,732,-389
SOD1,CHEMBL563019,-6.5,-74.72,32,-2.3350,-9.03,282,297,306,-15
SOD1,CHEMBL563590,-6.5,-76.42,36,-2.1228,-2.29,259,435,437,-176
SOD1,CHEMBL564211,-6.5,-69.08,34,-2.0318,0.83,369,527,519,-158
SOD1,CHEMBL564436,-6.5,-59.22,32,-1.8506,6.47,563,665,648,-102
SOD1,CHEMBL565310,-6.5,-57.21,30,-1.9070,4.26,618,609,608,9
SOD1,CHEMBL565857,-6.5,-55.90,29,-1.9276,3.46,644,589,589,55
SOD1,CHEMBL565921,-6.5,-75.08,27,-2.7807,-19.94,281,152,135,129
SOD1,CHEMBL566219,-6.5,-45.87,28,-1.6382,11.38,859,782,811,77
SOD1,CHEMBL568580,-6.5,-35.86,35,-1.0246,36.16,1007,1065,1051,-58
SOD1,GLASDEGIB,-6.5,-101.28,31,-3.2671,-37.70,50,45,46,5
SOD1,INDACATEROL,-6.5,-54.65,33,-1.6561,13.15,674,834,796,-160
SOD1,BICTEGRAVIR,-6.4,-45.33,34,-1.3332,24.58,876,1003,971,-127
SOD1,CARBAMAZEPINE,-6.4,-39.05,20,-1.9525,1.31,970,542,578,428
SOD1,CHEMBL10211,-6.4,-65.08,31,-2.0994,-1.50,440,456,456,-16
SOD1,CHEMBL11150,-6.4,-44.77,25,-1.7908,6.14,886,653,701,233
SOD1,CHEMBL1163133,-6.4,-39.14,24,-1.6308,9.66,969,737,820,232
SOD1,CHEMBL1163540,-6.4,-60.01,26,-2.3081,-6.99,551,345,324,206
SOD1,CHEMBL11824,-6.4,-50.90,33,-1.5424,16.90,747,902,870,-155
SOD1,CHEMBL1204619,-6.4,-98.02,27,-3.6304,-42.88,64,25,13,39
SOD1,CHEMBL1207010,-6.4,-76.08,29,-2.6234,-16.72,266,187,174,79
SOD1,CHEMBL1207227,-6.4,-58.21,27,-2.1559,-3.07,593,420,416,173
SOD1,CHEMBL124937,-6.4,-40.28,22,-1.8309,4.30,952,611,665,341
SOD1,CHEMBL1310576,-6.4,-87.61,35,-2.5031,-15.59,139,205,232,-66
SOD1,CHEMBL13148,-6.4,-63.65,25,-2.5460,-12.74,468,249,205,219
SOD1,CHEMBL1343658,-6.4,-58.72,29,-2.0248,0.64,578,521,524,57
SOD1,CHEMBL15855,-6.4,-46.89,35,-1.3397,25.13,836,1008,967,-172
SOD1,CHEMBL15961,-6.4,-72.71,36,-2.0197,1.42,304,547,526,-243
SOD1,CHEMBL16303,-6.4,-63.04,27,-2.3348,-7.90,484,325,307,159
SOD1,CHEMBL16544,-6.4,-48.39,29,-1.6686,10.97,805,770,788,35
SOD1,CHEMBL16820,-6.4,-43.65,24,-1.8187,5.15,910,631,675,279
SOD1,CHEMBL17200,-6.4,-39.67,20,-1.9835,0.69,960,522,555,438
SOD1,CHEMBL17479,-6.4,-54.68,28,-1.9529,2.57,670,570,577,100
SOD1,CHEMBL17634,-6.4,-76.99,29,-2.6548,-17.63,253,177,159,76
SOD1,CHEMBL17787,-6.4,-114.64,30,-3.8213,-53.17,13,6,6,7
SOD1,CHEMBL1782170,-6.4,-67.74,22,-3.0791,-23.16,393,120,77,273
SOD1,CHEMBL1808973,-6.4,-50.01,25,-2.0004,0.90,770,530,545,240
SOD1,CHEMBL1809186,-6.4,-69.77,33,-2.1142,-1.97,357,447,448,-90
SOD1,CHEMBL1858377,-6.4,-34.71,24,-1.4463,14.09,1021,858,918,163
SOD1,CHEMBL1858853,-6.4,-43.40,25,-1.7360,7.51,915,698,736,217
SOD1,CHEMBL1858900,-6.4,-83.84,33,-2.5406,-16.04,172,195,206,-23
SOD1,CHEMBL1858903,-6.4,-32.51,24,-1.3546,16.29,1037,894,961,143
SOD1,CHEMBL1859211,-6.4,-55.40,32,-1.7312,10.29,657,755,739,-98
SOD1,CHEMBL1859818,-6.4,-36.91,27,-1.3670,18.23,996,921,952,75
SOD1,CHEMBL1862912,-6.4,-54.93,33,-1.6645,12.87,667,827,791,-160
SOD1,CHEMBL1863068,-6.4,-80.28,32,-2.5088,-14.59,206,220,228,-14
SOD1,CHEMBL1863508,-6.4,-64.08,33,-1.9418,3.72,459,594,582,-135
SOD1,CHEMBL1863528,-6.4,-89.16,36,-2.4767,-15.03,127,215,244,-88
SOD1,CHEMBL1863926,-6.4,-105.31,30,-3.5103,-43.84,34,24,23,10
SOD1,CHEMBL1864789,-6.4,-46.62,28,-1.6650,10.63,840,761,790,79
SOD1,CHEMBL1864929,-6.4,-55.83,28,-1.9939,1.42,648,546,549,102
SOD1,CHEMBL1865383,-6.4,-65.91,31,-2.1261,-2.33,425,434,435,-9
SOD1,CHEMBL1865896,-6.4,-94.47,31,-3.0474,-30.89,90,81,83,9
SOD1,CHEMBL1866121,-6.4,-71.22,32,-2.2256,-5.53,326,370,372,-44
SOD1,CHEMBL18727,-6.4,-111.75,36,-3.1042,-37.62,16,47,71,-31
SOD1,CHEMBL19179,-6.4,-111.61,27,-4.1337,-56.47,17,3,1,14
SOD1,CHEMBL19348,-6.4,-69.00,33,-2.0909,-1.20,371,459,458,-88
SOD1,CHEMBL19404,-6.4,-71.18,31,-2.2961,-7.60,327,330,333,-3
SOD1,CHEMBL20160,-6.4,-62.62,26,-2.4085,-9.60,491,289,271,202
SOD1,CHEMBL21079,-6.4,-85.13,32,-2.6603,-19.44,159,157,156,2
SOD1,CHEMBL22736,-6.4,-49.19,33,-1.4906,18.61,790,929,899,-139
SOD1,CHEMBL24950,-6.4,-48.35,27,-1.7907,6.79,806,674,702,132
SOD1,CHEMBL25091,-6.4,-55.46,25,-2.2184,-4.55,655,384,378,271
SOD1,CHEMBL26844,-6.4,-51.25,29,-1.7672,8.11,740,708,720,32
SOD1,CHEMBL26872,-6.4,-53.49,28,-1.9104,3.76,695,596,601,99
SOD1,CHEMBL27387,-6.4,-91.38,30,-3.0460,-29.91,108,86,84,22
SOD1,CHEMBL28177,-6.4,-51.04,27,-1.8904,4.10,745,605,621,140
SOD1,CHEMBL3309506,-6.4,-56.02,29,-1.9317,3.34,640,585,588,55
SOD1,CHEMBL3309659,-6.4,-48.67,32,-1.5209,17.02,801,904,886,-103
SOD1,CHEMBL3310155,-6.4,-51.78,34,-1.5229,18.13,732,918,883,-186
SOD1,CHEMBL4434912,-6.4,-44.15,31,-1.4242,19.43,901,939,928,-38
SOD1,CHEMBL4435016,-6.4,-35.74,30,-1.1913,25.73,1009,1013,1025,-4
SOD1,CHEMBL4435183,-6.4,-80.34,34,-2.3629,-10.43,204,275,288,-71
SOD1,CHEMBL4435185,-6.4,-66.65,35,-1.9043,5.37,411,634,612,-223
SOD1,CHEMBL4435470,-6.4,-38.81,30,-1.2937,22.66,974,980,985,-6
SOD1,CHEMBL4435695,-6.4,-59.99,33,-1.8179,7.81,552,702,679,-150
SOD1,CHEMBL4436565,-6.4,-67.64,28,-2.4157,-10.39,396,278,267,118
SOD1,CHEMBL4529573,-6.4,-58.81,35,-1.6803,13.21,574,835,778,-261
SOD1,CHEMBL4529578,-6.4,-67.33,31,-2.1719,-3.75,401,404,405,-3
SOD1,CHEMBL4529958,-6.4,-54.94,34,-1.6159,14.97,665,869,829,-204
SOD1,CHEMBL4529977,-6.4,-85.99,31,-2.7739,-22.41,148,125,136,23
SOD1,CHEMBL4530238,-6.4,-59.87,25,-2.3948,-8.96,554,298,277,256
SOD1,CHEMBL4530759,-6.4,-43.66,28,-1.5593,13.59,909,842,855,67
SOD1,CHEMBL4530812,-6.4,-87.28,35,-2.4937,-15.26,141,212,235,-71
SOD1,CHEMBL4531804,-6.4,-61.06,33,-1.8503,6.74,523,672,650,-149
