ligand,rol,vina,recall,jaccard,coseno,n_contactos
ACT_CHEMBL2165614,activo,-7.185,0.3025,0.2236,0.3737,78
DECM_CHEMBL3213756,decoy,-4.813,0.3025,0.2857,0.5033,43
DECM_CHEMBL550,decoy,-4.439,0.3025,0.2628,0.4491,54
DECM_CHEMBL595793,decoy,-5.992,0.3025,0.2812,0.492,45
DECM_CHEMBL607400,decoy,-4.323,0.3025,0.2647,0.4533,53
DECM_CHEMBL671,decoy,-3.28,0.3025,0.2903,0.5154,41
DEC_CHEMBL1332994,decoy,-5.514,0.3025,0.2903,0.5154,41
DEC_CHEMBL1334295,decoy,-4.814,0.3025,0.2571,0.4371,57
DEC_CHEMBL1491689,decoy,-5.114,0.3025,0.2927,0.5218,40
DEC_CHEMBL1712280,decoy,-5.144,0.3025,0.2857,0.5033,43
DEC_CHEMBL3213756,decoy,-4.764,0.3025,0.2791,0.4866,46
DECH_CHEMBL117785,decoy,-4.953,0.2941,0.2823,0.5073,40
DECH_CHEMBL1547534,decoy,-4.325,0.2941,0.2756,0.4893,43
DECH_CHEMBL1595,decoy,-5.451,0.2941,0.2612,0.4537,50
DECH_CHEMBL997,decoy,-4.187,0.2941,0.2215,0.373,74
DECM_CHEMBL1377,decoy,-5.068,0.2941,0.2349,0.398,65
DECM_CHEMBL2106939,decoy,-4.432,0.2941,0.2482,0.425,57
DECM_CHEMBL4435669,decoy,-6.339,0.2941,0.2174,0.3656,77
DECM_CHEMBL61006,decoy,-4.56,0.2941,0.25,0.4287,56
DECM_CHEMBL750,decoy,-5.083,0.2941,0.25,0.4287,56
DEC_CAPTOPRIL,decoy,-4.508,0.2941,0.2397,0.4075,62
DEC_CHEMBL1605531,decoy,-5.604,0.2941,0.2632,0.4583,49
DEC_CHEMBL1969867,decoy,-4.966,0.2941,0.216,0.3633,78
ACT_LCS-1,activo,-4.94,0.2907,0.2101,0.354,58
DECH_CHEMBL924,decoy,-4.376,0.2857,0.2329,0.3991,61
DECM_CHEMBL1068,decoy,-5.623,0.2857,0.2482,0.4322,52
DECM_CHEMBL1102,decoy,-5.314,0.2857,0.2464,0.4281,53
DECM_CHEMBL1177,decoy,-5.256,0.2857,0.2482,0.4322,52
DECM_CHEMBL315985,decoy,-5.581,0.2857,0.2446,0.4241,54
DECM_CHEMBL444,decoy,-4.576,0.2857,0.2378,0.4093,58
DEC_CHEMBL1558218,decoy,-5.012,0.2857,0.2556,0.4499,48
DECH_CHEMBL1208,decoy,-4.985,0.2773,0.2357,0.4117,54
DECM_CHEMBL1560,decoy,-4.235,0.2773,0.2292,0.3972,58
DECM_CHEMBL712,decoy,-5.374,0.2773,0.2598,0.4724,41
DECM_CHEMBL797,decoy,-5.425,0.2773,0.2619,0.4783,40
DEC_CHEMBL1315185,decoy,-6.137,0.2773,0.2129,0.3642,69
DEC_CHEMBL1414576,decoy,-4.527,0.2773,0.2619,0.4783,40
DEC_CHEMBL1602967,decoy,-6.175,0.2773,0.2578,0.4668,42
DEC_CHEMBL1730221,decoy,-5.112,0.2773,0.2357,0.4117,54
DEC_CHEMBL1900371,decoy,-4.315,0.2773,0.2598,0.4724,41
DEC_Teriflunomide,decoy,-5.805,0.2773,0.2115,0.3616,70
DECH_CHEMBL1540430,decoy,-5.357,0.2689,0.2424,0.4373,45
DECH_CHEMBL3137326,decoy,-5.24,0.2689,0.2602,0.4889,36
DECH_CHEMBL659,decoy,-5.02,0.2689,0.256,0.4759,38
DECM_CHEMBL1593719,decoy,-4.372,0.2689,0.2336,0.4149,50
DECM_CHEMBL17860,decoy,-4.618,0.2689,0.2222,0.3885,57
DECM_CHEMBL72,decoy,-5.51,0.2689,0.2462,0.4473,43
DEC_CHEMBL1441905,decoy,-5.269,0.2689,0.2462,0.4473,43
DEC_CHEMBL1461527,decoy,-4.666,0.2689,0.2388,0.4279,47
DEC_CHEMBL1540430,decoy,-5.361,0.2689,0.2462,0.4473,43
ACT_CHEMBL2165601,activo,-5.343,0.2605,0.2,0.3472,67
DECH_CHEMBL1311703,decoy,-6.101,0.2605,0.2246,0.4019,50
DECH_CHEMBL1524140,decoy,-5.012,0.2605,0.2,0.3472,67
DECM_CHEMBL1305,decoy,-5.068,0.2605,0.2403,0.4438,41
DECM_CHEMBL1591882,decoy,-6.068,0.2605,0.2403,0.4438,41
DECM_CHEMBL7863,decoy,-4.839,0.2605,0.2183,0.3867,54
DEC_CHEMBL1429852,decoy,-4.786,0.2605,0.2403,0.4438,41
DEC_CHEMBL1579274,decoy,-4.696,0.2605,0.2366,0.4334,43
DECH_CHEMBL1485521,decoy,-4.951,0.2521,0.2083,0.3708,55
DECM_CHEMBL1509423,decoy,-5.032,0.2521,0.2326,0.4348,40
DECM_CHEMBL2165607,decoy,-5.491,0.2521,0.1974,0.3465,63
DECM_CHEMBL591,decoy,-3.721,0.2521,0.25,0.4939,31
DECM_CHEMBL592,decoy,-5.511,0.2521,0.2381,0.4521,37
DEC_CHEMBL1346563,decoy,-5.462,0.2521,0.2256,0.4146,44
DEC_CHEMBL1372889,decoy,-5.013,0.2521,0.2521,0.5021,30
DEC_CHEMBL1443628,decoy,-5.081,0.2521,0.2326,0.4348,40
DEC_CHEMBL1570913,decoy,-5.604,0.2521,0.1923,0.336,67
DEC_CHEMBL1595503,decoy,-5.018,0.2521,0.24,0.4583,36
DEC_CHEMBL1708757,decoy,-4.727,0.2521,0.2479,0.4862,32
ACT_CHEMBL2165604,activo,-5.051,0.2437,0.1933,0.3432,60
ACT_CHEMBL2165606,activo,-5.896,0.2437,0.1908,0.3376,62
ACT_CHEMBL2165608,activo,-5.558,0.2437,0.1959,0.3491,58
DECH_CHEMBL319144,decoy,-4.946,0.2437,0.1835,0.3224,68
DECM_CHEMBL1100,decoy,-4.048,0.2437,0.2197,0.4102,42
DECM_CHEMBL1372889,decoy,-5.188,0.2437,0.2417,0.4854,30
DECM_CHEMBL2165606,decoy,-5.885,0.2437,0.1908,0.3376,62
DECM_CHEMBL427,decoy,-2.722,0.2437,0.2148,0.3963,45
DECM_CHEMBL861,decoy,-5.446,0.2437,0.2028,0.3652,53
DEC_CHEMBL1373755,decoy,-4.894,0.2437,0.2071,0.376,50
DEC_CHEMBL1476890,decoy,-5.583,0.2437,0.2248,0.4257,39
DEC_CHEMBL1527656,decoy,-4.976,0.2437,0.2086,0.3798,49
DEC_CHEMBL2179268,decoy,-5.595,0.2437,0.1871,0.3297,65
DEC_CHEMBL3194612,decoy,-5.677,0.2437,0.2437,0.4937,29
ACT_CHEMBL1939222,activo,-5.462,0.2353,0.1795,0.3184,65
ACT_CHEMBL2165605,activo,-5.556,0.2353,0.1783,0.3159,66
ACT_CHEMBL2165611,activo,-5.311,0.2353,0.1783,0.3159,66
ACT_CHEMBL2165612,activo,-5.33,0.2353,0.183,0.326,62
DECM_CHEMBL1201073,decoy,-3.338,0.2353,0.2029,0.3744,47
DECM_CHEMBL1461506,decoy,-5.734,0.2353,0.2137,0.4058,40
DECM_CHEMBL1939222,decoy,-5.446,0.2353,0.175,0.309,69
DECM_CHEMBL760,decoy,-4.928,0.2353,0.2171,0.4164,38
DEC_CHEMBL1461506,decoy,-5.847,0.2353,0.2154,0.411,39
DEC_CHEMBL1571416,decoy,-4.736,0.2353,0.2105,0.3961,42
DEC_CHEMBL1730329,decoy,-5.311,0.2353,0.1795,0.3184,65
DEC_CHEMBL2165612,decoy,-5.194,0.2353,0.1842,0.3286,61
DEC_CHEMBL2356527,decoy,-5.31,0.2353,0.2222,0.4339,35
DEC_CHEMBL3213140,decoy,-5.147,0.2353,0.2205,0.4278,36
DEC_Riluzole,decoy,-4.72,0.2353,0.1739,0.3068,70
ACT_CHEMBL1643556,activo,-5.054,0.2269,0.1875,0.3432,52
ACT_CHEMBL1643557,activo,-5.354,0.2269,0.1731,0.3094,64
ACT_CHEMBL2165610,activo,-5.222,0.2269,0.1677,0.298,69
DECM_CHEMBL1571416,decoy,-4.895,0.2269,0.2126,0.4184,35
DECM_CHEMBL1909282,decoy,-5.453,0.2269,0.1742,0.3118,63
DECM_CHEMBL39736,decoy,-4.37,0.2269,0.1875,0.3432,52
DECM_CHEMBL449,decoy,-4.676,0.2269,0.1942,0.361,47
DEC_CHEMBL1092384,decoy,-5.242,0.2269,0.1942,0.361,47
DEC_CHEMBL1879685,decoy,-4.509,0.2269,0.1971,0.369,45
DEC_CHEMBL2359671,decoy,-4.546,0.2269,0.2109,0.4125,36
DECH_CHEMBL1728200,decoy,-5.055,0.2185,0.1985,0.3866,38
DECH_CHEMBL7790,decoy,-6.245,0.2185,0.208,0.4213,32
DECM_CHEMBL1037,decoy,-5.153,0.2185,0.1781,0.3274,53
DECM_CHEMBL445,decoy,-5.612,0.2185,0.1806,0.3337,51
DECM_CHEMBL92401,decoy,-4.648,0.2185,0.1781,0.3274,53
DEC_CHEMBL1091583,decoy,-4.977,0.2185,0.1781,0.3274,53
DEC_CHEMBL1091584,decoy,-5.184,0.2185,0.1699,0.3077,60
DEC_CHEMBL1939222,decoy,-5.274,0.2185,0.1625,0.2912,67
DEC_CHEMBL1591882,decoy,-6.083,0.2101,0.1712,0.3178,52
DEC_CHEMBL272808,decoy,-6.011,0.2101,0.1582,0.2865,64
DEC_Lamotrigine,decoy,-4.371,0.2101,0.1712,0.3178,52
DECH_CHEMBL1350,decoy,-4.517,0.2017,0.1589,0.294,56
DECH_CHEMBL53,decoy,-5.883,0.2017,0.1714,0.328,45
DEC_CHEMBL1579933,decoy,-4.818,0.2017,0.1622,0.3022,53
DEC_CHEMBL1879543,decoy,-4.172,0.2017,0.1805,0.3569,38
ACT_CHEMBL2165603,activo,-4.841,0.1933,0.1513,0.2817,56
DECH_CHEMBL20287,decoy,-6.316,0.1933,0.1474,0.2722,60
DECM_CHEMBL1200790,decoy,-4.332,0.1933,0.1655,0.3215,43
DECH_CHEMBL1409776,decoy,-4.82,0.1849,0.1594,0.315,41
DEC_CHEMBL1462643,decoy,-5.52,0.1849,0.135,0.2482,66
DECM_CHEMBL513,decoy,-3.677,0.1513,0.1259,0.2546,42
DEC_CHEMBL1970198,decoy,-5.308,0.1513,0.1233,0.246,45
DECH_CHEMBL4802240,decoy,-5.474,0.0588,0.0345,0.0673,91
DECH_CHEMBL871,decoy,-3.884,0.0504,0.0341,0.0693,63
DECM_CHEMBL1414576,decoy,-4.545,0.042,0.0284,0.0582,62
DECM_CHEMBL1169,decoy,-4.462,0.0336,0.0215,0.0435,71
DECH_CHEMBL1303069,decoy,-5.834,0.0168,0.0104,0.0212,75
DECH_CHEMBL1304194,decoy,-6.097,0.0168,0.0109,0.0224,67
DECH_CHEMBL817,decoy,-5.425,0.0168,0.0109,0.0226,66
DEC_CHEMBL1569875,decoy,-5.116,0.0168,0.0108,0.0222,68
ACT_CHEMBL2165602,activo,-5.051,0.0084,0.0056,0.0117,61
DECH_CHEMBL1201213,decoy,-4.414,0.0084,0.0052,0.0107,73
DECH_CHEMBL1457,decoy,-5.268,0.0084,0.0055,0.0114,65
DECM_CHEMBL1574931,decoy,-4.954,0.0084,0.0058,0.0124,55
DEC_CHEMBL1383019,decoy,-6.205,0.0084,0.0053,0.0109,71
DEC_CHEMBL1570226,decoy,-5.149,0.0084,0.0062,0.0138,44
DEC_CHEMBL1574931,decoy,-4.825,0.0084,0.0057,0.012,58
DEC_CHEMBL2086626,decoy,-5.267,0.0084,0.0055,0.0114,65
DEC_Quercetin,decoy,-5.74,0.0084,0.0049,0.0098,87
DECH_CHEMBL203266,decoy,-4.205,0.0,0.0,0.0,60
DECH_CHEMBL295124,decoy,-5.24,0.0,0.0,0.0,53
DECH_CHEMBL3311423,decoy,-5.385,0.0,0.0,0.0,57
DECH_CHEMBL656,decoy,-5.621,0.0,0.0,0.0,68
DECM_CHEMBL1425,decoy,-3.643,0.0,0.0,0.0,60
DECM_CHEMBL1441905,decoy,-5.282,0.0,0.0,0.0,53
DECM_CHEMBL1468265,decoy,-4.766,0.0,0.0,0.0,52
DECM_CHEMBL1738,decoy,-4.701,0.0,0.0,0.0,77
DECM_CHEMBL476,decoy,-4.181,0.0,0.0,0.0,76
DEC_CHEMBL1468265,decoy,-4.953,0.0,0.0,0.0,54
DEC_CHEMBL1602618,decoy,-4.495,0.0,0.0,0.0,53
DEC_CHEMBL2165602,decoy,-4.985,0.0,0.0,0.0,67
