ligand,grupo,actual_afinidad,actual_apila_por_atomo,actual_apilamiento,actual_arn_por_atomo,actual_atomos,actual_contactos,actual_contactos_arn,actual_contactos_por_atomo,actual_interaccion,actual_interaccion_por_atomo,actual_puentes,arn_afinidad,arn_apila_por_atomo,arn_apilamiento,arn_arn_por_atomo,arn_atomos,arn_contactos,arn_contactos_arn,arn_contactos_por_atomo,arn_interaccion,arn_interaccion_por_atomo,arn_puentes
CHEMBL60393,fondo,-7.6,0.925,37,4.75,40,214,190,5.35,38,0.95,1,-8.4,1.15,46,4.925,40,201,197,5.025,47,1.175,1
CHEMBL4585450,fondo,-5.6,1.7857142857142858,25,7.285714285714286,14,114,102,8.142857142857142,28,2.0,3,-5.7,1.7857142857142858,25,7.5,14,117,105,8.357142857142858,29,2.0714285714285716,4
CHEMBL19072,fondo,-7.9,0.7575757575757576,25,4.575757575757576,33,193,151,5.848484848484849,32,0.9696969696969697,7,-8.7,1.7272727272727273,57,5.454545454545454,33,189,180,5.7272727272727275,61,1.8484848484848484,4
CHEMBL519325,fondo,-8.5,1.0606060606060606,35,5.878787878787879,33,221,194,6.696969696969697,38,1.1515151515151516,3,-8.7,1.1515151515151516,38,5.454545454545454,33,185,180,5.606060606060606,39,1.1818181818181819,1
CHEMBL9447,fondo,-7.3,0.7241379310344828,21,5.379310344827586,29,162,156,5.586206896551724,23,0.7931034482758621,2,-8.5,1.0689655172413792,31,5.862068965517241,29,177,170,6.103448275862069,32,1.103448275862069,1
CHEMBL4543472,fondo,-7.9,1.5909090909090908,35,5.909090909090909,22,139,130,6.318181818181818,38,1.7272727272727273,3,-7.9,1.5909090909090908,35,5.818181818181818,22,136,128,6.181818181818182,38,1.7272727272727273,3
CHEMBL526760,fondo,,,,,,,,,,,,,,,,,,,,,,
OXELADIN,fondo,-4.6,0.4166666666666667,10,4.333333333333333,24,109,104,4.541666666666667,10,0.4166666666666667,0,-5.6,0.75,18,5.208333333333333,24,135,125,5.625,19,0.7916666666666666,1
CHEMBL39049,fondo,-7.1,0.4722222222222222,17,0.0,36,115,0,3.1944444444444446,18,0.5,1,-9.2,1.4166666666666667,51,4.361111111111111,36,159,157,4.416666666666667,51,1.4166666666666667,0
CHEMBL18975,fondo,-5.9,0.34375,11,4.875,32,159,156,4.96875,15,0.46875,4,-6.5,1.1875,38,5.03125,32,176,161,5.5,40,1.25,2
FLAVOXATE,fondo,-7.9,0.8275862068965517,24,4.310344827586207,29,159,125,5.482758620689655,26,0.896551724137931,2,-8.3,0.7931034482758621,23,5.344827586206897,29,165,155,5.689655172413793,24,0.8275862068965517,1
CHEMBL504802,fondo,-4.5,0.0,0,0.0,16,73,0,4.5625,13,0.8125,13,-5.2,0.0,0,7.8125,16,137,125,8.5625,10,0.625,10
CHEMBL4531874,fondo,-7.5,0.0,0,6.37037037037037,27,191,172,7.074074074074074,2,0.07407407407407407,2,-8.4,0.5555555555555556,15,6.074074074074074,27,169,164,6.2592592592592595,18,0.6666666666666666,3
CHEMBL4434966,fondo,-6.7,1.55,31,6.3,20,129,126,6.45,32,1.6,1,-6.6,1.5,30,6.05,20,121,121,6.05,30,1.5,0
CHEMBL1206363,fondo,-6.7,0.5652173913043478,26,3.6956521739130435,46,187,170,4.065217391304348,28,0.6086956521739131,2,-6.5,0.15217391304347827,7,3.4130434782608696,46,162,157,3.5217391304347827,12,0.2608695652173913,5
CHEMBL11388,fondo,-7.0,1.1666666666666667,21,6.5,18,122,117,6.777777777777778,22,1.2222222222222223,1,-6.7,1.1111111111111112,20,6.388888888888889,18,116,115,6.444444444444445,20,1.1111111111111112,0
CHEMBL42216,fondo,-6.6,1.3571428571428572,19,8.214285714285714,14,127,115,9.071428571428571,25,1.7857142857142858,6,-6.5,1.3571428571428572,19,8.214285714285714,14,126,115,9.0,25,1.7857142857142858,6
CHEMBL54065,fondo,-6.6,1.411764705882353,24,6.352941176470588,17,114,108,6.705882352941177,27,1.588235294117647,3,-6.6,1.411764705882353,24,6.411764705882353,17,115,109,6.764705882352941,27,1.588235294117647,3
CHEMBL507817,fondo,-7.7,1.3888888888888888,25,6.722222222222222,18,123,121,6.833333333333333,30,1.6666666666666667,5,-7.6,1.3888888888888888,25,6.666666666666667,18,122,120,6.777777777777778,30,1.6666666666666667,5
CHEMBL3314475,fondo,-7.1,1.3076923076923077,34,4.961538461538462,26,144,129,5.538461538461538,39,1.5,5,-7.1,1.1538461538461537,30,4.3076923076923075,26,120,112,4.615384615384615,33,1.2692307692307692,3
CHEMBL61006,fondo,-5.9,2.0,22,7.818181818181818,11,94,86,8.545454545454545,25,2.272727272727273,3,-5.9,2.0,22,7.7272727272727275,11,93,85,8.454545454545455,25,2.272727272727273,3
CHEMBL519334,fondo,-7.4,0.3142857142857143,11,0.0,35,133,0,3.8,14,0.4,3,-9.2,0.37142857142857144,13,4.771428571428571,35,176,167,5.0285714285714285,14,0.4,1
CHEMBL37584,fondo,-7.0,0.92,23,4.84,25,123,121,4.92,27,1.08,4,-8.0,1.2,30,5.0,25,125,125,5.0,32,1.28,2
CHEMBL33174,fondo,-5.6,1.0,21,5.238095238095238,21,122,110,5.809523809523809,24,1.1428571428571428,3,-5.7,0.6190476190476191,13,4.904761904761905,21,110,103,5.238095238095238,15,0.7142857142857143,2
CHEMBL42061,fondo,-6.8,0.8260869565217391,19,4.608695652173913,23,107,106,4.6521739130434785,19,0.8260869565217391,0,-6.7,0.7391304347826086,17,4.304347826086956,23,101,99,4.391304347826087,17,0.7391304347826086,0
CHEMBL16924,fondo,-5.8,1.411764705882353,24,5.9411764705882355,17,119,101,7.0,27,1.588235294117647,3,-5.8,1.411764705882353,24,6.0,17,119,102,7.0,27,1.588235294117647,3
CHEMBL1858009,fondo,-5.9,1.3478260869565217,31,5.086956521739131,23,127,117,5.521739130434782,33,1.434782608695652,2,-6.7,1.3043478260869565,30,6.173913043478261,23,143,142,6.217391304347826,32,1.391304347826087,2
CHEMBL509966,fondo,-6.3,0.41379310344827586,12,0.0,29,100,0,3.4482758620689653,16,0.5517241379310345,4,-7.4,0.6551724137931034,19,5.137931034482759,29,162,149,5.586206896551724,24,0.8275862068965517,5
CHEMBL4572040,fondo,-6.0,0.40540540540540543,15,0.0,37,93,0,2.5135135135135136,16,0.43243243243243246,1,-8.0,0.7837837837837838,29,3.8378378378378377,37,143,142,3.864864864864865,29,0.7837837837837838,0
CHEMBL13441,fondo,-7.1,1.3157894736842106,25,5.684210526315789,19,126,108,6.631578947368421,30,1.5789473684210527,5,-7.0,1.368421052631579,26,5.526315789473684,19,123,105,6.473684210526316,31,1.631578947368421,5
CHEMBL555206,fondo,-5.6,0.0,0,0.0,49,94,0,1.9183673469387754,5,0.10204081632653061,5,-6.6,0.8163265306122449,40,2.2857142857142856,49,132,112,2.693877551020408,46,0.9387755102040817,6
CHEMBL35484,fondo,-6.2,1.0526315789473684,40,4.421052631578948,38,196,168,5.157894736842105,44,1.1578947368421053,4,-7.1,1.0526315789473684,40,4.631578947368421,38,198,176,5.2105263157894735,44,1.1578947368421053,4
CHEMBL508197,fondo,-8.0,1.2580645161290323,39,4.387096774193548,31,136,136,4.387096774193548,39,1.2580645161290323,0,-9.2,1.096774193548387,34,5.258064516129032,31,172,163,5.548387096774194,37,1.1935483870967742,3
CHEMBL46697,fondo,-7.5,1.08,27,5.84,25,172,146,6.88,28,1.12,1,-8.1,1.92,48,5.92,25,151,148,6.04,48,1.92,0
ETHACRYNIC ACID,fondo,-6.7,1.0,19,6.0,19,132,114,6.947368421052632,22,1.1578947368421053,3,-6.3,1.0,19,5.7894736842105265,19,123,110,6.473684210526316,23,1.2105263157894737,4
CHEMBL560569,fondo,-6.0,0.5,14,3.8214285714285716,28,119,107,4.25,14,0.5,0,-6.4,0.5,14,4.142857142857143,28,123,116,4.392857142857143,15,0.5357142857142857,1
CHEMBL517870,fondo,-7.6,0.7096774193548387,22,5.161290322580645,31,175,160,5.645161290322581,24,0.7741935483870968,2,-6.3,0.22580645161290322,7,2.7419354838709675,31,85,85,2.7419354838709675,9,0.2903225806451613,2
CHEMBL565239,fondo,-8.2,0.358974358974359,14,2.4871794871794872,39,166,97,4.256410256410256,18,0.46153846153846156,4,-8.9,1.6153846153846154,63,5.256410256410256,39,208,205,5.333333333333333,66,1.6923076923076923,3
CHEMBL62736,fondo,-6.8,1.0909090909090908,24,5.636363636363637,22,142,124,6.454545454545454,26,1.1818181818181819,2,-7.0,1.2727272727272727,28,5.818181818181818,22,140,128,6.363636363636363,33,1.5,5
CHEMBL515090,fondo,-6.7,0.0,0,0.8620689655172413,29,89,25,3.0689655172413794,1,0.034482758620689655,1,-6.4,0.5172413793103449,15,3.1379310344827585,29,91,91,3.1379310344827585,15,0.5172413793103449,0
CHEMBL24364,fondo,-5.9,0.375,12,0.0,32,119,0,3.71875,15,0.46875,3,-6.8,0.96875,31,4.75,32,160,152,5.0,32,1.0,1
CHEMBL524544,fondo,-6.0,1.0,27,5.37037037037037,27,153,145,5.666666666666667,29,1.0740740740740742,2,-6.5,1.2962962962962963,35,4.518518518518518,27,125,122,4.62962962962963,36,1.3333333333333333,1
CHEMBL35747,fondo,-4.5,0.09375,3,0.0,32,89,0,2.78125,11,0.34375,8,-5.9,0.28125,9,4.625,32,164,148,5.125,18,0.5625,9
CHEMBL518678,fondo,-7.0,0.0,0,0.0,25,68,0,2.72,6,0.24,6,-7.2,0.0,0,1.96,25,96,49,3.84,4,0.16,4
CHEMBL561401,fondo,-6.9,0.8461538461538461,22,5.961538461538462,26,169,155,6.5,24,0.9230769230769231,2,-8.2,1.4230769230769231,37,5.423076923076923,26,148,141,5.6923076923076925,37,1.4230769230769231,0
CHEMBL516973,fondo,-6.3,0.6785714285714286,19,5.428571428571429,28,161,152,5.75,19,0.6785714285714286,0,-6.5,0.6785714285714286,19,4.214285714285714,28,125,118,4.464285714285714,20,0.7142857142857143,1
CHEMBL4303798,fondo,-6.6,0.11428571428571428,4,0.0,35,139,0,3.9714285714285715,13,0.37142857142857144,9,-6.4,0.5142857142857142,18,3.7714285714285714,35,132,132,3.7714285714285714,21,0.6,3
CHEMBL499003,fondo,,,,,,,,,,,,,,,,,,,,,,
CHEMBL63147,fondo,-4.7,0.47619047619047616,10,0.0,21,88,0,4.190476190476191,16,0.7619047619047619,6,-5.0,0.9523809523809523,20,5.666666666666667,21,119,119,5.666666666666667,20,0.9523809523809523,0
CHEMBL4574286,fondo,,,,,,,,,,,,,,,,,,,,,,
CHEMBL39335,fondo,-6.4,0.3793103448275862,11,4.931034482758621,29,162,143,5.586206896551724,12,0.41379310344827586,1,-6.0,0.20689655172413793,6,4.655172413793103,29,136,135,4.689655172413793,6,0.20689655172413793,0
CHEMBL18734,fondo,-7.5,0.0,0,0.0,41,157,0,3.8292682926829267,14,0.34146341463414637,14,-7.3,0.0,0,3.5853658536585367,41,147,147,3.5853658536585367,5,0.12195121951219512,5
CHEMBL4562802,fondo,,,,,,,,,,,,,,,,,,,,,,
CHEMBL61570,fondo,-7.2,1.8095238095238095,38,5.904761904761905,21,130,124,6.190476190476191,39,1.8571428571428572,1,-6.9,2.0,42,6.095238095238095,21,136,128,6.476190476190476,42,2.0,0
CHEMBL4637198,fondo,-8.6,1.48,37,4.64,25,117,116,4.68,39,1.56,2,-8.3,1.64,41,4.2,25,105,105,4.2,42,1.68,1
CHEMBL53218,fondo,-7.2,1.125,36,4.46875,32,145,143,4.53125,36,1.125,0,-8.9,0.875,28,5.1875,32,168,166,5.25,28,0.875,0
CHEMBL53075,fondo,-5.9,2.1538461538461537,28,8.384615384615385,13,114,109,8.76923076923077,28,2.1538461538461537,0,-6.0,2.230769230769231,29,8.384615384615385,13,114,109,8.76923076923077,29,2.230769230769231,0
CHEMBL509126,fondo,-5.7,1.1904761904761905,25,5.523809523809524,21,119,116,5.666666666666667,27,1.2857142857142858,2,-6.6,0.8571428571428571,18,5.809523809523809,21,131,122,6.238095238095238,23,1.0952380952380953,5
CHEMBL3309700,fondo,-7.9,1.894736842105263,36,7.0,19,139,133,7.315789473684211,37,1.9473684210526316,1,-7.9,1.894736842105263,36,7.105263157894737,19,141,135,7.421052631578948,37,1.9473684210526316,1
CHEMBL61005,fondo,-7.0,1.0952380952380953,23,5.095238095238095,21,113,107,5.380952380952381,23,1.0952380952380953,0,-7.7,1.7619047619047619,37,4.904761904761905,21,103,103,4.904761904761905,37,1.7619047619047619,0
CHEMBL512017,fondo,-6.8,0.3333333333333333,9,0.0,27,111,0,4.111111111111111,12,0.4444444444444444,3,-7.4,0.7777777777777778,21,3.925925925925926,27,126,106,4.666666666666667,25,0.9259259259259259,4
CHEMBL47078,fondo,-7.5,1.894736842105263,36,6.368421052631579,19,128,121,6.7368421052631575,41,2.1578947368421053,5,-7.5,1.894736842105263,36,6.2105263157894735,19,125,118,6.578947368421052,41,2.1578947368421053,5
CHEMBL61906,fondo,-7.0,0.8928571428571429,25,0.0,28,116,0,4.142857142857143,28,1.0,3,-8.7,1.0714285714285714,30,4.714285714285714,28,133,132,4.75,33,1.1785714285714286,3
CHEMBL524448,fondo,,,,,,,,,,,,,,,,,,,,,,
CHEMBL15048,fondo,-7.1,1.391304347826087,32,5.260869565217392,23,121,121,5.260869565217392,32,1.391304347826087,0,-7.1,1.391304347826087,32,5.434782608695652,23,125,125,5.434782608695652,32,1.391304347826087,0
CHEMBL15378,fondo,-7.4,1.16,29,6.44,25,176,161,7.04,34,1.36,5,-7.3,1.16,29,6.4,25,175,160,7.0,34,1.36,5
CHEMBL28089,fondo,-6.6,1.2692307692307692,33,4.730769230769231,26,155,123,5.961538461538462,36,1.3846153846153846,3,-7.5,1.5,39,5.076923076923077,26,135,132,5.1923076923076925,40,1.5384615384615385,1
CHEMBL4571071,fondo,-5.7,1.3125,21,6.0,16,109,96,6.8125,21,1.3125,0,-5.8,1.3125,21,6.0,16,109,96,6.8125,21,1.3125,0
CHEMBL4570906,fondo,-7.3,0.0,0,0.0,49,134,0,2.7346938775510203,6,0.12244897959183673,6,-6.9,0.0,0,2.2857142857142856,49,114,112,2.326530612244898,2,0.04081632653061224,2
CHEMBL32438,fondo,-6.4,0.0,0,2.2,30,131,66,4.366666666666666,1,0.03333333333333333,1,-8.5,1.3333333333333333,40,4.633333333333334,30,144,139,4.8,40,1.3333333333333333,0
CHEMBL901,fondo,-5.9,0.0,0,2.857142857142857,21,102,60,4.857142857142857,8,0.38095238095238093,8,-5.8,0.6190476190476191,13,5.333333333333333,21,121,112,5.761904761904762,20,0.9523809523809523,7
CHEMBL14990,fondo,-5.4,0.037037037037037035,1,0.0,27,88,0,3.259259259259259,3,0.1111111111111111,2,-5.8,0.9629629629629629,26,3.962962962962963,27,107,107,3.962962962962963,27,1.0,1
CHEMBL19452,fondo,-5.7,2.8,28,8.9,10,96,89,9.6,30,3.0,2,-5.6,2.8,28,9.0,10,98,90,9.8,30,3.0,2
CHEMBL561610,fondo,-8.1,0.8529411764705882,29,3.8823529411764706,34,136,132,4.0,29,0.8529411764705882,0,-7.9,0.7352941176470589,25,3.5294117647058822,34,122,120,3.588235294117647,26,0.7647058823529411,1
CHEMBL38764,fondo,-6.4,2.4166666666666665,29,8.083333333333334,12,111,97,9.25,33,2.75,4,-6.4,2.4166666666666665,29,8.083333333333334,12,111,97,9.25,33,2.75,4
BERBERINE,control,-7.4,1.16,29,5.44,25,142,136,5.68,31,1.24,2,-7.3,1.08,27,5.04,25,132,126,5.28,29,1.16,2
KETOCONAZOLE,control,-6.0,0.1388888888888889,5,0.0,36,95,0,2.638888888888889,6,0.16666666666666666,1,-7.2,0.5555555555555556,20,3.8333333333333335,36,161,138,4.472222222222222,21,0.5833333333333334,1
PE859,control,-7.1,0.5,17,0.0,34,128,0,3.764705882352941,19,0.5588235294117647,2,-8.0,1.1764705882352942,40,3.3529411764705883,34,147,114,4.323529411764706,41,1.2058823529411764,1
berberrubine,control,-7.7,1.2083333333333333,29,4.875,24,135,117,5.625,34,1.4166666666666667,5,-7.8,1.1666666666666667,28,4.791666666666667,24,132,115,5.5,33,1.375,5
coptisine,control,-7.9,1.2083333333333333,29,4.708333333333333,24,121,113,5.041666666666667,32,1.3333333333333333,3,-7.9,1.1666666666666667,28,4.708333333333333,24,122,113,5.083333333333333,31,1.2916666666666667,3
epiberberine,control,-6.8,0.36,9,0.0,25,85,0,3.4,10,0.4,1,-6.8,1.08,27,4.0,25,101,100,4.04,29,1.16,2
nitidine,control,-7.3,1.4230769230769231,37,4.961538461538462,26,137,129,5.269230769230769,41,1.5769230769230769,4,-7.4,1.1923076923076923,31,4.461538461538462,26,122,116,4.6923076923076925,34,1.3076923076923077,3
sanguinarine,control,-8.1,1.4,35,5.04,25,141,126,5.64,37,1.48,2,-8.6,1.44,36,5.08,25,137,127,5.48,37,1.48,1
