ligand,rol,vina,recall,jaccard,coseno,n_contactos
DEC_CHEMBL1402270,decoy,-5.217,0.5714,0.151,0.4153,53
DEC_CHEMBL1429038,decoy,-5.831,0.5714,0.1676,0.3904,60
DEC_CHEMBL1570913,decoy,-5.604,0.5714,0.1775,0.3694,67
DEC_CHEMBL1597290,decoy,-5.292,0.5714,0.1497,0.4041,56
DEC_CHEMBL1591882,decoy,-6.083,0.5,0.132,0.3669,52
DEC_CHEMBL2359981,decoy,-5.101,0.5,0.1723,0.3307,64
DECM_CHEMBL592,decoy,-5.511,0.2857,0.1023,0.2485,37
DEC_CHEMBL1395044,decoy,-5.316,0.2857,0.1538,0.2057,54
DECH_CHEMBL1201766,decoy,-4.969,0.25,0.1448,0.1708,60
DECH_CHEMBL1208,decoy,-4.985,0.25,0.1506,0.18,54
DECH_CHEMBL105,decoy,-5.134,0.2143,0.2678,0.117,94
DECH_CHEMBL485,decoy,-5.18,0.2143,0.1506,0.1543,54
DECH_CHEMBL70,decoy,-6.244,0.2143,0.1785,0.1406,65
DECH_CHEMBL834,decoy,-3.939,0.2143,0.2606,0.117,94
DECH_CHEMBL963,decoy,-6.08,0.2143,0.1738,0.1452,61
DEC_CHEMBL1579999,decoy,-5.822,0.2143,0.1681,0.1476,59
DECH_CHEMBL1201233,decoy,-4.593,0.1786,0.2306,0.0985,92
DECH_CHEMBL1689063,decoy,-4.652,0.1786,0.1681,0.123,59
DECH_CHEMBL2103827,decoy,-4.971,0.1786,0.291,0.0918,106
DECH_CHEMBL329522,decoy,-5.598,0.1786,0.2901,0.0913,107
DECH_CHEMBL398707,decoy,-6.371,0.1786,0.1728,0.119,63
DECH_CHEMBL659,decoy,-5.02,0.1786,0.0989,0.1533,38
DECH_CHEMBL80,decoy,-5.78,0.1786,0.1643,0.122,60
DECM_CHEMBL459,decoy,-4.798,0.1786,0.2101,0.105,81
DECH_CHEMBL1383511,decoy,-4.303,0.1429,0.1368,0.1091,48
DECH_CHEMBL434,decoy,-4.481,0.1429,0.2735,0.0772,96
DECH_CHEMBL679,decoy,-4.575,0.1429,0.2606,0.078,94
DECH_CHEMBL871,decoy,-3.884,0.1429,0.0588,0.0952,63
DECM_CHEMBL1102,decoy,-5.314,0.1429,0.151,0.1038,53
DECM_CHEMBL1237044,decoy,-4.997,0.1429,0.1477,0.1038,53
DECM_CHEMBL18116,decoy,-5.157,0.1429,0.1597,0.0952,63
DECM_CHEMBL276832,decoy,-4.696,0.1429,0.1813,0.093,66
DECM_CHEMBL712,decoy,-5.374,0.1429,0.1168,0.1181,41
DECM_CHEMBL72,decoy,-5.51,0.1429,0.1193,0.1153,43
DEC_CHEMBL1541085,decoy,-4.996,0.1429,0.1595,0.101,56
DEC_CHEMBL1605531,decoy,-5.604,0.1429,0.1364,0.108,49
DEC_CHEMBL1879543,decoy,-4.172,0.1429,0.1083,0.1226,38
DEC_CHEMBL1879685,decoy,-4.509,0.1429,0.1218,0.1127,45
DEC_CHEMBL1879692,decoy,-5.212,0.1429,0.1909,0.0924,67
DEC_CHEMBL2136341,decoy,-5.295,0.1429,0.1591,0.1001,57
DEC_CHEMBL2165608,decoy,-5.701,0.1429,0.188,0.093,66
DEC_Pramipexole,decoy,-4.511,0.1429,0.179,0.0945,64
ACT_5-fluorouridina,activo,-4.85,0.1379,0.1738,0.0943,62
ACT_anilina_ZZT,activo,-4.279,0.1379,0.1937,0.0901,68
ACT_dopamina,activo,-4.553,0.1379,0.2308,0.0825,81
ACT_isoproterenol,activo,-4.636,0.1379,0.2564,0.0766,94
DECH_CHEMBL1006,decoy,-4.031,0.1071,0.1761,0.0714,63
DECH_CHEMBL1201236,decoy,-4.833,0.1071,0.2585,0.0591,92
DECH_CHEMBL1201348,decoy,-5.312,0.1071,0.1818,0.0703,65
DECH_CHEMBL152,decoy,-4.657,0.1071,0.2336,0.0626,82
DECH_CHEMBL1540430,decoy,-5.357,0.1071,0.1282,0.0845,45
DECH_CHEMBL1595,decoy,-5.451,0.1071,0.1328,0.0802,50
DECH_CHEMBL319144,decoy,-4.946,0.1071,0.177,0.0688,68
DECH_CHEMBL4298137,decoy,-4.858,0.1071,0.1852,0.0703,65
DECH_CHEMBL4802240,decoy,-5.474,0.1071,0.1362,0.0594,91
DECH_CHEMBL53,decoy,-5.883,0.1071,0.1282,0.0845,45
DECH_CHEMBL7855,decoy,-5.551,0.1071,0.1538,0.0772,54
DECH_CHEMBL997,decoy,-4.187,0.1071,0.1872,0.0659,74
DECM_CHEMBL1068,decoy,-5.623,0.1071,0.1384,0.0786,52
DECM_CHEMBL1177,decoy,-5.256,0.1071,0.1226,0.0786,52
DECM_CHEMBL1201073,decoy,-3.338,0.1071,0.1339,0.0827,47
DECM_CHEMBL1482,decoy,-3.62,0.1071,0.1937,0.0688,68
DECM_CHEMBL1593719,decoy,-4.372,0.1071,0.1425,0.0802,50
DECM_CHEMBL1752,decoy,-4.835,0.1071,0.1983,0.0668,72
DECM_CHEMBL301265,decoy,-4.512,0.1071,0.2194,0.0646,77
DECM_CHEMBL315985,decoy,-5.581,0.1071,0.1473,0.0772,54
DECM_CHEMBL419,decoy,-4.335,0.1071,0.2165,0.065,76
DECM_CHEMBL498847,decoy,-4.103,0.1071,0.1733,0.072,62
DECM_CHEMBL550,decoy,-4.439,0.1071,0.1538,0.0772,54
DECM_CHEMBL607400,decoy,-4.323,0.1071,0.1412,0.0779,53
DECM_CHEMBL61006,decoy,-4.56,0.1071,0.1595,0.0758,56
DECM_CHEMBL667,decoy,-3.251,0.1071,0.1197,0.0875,42
DECM_CHEMBL671,decoy,-3.28,0.1071,0.1168,0.0885,41
DECM_CHEMBL704,decoy,-4.6,0.1071,0.2125,0.0646,77
DECM_CHEMBL750,decoy,-5.083,0.1071,0.1562,0.0758,56
DECM_CHEMBL797,decoy,-5.425,0.1071,0.114,0.0896,40
DECM_CHEMBL856,decoy,-5.349,0.1071,0.1562,0.0758,56
DECM_CHEMBL861,decoy,-5.446,0.1071,0.151,0.0779,53
DECM_CHEMBL877,decoy,-4.241,0.1071,0.1961,0.065,76
DECM_CHEMBL965,decoy,-3.526,0.1071,0.1926,0.0678,70
DECM_CHEMBL978,decoy,-3.516,0.1071,0.1168,0.0885,41
DEC_CHEMBL1091583,decoy,-4.977,0.1071,0.1445,0.0779,53
DEC_CHEMBL1091584,decoy,-5.184,0.1071,0.1577,0.0732,60
DEC_CHEMBL1092384,decoy,-5.242,0.1071,0.1307,0.0827,47
DEC_CHEMBL1334295,decoy,-4.814,0.1071,0.1429,0.0751,57
DEC_CHEMBL1373390,decoy,-5.715,0.1071,0.1705,0.0726,61
DEC_CHEMBL1429852,decoy,-4.786,0.1071,0.1168,0.0885,41
DEC_CHEMBL1461527,decoy,-4.666,0.1071,0.1211,0.0827,47
DEC_CHEMBL1462643,decoy,-5.52,0.1071,0.1519,0.0698,66
DEC_CHEMBL1540430,decoy,-5.361,0.1071,0.1225,0.0865,43
DEC_CHEMBL1602108,decoy,-5.762,0.1071,0.1723,0.0709,64
DEC_CHEMBL1730221,decoy,-5.112,0.1071,0.1538,0.0772,54
DEC_CHEMBL2356527,decoy,-5.31,0.1071,0.0997,0.0958,35
DEC_CHEMBL2359671,decoy,-4.546,0.1071,0.1026,0.0945,36
DEC_Gabapentin,decoy,-4.754,0.1071,0.2194,0.0604,88
DEC_Melatonin,decoy,-4.808,0.1071,0.2188,0.0642,78
ACT_CHEMBL2165601,activo,-5.343,0.1034,0.1681,0.0681,67
DECH_CHEMBL1201317,decoy,-3.791,0.0714,0.1841,0.0462,67
DECH_CHEMBL1201345,decoy,-3.86,0.0714,0.1841,0.0462,67
DECH_CHEMBL1350,decoy,-4.517,0.0714,0.1562,0.0505,56
DECH_CHEMBL19130,decoy,-6.334,0.0714,0.208,0.0442,73
DECH_CHEMBL2110978,decoy,-2.879,0.0714,0.1453,0.0529,51
DECH_CHEMBL870,decoy,-3.799,0.0714,0.1823,0.0472,64
DECH_CHEMBL923,decoy,-4.717,0.0714,0.187,0.0458,68
DECH_CHEMBL924,decoy,-4.376,0.0714,0.1705,0.0484,61
DECM_CHEMBL1037,decoy,-5.153,0.0714,0.1445,0.0519,53
DECM_CHEMBL108545,decoy,-4.551,0.0714,0.1506,0.0514,54
DECM_CHEMBL1100,decoy,-4.048,0.0714,0.1197,0.0583,42
DECM_CHEMBL119423,decoy,-3.702,0.0714,0.1652,0.0496,58
DECM_CHEMBL1201293,decoy,-4.061,0.0714,0.1733,0.048,62
DECM_CHEMBL1232131,decoy,-4.678,0.0714,0.208,0.0442,73
DECM_CHEMBL1305,decoy,-5.068,0.0714,0.1136,0.059,41
DECM_CHEMBL1414576,decoy,-4.545,0.0714,0.0955,0.048,62
DECM_CHEMBL1560,decoy,-4.235,0.0714,0.1298,0.0496,58
DECM_CHEMBL17860,decoy,-4.618,0.0714,0.1591,0.0501,57
DECM_CHEMBL345714,decoy,-4.283,0.0714,0.179,0.0472,64
DECM_CHEMBL39736,decoy,-4.37,0.0714,0.1449,0.0524,52
DECM_CHEMBL427,decoy,-2.722,0.0714,0.1282,0.0563,45
DECM_CHEMBL444,decoy,-4.576,0.0714,0.1619,0.0496,58
DECM_CHEMBL449,decoy,-4.676,0.0714,0.1339,0.0551,47
DECM_CHEMBL7863,decoy,-4.839,0.0714,0.1506,0.0514,54
DECM_CHEMBL830,decoy,-3.818,0.0714,0.2074,0.0439,74
DECM_CHEMBL92401,decoy,-4.648,0.0714,0.1477,0.0519,53
DEC_CAPTOPRIL,decoy,-4.508,0.0714,0.1472,0.048,62
DEC_CHEMBL1373755,decoy,-4.894,0.0714,0.1296,0.0535,50
DEC_CHEMBL1579933,decoy,-4.818,0.0714,0.1253,0.0519,53
DEC_CHEMBL1970198,decoy,-5.308,0.0714,0.125,0.0563,45
DEC_Lamotrigine,decoy,-4.371,0.0714,0.1481,0.0524,52
DEC_Riluzole,decoy,-4.72,0.0714,0.1727,0.0452,70
ACT_CHEMBL1643556,activo,-5.054,0.069,0.1311,0.0515,52
ACT_CHEMBL2165603,activo,-4.841,0.069,0.1339,0.0496,56
DECM_CHEMBL1169,decoy,-4.462,0.0357,0.0144,0.0224,71
DECM_CHEMBL513,decoy,-3.677,0.0357,0.1102,0.0292,42
ACT_CHEMBL2165602,activo,-5.051,0.0,0.0228,0.0,61
DECH_CHEMBL1201213,decoy,-4.414,0.0,0.1616,0.0,73
DECH_CHEMBL1303069,decoy,-5.834,0.0,0.1576,0.0,75
DECH_CHEMBL1304194,decoy,-6.097,0.0,0.1421,0.0,67
DECH_CHEMBL1457,decoy,-5.268,0.0,0.146,0.0,65
DECH_CHEMBL203266,decoy,-4.205,0.0,0.1322,0.0,60
DECH_CHEMBL295124,decoy,-5.24,0.0,0.1008,0.0,53
DECH_CHEMBL3311423,decoy,-5.385,0.0,0.1302,0.0,57
DECH_CHEMBL656,decoy,-5.621,0.0,0.1417,0.0,68
DECH_CHEMBL817,decoy,-5.425,0.0,0.1519,0.0,66
DECM_CHEMBL1200790,decoy,-4.332,0.0,0.1225,0.0,43
DECM_CHEMBL1425,decoy,-3.643,0.0,0.126,0.0,60
DECM_CHEMBL1430,decoy,-3.422,0.0,0.1534,0.0,55
DECM_CHEMBL1441905,decoy,-5.282,0.0,0.1191,0.0,53
DECM_CHEMBL1468265,decoy,-4.766,0.0,0.1226,0.0,52
DECM_CHEMBL1574931,decoy,-4.954,0.0,0.1404,0.0,55
DECM_CHEMBL1738,decoy,-4.701,0.0,0.1383,0.0,77
DECM_CHEMBL476,decoy,-4.181,0.0,0.1478,0.0,76
DEC_CHEMBL1383019,decoy,-6.205,0.0,0.1562,0.0,71
DEC_CHEMBL1468265,decoy,-4.953,0.0,0.125,0.0,54
DEC_CHEMBL1569875,decoy,-5.116,0.0,0.1479,0.0,68
DEC_CHEMBL1570226,decoy,-5.149,0.0,0.0477,0.0,44
DEC_CHEMBL1574931,decoy,-4.825,0.0,0.1489,0.0,58
DEC_CHEMBL1602618,decoy,-4.495,0.0,0.0802,0.0,53
DEC_CHEMBL2086626,decoy,-5.267,0.0,0.1429,0.0,65
DEC_CHEMBL2165602,decoy,-4.985,0.0,0.1643,0.0,67
DEC_Quercetin,decoy,-5.74,0.0,0.1173,0.0,87
