esqueleto,n_compuestos,mejor_valor_nM,mejor_molecula,mejor_nombre,tipo_medida,ano,documento,smiles_representante,pesados,todos
,48,67.0,CHEMBL1939222,,EC50,2012,CHEMBL2163259,,16,CHEMBL1939222(67.0nM); CHEMBL1643557(170.0nM); CHEMBL2165611(510.0nM); CHEMBL2165609(580.0nM); CHEMBL1643556(710.0nM); CHEMBL2165607(720.0nM); CHEMBL2165605(790.0nM); CHEMBL2165608(870.0nM); CHEMBL2165612(1020.0nM); CHEMBL2165610(1070.0nM); CHEMBL2165603(1410.0nM); CHEMBL2165604(1470.0nM)
