ligand,tanda,aff_vieja,aff_nueva,error
CHEMBL43057,z008,-6.300,,TIMEOUT
CHEMBL43066,z008,-6.300,-6.369,
CHEMBL49232,z008,-6.300,-6.895,
CHEMBL49347,z008,-6.300,-5.902,
CHEMBL49350,z008,-6.300,-5.730,
CHEMBL3310690,z009,-8.100,-7.344,
CHEMBL45255,z008,-6.300,-6.177,
CHEMBL45272,z008,-6.300,-6.119,
CHEMBL45424,z008,-6.300,-6.462,
CHEMBL45650,z008,-6.300,-5.906,
CHEMBL44683,z008,-6.300,-6.652,
CHEMBL44693,z008,-6.300,-6.786,
CHEMBL44830,z008,-6.300,,TIMEOUT
CHEMBL45137,z008,-6.300,-5.816,
CHEMBL49725,z009,-7.900,,TIMEOUT
CHEMBL3310692,z009,-7.800,-7.067,
CHEMBL3310694,z009,-7.800,-7.070,
CHEMBL3310695,z009,-7.800,-7.058,
CHEMBL48009,z008,-6.300,-6.380,
CHEMBL48165,z008,-6.300,-6.728,
CHEMBL48592,z008,-6.300,-6.150,
CHEMBL49230,z008,-6.300,,TIMEOUT
CHEMBL46234,z008,-6.300,-6.546,
CHEMBL46319,z008,-6.300,,TIMEOUT
CHEMBL46343,z008,-6.300,-6.602,
CHEMBL46384,z008,-6.300,-6.296,
CHEMBL44522,z008,-6.300,,TIMEOUT
CHEMBL44538,z008,-6.300,,TIMEOUT
CHEMBL44559,z008,-6.300,-6.648,
CHEMBL44671,z008,-6.300,,TIMEOUT
CHEMBL50825,z009,-7.700,-6.831,
CHEMBL51913,z009,-7.700,-7.384,
CHEMBL3309961,z009,-7.600,,TIMEOUT
CHEMBL3310691,z009,-7.600,-7.204,
CHEMBL51190,z009,-7.400,-7.615,
CHEMBL52700,z009,-7.300,,TIMEOUT
CHEMBL52942,z009,-7.300,-5.646,
CHEMBL4436746,z009,-7.200,,TIMEOUT
CHEMBL43166,z008,-6.300,,TIMEOUT
CHEMBL43394,z008,-6.300,,TIMEOUT
CHEMBL43420,z008,-6.300,-5.853,
CHEMBL44049,z008,-6.300,,TIMEOUT
CHEMBL46969,z008,-6.300,,TIMEOUT
CHEMBL47102,z008,-6.300,,TIMEOUT
CHEMBL47174,z008,-6.300,-5.929,
CHEMBL47202,z008,-6.300,-6.230,
CHEMBL3310719,z009,-7.100,-7.355,
CHEMBL49063,z009,-7.100,-6.783,
CHEMBL49696,z009,-7.100,-6.909,
CHEMBL50286,z009,-7.100,-6.538,
CHEMBL47242,z008,-6.300,,TIMEOUT
CHEMBL47296,z008,-6.300,-6.671,
CHEMBL47543,z008,-6.300,-5.384,
CHEMBL47583,z008,-6.300,,TIMEOUT
CHEMBL48741,z009,-7.500,-7.332,
CHEMBL53923,z009,-7.500,,TIMEOUT
CHEMBL54387,z009,-7.500,,TIMEOUT
CHEMBL50740,z009,-7.400,-6.449,
CHEMBL52604,z009,-7.000,-6.157,
CHEMBL52867,z009,-7.000,-6.559,
CHEMBL53244,z009,-7.000,-7.516,
CHEMBL53513,z009,-7.000,,TIMEOUT
CHEMBL46542,z008,-6.300,-6.092,
CHEMBL46708,z008,-6.300,,TIMEOUT
CHEMBL46785,z008,-6.300,,TIMEOUT
CHEMBL46796,z008,-6.300,,TIMEOUT
CHEMBL47606,z009,-7.000,-7.173,
CHEMBL49894,z009,-7.000,,TIMEOUT
CHEMBL50553,z009,-7.000,,TIMEOUT
CHEMBL50986,z009,-7.000,-6.661,
CHEMBL53582,z009,-6.800,,TIMEOUT
CHEMBL3310696,z009,-6.700,-6.120,
CHEMBL4436614,z009,-6.700,-6.365,
CHEMBL47939,z009,-6.700,-6.950,
CHEMBL51492,z009,-6.800,-5.998,
CHEMBL51606,z009,-6.800,-6.935,
CHEMBL52451,z009,-6.800,-6.603,
CHEMBL53037,z009,-6.800,-6.079,
CHEMBL52203,z009,-6.900,,TIMEOUT
CHEMBL52339,z009,-6.900,-6.814,
CHEMBL52880,z009,-6.900,,TIMEOUT
CHEMBL53069,z009,-6.900,-3.584,
CHEMBL48719,z009,-7.200,,TIMEOUT
CHEMBL51615,z009,-7.200,,TIMEOUT
CHEMBL54014,z009,-7.200,,TIMEOUT
CHEMBL3310697,z009,-7.100,-5.744,
CHEMBL49295,z009,-6.700,-6.676,
CHEMBL49627,z009,-6.700,,TIMEOUT
CHEMBL49657,z009,-6.700,-6.196,
CHEMBL50192,z009,-6.700,-6.607,
CHEMBL3311302,z009,-6.900,-6.107,
CHEMBL49969,z009,-6.900,,TIMEOUT
CHEMBL51072,z009,-6.900,,TIMEOUT
CHEMBL51884,z009,-6.900,,TIMEOUT
CHEMBL50661,z009,-6.700,-6.736,
CHEMBL50867,z009,-6.700,-6.517,
CHEMBL51050,z009,-6.700,-6.732,
CHEMBL52102,z009,-6.700,-7.484,
CHEMBL4436724,z009,-6.800,,TIMEOUT
CHEMBL48717,z009,-6.800,,TIMEOUT
CHEMBL50701,z009,-6.800,-6.609,
CHEMBL51339,z009,-6.800,-7.387,
CHEMBL50584,z009,-7.100,,TIMEOUT
CHEMBL51185,z009,-7.100,,TIMEOUT
CHEMBL3309290,z009,-7.000,-7.380,
CHEMBL4299936,z009,-7.000,-6.776,
CHEMBL53383,z009,-6.900,,TIMEOUT
CHEMBL55157,z009,-6.900,,TIMEOUT
CHEMBL3311445,z009,-6.800,-7.646,
CHEMBL4299905,z009,-6.800,-6.636,
CHEMBL52696,z009,-6.700,-6.719,
CHEMBL53093,z009,-6.700,-7.343,
CHEMBL53183,z009,-6.700,-6.024,
CHEMBL3311016,z009,-6.600,-7.112,
CHEMBL48199,z009,-6.700,-6.226,
CHEMBL49127,z009,-6.700,,TIMEOUT
CHEMBL49133,z009,-6.700,-6.963,
CHEMBL49190,z009,-6.700,,TIMEOUT
CHEMBL48270,z009,-6.600,,TIMEOUT
CHEMBL48471,z009,-6.600,-6.019,
CHEMBL48756,z009,-6.600,,TIMEOUT
CHEMBL48876,z009,-6.600,-6.509,
CHEMBL48931,z009,-6.500,-6.822,
CHEMBL49455,z009,-6.500,-5.986,
CHEMBL49630,z009,-6.500,-5.717,
CHEMBL49884,z009,-6.500,-6.147,
CHEMBL51675,z009,-6.600,-6.688,
CHEMBL51834,z009,-6.600,-6.644,
CHEMBL51874,z009,-6.600,,TIMEOUT
CHEMBL52307,z009,-6.600,-5.976,
CHEMBL49566,z009,-6.600,,TIMEOUT
CHEMBL49704,z009,-6.600,-6.960,
CHEMBL50117,z009,-6.600,-6.139,
CHEMBL50127,z009,-6.600,-6.391,
CHEMBL48960,z009,-6.600,,TIMEOUT
CHEMBL49085,z009,-6.600,,TIMEOUT
CHEMBL49193,z009,-6.600,-7.056,
CHEMBL49392,z009,-6.600,-6.283,
CHEMBL51112,z009,-6.600,,TIMEOUT
CHEMBL51163,z009,-6.600,-5.303,
CHEMBL51459,z009,-6.600,,TIMEOUT
CHEMBL51574,z009,-6.600,,TIMEOUT
CHEMBL3311269,z009,-6.600,,TIMEOUT
CHEMBL3311446,z009,-6.600,-6.700,
CHEMBL4299917,z009,-6.600,-7.380,
CHEMBL4300031,z009,-6.600,-6.224,
CHEMBL50169,z009,-6.600,-6.643,
CHEMBL50174,z009,-6.600,,TIMEOUT
CHEMBL50408,z009,-6.600,,TIMEOUT
CHEMBL50410,z009,-6.600,-6.329,
CHEMBL53147,z009,-6.600,-7.215,
CHEMBL53410,z009,-6.600,-5.830,
CHEMBL53633,z009,-6.600,,TIMEOUT
CHEMBL54211,z009,-6.600,-7.013,
CHEMBL52610,z009,-6.600,-6.563,
CHEMBL52712,z009,-6.600,-6.475,
CHEMBL52891,z009,-6.600,-6.712,
CHEMBL53006,z009,-6.600,-7.074,
CHEMBL4436625,z009,-6.500,,TIMEOUT
CHEMBL4436688,z009,-6.500,-6.632,
CHEMBL47938,z009,-6.500,-6.898,
CHEMBL48554,z009,-6.500,-5.708,
CHEMBL49958,z009,-6.500,-6.472,
CHEMBL49990,z009,-6.500,-6.443,
CHEMBL50091,z009,-6.500,-6.464,
CHEMBL50425,z009,-6.500,-7.110,
CHEMBL55096,z009,-6.600,-6.616,
CHEMBL3309958,z009,-6.500,-6.661,
CHEMBL3310718,z009,-6.500,-6.763,
CHEMBL4436607,z009,-6.500,-6.047,
CHEMBL51616,z009,-6.500,-6.356,
CHEMBL51743,z009,-6.500,-6.605,
CHEMBL51804,z009,-6.500,-5.982,
CHEMBL51948,z009,-6.500,-7.237,
CHEMBL51962,z009,-6.500,-6.425,
CHEMBL52366,z009,-6.500,-5.654,
CHEMBL52512,z009,-6.500,-6.676,
CHEMBL52533,z009,-6.500,-5.836,
CHEMBL51289,z009,-6.500,-6.411,
CHEMBL51352,z009,-6.500,-6.748,
CHEMBL51359,z009,-6.500,,TIMEOUT
CHEMBL51535,z009,-6.500,-5.753,
CHEMBL50714,z009,-6.500,,TIMEOUT
CHEMBL50742,z009,-6.500,-5.990,
CHEMBL50905,z009,-6.500,-6.526,
CHEMBL50927,z009,-6.500,-6.592,
CHEMBL48575,z009,-6.500,-6.492,
CHEMBL48616,z009,-6.500,,TIMEOUT
CHEMBL48856,z009,-6.500,-7.053,
CHEMBL48906,z009,-6.500,-7.283,
CHEMBL3310555,z009,-6.400,-5.590,
CHEMBL4300173,z009,-6.400,-5.464,
CHEMBL4436651,z009,-6.400,-5.702,
CHEMBL4436723,z009,-6.400,-6.375,
CHEMBL52921,z009,-6.500,-6.097,
CHEMBL53003,z009,-6.500,,TIMEOUT
CHEMBL53081,z009,-6.500,-6.347,
CHEMBL53119,z009,-6.500,-5.578,
CHEMBL50453,z009,-6.400,-6.649,
CHEMBL50735,z009,-6.400,-6.250,
CHEMBL51210,z009,-6.400,-5.925,
CHEMBL51567,z009,-6.400,-6.452,
CHEMBL53190,z009,-6.500,-7.787,
CHEMBL53195,z009,-6.500,-6.719,
CHEMBL53218,z009,-6.500,-6.420,
CHEMBL53598,z009,-6.500,-6.633,
CHEMBL50346,z009,-6.400,-6.296,
CHEMBL50402,z009,-6.400,-6.854,
CHEMBL50433,z009,-6.400,-6.621,
CHEMBL50443,z009,-6.400,-5.398,
CHEMBL49786,z009,-6.400,-6.389,
CHEMBL49808,z009,-6.400,-6.148,
CHEMBL50190,z009,-6.400,,TIMEOUT
CHEMBL50227,z009,-6.400,-6.500,
CHEMBL53230,z009,-6.400,-6.212,
CHEMBL53433,z009,-6.400,-6.530,
CHEMBL53587,z009,-6.400,-6.284,
CHEMBL53928,z009,-6.400,-6.602,
CHEMBL52975,z009,-6.400,-5.993,
CHEMBL53011,z009,-6.400,-6.478,
CHEMBL53102,z009,-6.400,-6.278,
CHEMBL53182,z009,-6.400,-6.510,
CHEMBL52670,z009,-6.500,,TIMEOUT
CHEMBL52673,z009,-6.500,-6.906,
CHEMBL52691,z009,-6.500,-6.794,
CHEMBL52852,z009,-6.500,,TIMEOUT
CHEMBL52073,z009,-6.400,-6.031,
CHEMBL52210,z009,-6.400,-7.275,
CHEMBL52370,z009,-6.400,-6.832,
CHEMBL52378,z009,-6.400,-6.305,
CHEMBL4436736,z009,-6.400,-6.930,
CHEMBL47872,z009,-6.400,,TIMEOUT
CHEMBL47873,z009,-6.400,,TIMEOUT
CHEMBL47890,z009,-6.400,-6.235,
CHEMBL4436619,z009,-6.300,-5.781,
CHEMBL4436653,z009,-6.300,-6.006,
CHEMBL4436658,z009,-6.300,-5.968,
CHEMBL4436664,z009,-6.300,-6.884,
CHEMBL48214,z009,-6.400,-6.373,
CHEMBL48284,z009,-6.400,-6.620,
CHEMBL48610,z009,-6.400,-6.172,
CHEMBL48725,z009,-6.400,,TIMEOUT
CHEMBL51580,z009,-6.400,,TIMEOUT
CHEMBL51704,z009,-6.400,-5.973,
CHEMBL51893,z009,-6.400,,TIMEOUT
CHEMBL51959,z009,-6.400,-5.898,
CHEMBL4436670,z009,-6.300,-6.181,
CHEMBL4436683,z009,-6.300,-6.303,
CHEMBL4436695,z009,-6.300,,TIMEOUT
CHEMBL4436700,z009,-6.300,-6.530,
CHEMBL48767,z009,-6.400,-6.627,
CHEMBL48852,z009,-6.400,,TIMEOUT
CHEMBL49294,z009,-6.400,,TIMEOUT
CHEMBL49663,z009,-6.400,,TIMEOUT
CHEMBL52537,z009,-6.400,-6.259,
CHEMBL52599,z009,-6.400,-7.140,
CHEMBL52805,z009,-6.400,,TIMEOUT
CHEMBL52919,z009,-6.400,-6.191,
CHEMBL47779,z009,-6.300,-6.863,
CHEMBL47883,z009,-6.300,-6.155,
CHEMBL48107,z009,-6.300,,TIMEOUT
CHEMBL48435,z009,-6.300,-6.614,
CHEMBL4436708,z009,-6.300,-5.878,
CHEMBL4436737,z009,-6.300,-5.418,
CHEMBL46773,z009,-6.300,-6.330,
CHEMBL46938,z009,-6.300,-7.240,
CHEMBL51588,z009,-6.300,-7.021,
CHEMBL51635,z009,-6.300,-7.000,
CHEMBL51691,z009,-6.300,,TIMEOUT
CHEMBL51771,z009,-6.300,-5.742,
CHEMBL3310508,z009,-6.300,-6.833,
CHEMBL3311382,z009,-6.300,-7.008,
CHEMBL4299876,z009,-6.300,,TIMEOUT
CHEMBL4299877,z009,-6.300,,TIMEOUT
CHEMBL50544,z009,-6.300,-6.473,
CHEMBL50545,z009,-6.300,-6.803,
CHEMBL50581,z009,-6.300,-6.591,
CHEMBL50633,z009,-6.300,,TIMEOUT
CHEMBL51808,z009,-6.300,-7.400,
CHEMBL52235,z009,-6.300,-7.734,
CHEMBL52298,z009,-6.300,-6.563,
CHEMBL52374,z009,-6.300,,TIMEOUT
CHEMBL49558,z009,-6.300,-6.692,
CHEMBL49716,z009,-6.300,,TIMEOUT
CHEMBL49980,z009,-6.300,,TIMEOUT
CHEMBL50282,z009,-6.300,-6.807,
CHEMBL51303,z009,-6.300,,TIMEOUT
CHEMBL51317,z009,-6.300,-7.188,
CHEMBL51457,z009,-6.300,-6.429,
CHEMBL51542,z009,-6.300,-5.478,
CHEMBL54564,z009,-6.400,-6.833,
CHEMBL92742,z009,-6.400,,TIMEOUT
CHEMBL3309960,z009,-6.300,,TIMEOUT
CHEMBL3309964,z009,-6.300,,TIMEOUT
CHEMBL48813,z009,-6.300,-6.460,
CHEMBL49117,z009,-6.300,,TIMEOUT
CHEMBL49128,z009,-6.300,,TIMEOUT
CHEMBL49224,z009,-6.300,-7.246,
CHEMBL52962,z009,-6.300,-6.677,
CHEMBL52967,z009,-6.300,-5.976,
CHEMBL53178,z009,-6.300,,TIMEOUT
CHEMBL53256,z009,-6.300,-6.140,
CHEMBL53862,z009,-6.300,-6.465,
CHEMBL54123,z009,-6.300,-5.859,
CHEMBL54470,z009,-6.300,0.652,
CHEMBL55081,z009,-6.300,-6.693,
CHEMBL50783,z009,-6.300,,TIMEOUT
CHEMBL50903,z009,-6.300,-5.943,
CHEMBL50952,z009,-6.300,,TIMEOUT
CHEMBL51189,z009,-6.300,-6.360,
CHEMBL52444,z009,-6.300,-6.780,
CHEMBL52449,z009,-6.300,,TIMEOUT
CHEMBL52856,z009,-6.300,-6.197,
CHEMBL52892,z009,-6.300,,TIMEOUT
CHEMBL57587,z010,-7.200,,TIMEOUT
CHEMBL60640,z010,-7.200,-6.138,
CHEMBL1163606,z010,-7.100,-7.422,
CHEMBL54846,z010,-7.100,-6.357,
CHEMBL53320,z009,-6.300,-6.192,
CHEMBL53517,z009,-6.300,,TIMEOUT
CHEMBL53666,z009,-6.300,,TIMEOUT
CHEMBL53839,z009,-6.300,-6.267,
CHEMBL54892,z010,-6.800,,TIMEOUT
CHEMBL55232,z010,-6.800,-6.065,
CHEMBL55828,z010,-6.800,-6.469,
CHEMBL56935,z010,-6.800,-6.444,
CHEMBL57096,z010,-7.800,,TIMEOUT
CHEMBL57980,z010,-7.500,,TIMEOUT
CHEMBL59469,z010,-7.500,-6.333,
CHEMBL54930,z010,-7.400,-7.807,
CHEMBL56326,z010,-7.400,-6.310,
CHEMBL58637,z010,-7.400,,TIMEOUT
CHEMBL4299991,z010,-7.300,-6.382,
CHEMBL56361,z010,-7.300,-7.489,
CHEMBL4300055,z010,-7.200,-6.607,
CHEMBL4300086,z010,-7.200,-6.486,
CHEMBL55244,z010,-7.200,-6.889,
CHEMBL57380,z010,-7.200,,TIMEOUT
CHEMBL59252,z010,-6.900,-7.494,
CHEMBL3314189,z010,-6.800,-6.937,
CHEMBL3314505,z010,-6.800,-5.788,
CHEMBL4299885,z010,-6.800,-5.803,
CHEMBL53565,z010,-6.600,-6.440,
CHEMBL53966,z010,-6.600,-6.649,
CHEMBL54125,z010,-6.600,-6.108,
CHEMBL54154,z010,-6.600,-6.785,
CHEMBL58025,z010,-7.000,,TIMEOUT
CHEMBL58563,z010,-7.000,-6.557,
CHEMBL3311129,z010,-6.900,-7.398,
CHEMBL53884,z010,-6.900,-6.545,
CHEMBL57325,z010,-6.900,-6.921,
CHEMBL57854,z010,-6.900,-6.145,
CHEMBL58392,z010,-6.900,-6.817,
CHEMBL59184,z010,-6.900,-6.728,
CHEMBL59328,z010,-7.100,,TIMEOUT
CHEMBL3392223,z010,-7.000,-5.848,
CHEMBL4299927,z010,-7.000,-7.128,
CHEMBL54761,z010,-7.000,-6.616,
CHEMBL57734,z010,-7.300,,TIMEOUT
CHEMBL58215,z010,-7.300,,TIMEOUT
CHEMBL58316,z010,-7.300,-6.170,
CHEMBL58449,z010,-7.300,-7.324,
CHEMBL4300123,z010,-6.800,-6.982,
CHEMBL52646,z010,-6.800,-5.056,
CHEMBL54786,z010,-6.800,-6.880,
CHEMBL54810,z010,-6.800,,TIMEOUT
CHEMBL58671,z010,-6.800,-6.020,
CHEMBL58956,z010,-6.800,-6.130,
CHEMBL1163605,z010,-6.700,-7.613,
CHEMBL3310725,z010,-6.700,,TIMEOUT
CHEMBL57875,z010,-6.700,-6.678,
CHEMBL58158,z010,-6.700,-6.556,
CHEMBL58375,z010,-6.700,-6.381,
CHEMBL58467,z010,-6.700,-6.784,
CHEMBL55046,z010,-6.900,-7.004,
CHEMBL55899,z010,-6.900,,TIMEOUT
CHEMBL55962,z010,-6.900,-7.814,
CHEMBL56904,z010,-6.900,,TIMEOUT
CHEMBL55826,z010,-7.100,-6.052,
CHEMBL57084,z010,-7.100,,TIMEOUT
CHEMBL58291,z010,-7.100,,TIMEOUT
CHEMBL58330,z010,-7.100,,TIMEOUT
CHEMBL56105,z010,-7.000,,TIMEOUT
CHEMBL56849,z010,-7.000,-7.803,
CHEMBL57506,z010,-7.000,-7.204,
CHEMBL57768,z010,-7.000,-6.410,
CHEMBL57931,z010,-6.800,-6.746,
CHEMBL57976,z010,-6.800,,TIMEOUT
CHEMBL57987,z010,-6.800,,TIMEOUT
CHEMBL58116,z010,-6.800,-7.979,
CHEMBL3310810,z010,-6.600,-7.136,
CHEMBL3311117,z010,-6.600,-6.907,
CHEMBL4299822,z010,-6.600,-7.007,
CHEMBL4299828,z010,-6.600,-6.258,
CHEMBL55427,z010,-6.700,-6.642,
CHEMBL56087,z010,-6.700,-5.955,
CHEMBL56335,z010,-6.700,,TIMEOUT
CHEMBL56503,z010,-6.700,-5.760,
CHEMBL3310728,z010,-6.700,-6.702,
CHEMBL3315063,z010,-6.700,-7.168,
CHEMBL4300087,z010,-6.700,-7.401,
CHEMBL4300136,z010,-6.700,-6.562,
CHEMBL56621,z010,-6.700,-6.074,
CHEMBL56853,z010,-6.700,-6.562,
CHEMBL57046,z010,-6.700,,TIMEOUT
CHEMBL57757,z010,-6.700,-6.462,
CHEMBL54077,z010,-6.700,,TIMEOUT
CHEMBL54578,z010,-6.700,,TIMEOUT
CHEMBL55292,z010,-6.700,-6.438,
CHEMBL55329,z010,-6.700,-6.948,
CHEMBL57093,z010,-6.800,-6.386,
CHEMBL57241,z010,-6.800,,TIMEOUT
CHEMBL57653,z010,-6.800,-7.085,
CHEMBL57732,z010,-6.800,,TIMEOUT
CHEMBL57198,z010,-6.600,-6.614,
CHEMBL57351,z010,-6.600,-6.098,
CHEMBL57512,z010,-6.600,-6.066,
CHEMBL57640,z010,-6.600,-7.083,
CHEMBL4300005,z010,-6.600,-6.984,
CHEMBL4300091,z010,-6.600,-6.744,
CHEMBL4300114,z010,-6.600,-6.895,
CHEMBL52560,z010,-6.600,-6.028,
CHEMBL57703,z010,-6.600,-7.151,
CHEMBL58037,z010,-6.600,-6.598,
CHEMBL58287,z010,-6.600,-7.170,
CHEMBL58498,z010,-6.600,-6.608,
CHEMBL58791,z010,-6.700,,TIMEOUT
CHEMBL59285,z010,-6.700,-6.475,
CHEMBL3309973,z010,-6.600,,TIMEOUT
CHEMBL3310667,z010,-6.600,-6.806,
CHEMBL54978,z010,-6.600,,TIMEOUT
CHEMBL55516,z010,-6.600,-6.495,
CHEMBL55546,z010,-6.600,-6.690,
CHEMBL56390,z010,-6.600,-5.646,
CHEMBL54590,z010,-6.600,-6.995,
CHEMBL54602,z010,-6.600,-5.856,
CHEMBL54717,z010,-6.600,-5.456,
CHEMBL54757,z010,-6.600,-6.744,
CHEMBL56626,z010,-6.600,-6.556,
CHEMBL56637,z010,-6.600,-5.821,
CHEMBL56927,z010,-6.600,-5.830,
CHEMBL57017,z010,-6.600,,TIMEOUT
CHEMBL3313950,z010,-6.500,-7.897,
CHEMBL3314389,z010,-6.500,-7.005,
CHEMBL3315375,z010,-6.500,-6.673,
CHEMBL4299810,z010,-6.500,-6.904,
CHEMBL4299817,z010,-6.500,-6.291,
CHEMBL4299824,z010,-6.500,-1.104,
CHEMBL4299926,z010,-6.500,-6.314,
CHEMBL4299976,z010,-6.500,,TIMEOUT
CHEMBL56115,z010,-6.500,-5.314,
CHEMBL56146,z010,-6.500,-5.657,
CHEMBL56156,z010,-6.500,-5.555,
CHEMBL56158,z010,-6.500,,TIMEOUT
CHEMBL57047,z010,-6.600,-6.684,
CHEMBL57104,z010,-6.600,-7.156,
CHEMBL57122,z010,-6.600,-6.696,
CHEMBL57175,z010,-6.600,-6.435,
CHEMBL56163,z010,-6.500,-6.113,
CHEMBL56198,z010,-6.500,-5.970,
CHEMBL56430,z010,-6.500,-5.522,
CHEMBL56443,z010,-6.500,-6.230,
CHEMBL3310590,z010,-6.500,-6.829,
CHEMBL3310722,z010,-6.500,-7.270,
CHEMBL3311119,z010,-6.500,-6.775,
CHEMBL3311120,z010,-6.500,-7.051,
CHEMBL57731,z010,-6.500,-5.638,
CHEMBL57853,z010,-6.500,-7.602,
CHEMBL58698,z010,-6.500,-6.110,
CHEMBL58774,z010,-6.500,-5.612,
CHEMBL4300088,z010,-6.400,-6.249,
CHEMBL4300102,z010,-6.400,-6.462,
CHEMBL53641,z010,-6.400,-5.808,
CHEMBL53903,z010,-6.400,-6.533,
CHEMBL55461,z010,-6.500,-5.930,
CHEMBL55484,z010,-6.500,-6.654,
CHEMBL56020,z010,-6.500,-7.090,
CHEMBL56102,z010,-6.500,-6.203,
CHEMBL3310720,z010,-6.400,-7.112,
CHEMBL3311107,z010,-6.400,-6.650,
CHEMBL3314977,z010,-6.400,-6.296,
CHEMBL4300000,z010,-6.400,-5.998,
CHEMBL56516,z010,-6.500,-7.396,
CHEMBL56981,z010,-6.500,-5.070,
CHEMBL57410,z010,-6.500,-6.060,
CHEMBL57680,z010,-6.500,-6.460,
CHEMBL52565,z010,-6.500,,TIMEOUT
CHEMBL54731,z010,-6.500,-6.427,
CHEMBL55108,z010,-6.500,-6.156,
CHEMBL55390,z010,-6.500,-6.780,
CHEMBL53976,z010,-6.400,-5.858,
CHEMBL53999,z010,-6.400,-6.163,
CHEMBL54719,z010,-6.400,-6.156,
CHEMBL54859,z010,-6.400,-6.708,
CHEMBL59030,z010,-6.500,,TIMEOUT
CHEMBL59036,z010,-6.500,-7.234,
CHEMBL59271,z010,-6.500,-6.490,
CHEMBL59437,z010,-6.500,-6.698,
CHEMBL55945,z010,-6.400,-5.992,
CHEMBL56196,z010,-6.400,-6.759,
CHEMBL56207,z010,-6.400,-5.957,
CHEMBL56210,z010,-6.400,-6.968,
CHEMBL58598,z010,-6.600,-6.804,
CHEMBL60729,z010,-6.600,-6.982,
CHEMBL3309291,z010,-6.500,-6.588,
CHEMBL3309971,z010,-6.500,-6.575,
CHEMBL57019,z010,-6.400,-5.892,
CHEMBL57090,z010,-6.400,-6.126,
CHEMBL57438,z010,-6.400,-6.273,
CHEMBL57564,z010,-6.400,-6.574,
CHEMBL56442,z010,-6.400,-4.903,
CHEMBL56627,z010,-6.400,-6.109,
CHEMBL56661,z010,-6.400,-6.749,
CHEMBL56855,z010,-6.400,-6.086,
CHEMBL55632,z010,-6.400,-7.036,
CHEMBL55686,z010,-6.400,-5.860,
CHEMBL55760,z010,-6.400,-6.047,
CHEMBL55874,z010,-6.400,-5.795,
CHEMBL54948,z010,-6.400,-5.276,
CHEMBL55127,z010,-6.400,-6.170,
CHEMBL55305,z010,-6.400,-6.245,
CHEMBL55507,z010,-6.400,-5.831,
CHEMBL56237,z010,-6.400,-7.010,
CHEMBL56286,z010,-6.400,-6.356,
CHEMBL56307,z010,-6.400,-7.454,
CHEMBL56325,z010,-6.400,-6.273,
CHEMBL58944,z010,-6.400,-6.099,
CHEMBL59007,z010,-6.400,-5.099,
CHEMBL59098,z010,-6.400,-6.587,
CHEMBL59103,z010,-6.400,-5.690,
CHEMBL57617,z010,-6.400,-6.887,
CHEMBL57747,z010,-6.400,-5.886,
CHEMBL57821,z010,-6.400,-7.610,
CHEMBL57851,z010,-6.400,-6.617,
CHEMBL3310999,z010,-6.300,-5.972,
CHEMBL3311121,z010,-6.300,-6.975,
CHEMBL3311122,z010,-6.300,-6.770,
CHEMBL3314086,z010,-6.300,-6.007,
CHEMBL58325,z010,-6.400,-6.856,
CHEMBL58357,z010,-6.400,-6.496,
CHEMBL58406,z010,-6.400,-6.062,
CHEMBL58415,z010,-6.400,-6.784,
CHEMBL4300141,z010,-6.300,-6.020,
CHEMBL52479,z010,-6.300,-6.174,
CHEMBL52818,z010,-6.300,-6.326,
CHEMBL52824,z010,-6.300,-6.460,
CHEMBL3314110,z010,-6.300,-5.888,
CHEMBL3315291,z010,-6.300,-6.816,
CHEMBL4299823,z010,-6.300,-6.645,
CHEMBL4299920,z010,-6.300,-6.550,
CHEMBL57860,z010,-6.400,-6.189,
CHEMBL57964,z010,-6.400,-7.470,
CHEMBL58076,z010,-6.400,-6.413,
CHEMBL58258,z010,-6.400,-6.073,
CHEMBL60537,z010,-6.400,-6.929,
CHEMBL60726,z010,-6.400,-6.058,
CHEMBL3310726,z010,-6.300,-7.055,
CHEMBL3310729,z010,-6.300,-6.989,
CHEMBL54800,z010,-6.300,-5.843,
CHEMBL55019,z010,-6.300,-6.330,
CHEMBL55048,z010,-6.300,-6.363,
CHEMBL55055,z010,-6.300,-6.847,
CHEMBL54577,z010,-6.300,-7.028,
CHEMBL54594,z010,-6.300,-6.858,
CHEMBL54610,z010,-6.300,-6.370,
CHEMBL54790,z010,-6.300,-6.005,
CHEMBL53642,z010,-6.300,-7.030,
CHEMBL53803,z010,-6.300,-7.110,
CHEMBL53977,z010,-6.300,-6.522,
CHEMBL54420,z010,-6.300,-6.007,
CHEMBL4299977,z010,-6.300,-5.812,
CHEMBL4300007,z010,-6.300,-6.077,
CHEMBL4300097,z010,-6.300,-5.800,
CHEMBL4300116,z010,-6.300,-6.282,
CHEMBL58450,z010,-6.400,-6.469,
CHEMBL58566,z010,-6.400,-6.733,
CHEMBL58610,z010,-6.400,-5.126,
CHEMBL58741,z010,-6.400,-6.457,
CHEMBL3310807,z010,-6.300,-6.421,
CHEMBL3310814,z010,-6.300,-6.870,
CHEMBL3310884,z010,-6.300,-6.016,
CHEMBL3310941,z010,-6.300,,TIMEOUT
CHEMBL55331,z010,-6.300,-5.612,
CHEMBL55362,z010,-6.300,-6.382,
CHEMBL55640,z010,-6.300,-5.865,
