auc_crudo,auc_atomo,auc_residual,ef1,ef5,quimias_pareadas_por_tamano,quimias_total,veredicto,quimias_corte_5pct,quimias_corte_1pct,quimias_corte_10pct,pendiente_tamano_kcal_por_atomo,correlacion_fondo_tamano,duro_n_fondo,duro_auc_crudo,duro_auc_residual,duro_ef5,duro_quimias_pareadas_por_tamano,duro_quimias_que_ganan,duro_veredicto,juntos_n_fondo,juntos_auc_crudo,juntos_auc_residual,juntos_ef5,juntos_quimias_pareadas_por_tamano,juntos_quimias_que_ganan,juntos_veredicto
0.2459,0.6669,0.2641,0.0,0.0,1,5,NO PASA,0,0,0,-0.0221,-0.22,152,0.4013,0.414,0.0,3,"bencilisoquinolina,isoxazol-piperidina,piperidinil-pirimidina",PASA,274,0.3321,0.3452,0.0,3,"bencilisoquinolina,isoxazol-piperidina,piperidinil-pirimidina",PASA
