auc_crudo,auc_atomo,auc_residual,ef1,ef5,quimias_pareadas_por_tamano,quimias_total,veredicto,quimias_corte_5pct,quimias_corte_1pct,quimias_corte_10pct,pendiente_tamano_kcal_por_atomo,correlacion_fondo_tamano,duro_n_fondo,duro_auc_crudo,duro_auc_residual,duro_ef5,duro_quimias_pareadas_por_tamano,duro_quimias_que_ganan,duro_veredicto,juntos_n_fondo,juntos_auc_crudo,juntos_auc_residual,juntos_ef5,juntos_quimias_pareadas_por_tamano,juntos_quimias_que_ganan,juntos_veredicto
0.3009,0.6827,0.3068,0.0,0.0,2,5,PASA,0,0,0,-0.0446,-0.4,152,0.3712,0.407,0.0,2,"bencilisoquinolina,isoxazol-piperidina",PASA,274,0.3399,0.3608,0.0,2,"bencilisoquinolina,isoxazol-piperidina",PASA
