etiqueta,png,smiles_crudo,confianza
XL20,XL20.png,CN(CC1=CC=CC=C1)[C@H]2CCC[C@@H]([C@H]2O)N3C=NC4=C3N=CN=C4N,"[('C', np.float32(0.9887294)), ('N', np.float32(0.99633163)), ('(', np.float32(0.9986204)), ('C', np.float32(0.9866998)), ('C', np.float32(0.99612564)), ('1', np.float32(0.99910945)), ('=', np.float32(0.9994153)), ('C', np.float32(0.99594253)), ('C', np.float32(0.99886775)), ('=', np.float32(0.99969256)), ('C', np.float32(0.99691963)), ('C', np.float32(0.99858296)), ('=', np.float32(0.9993068)), ('C', np.float32(0.99886096)), ('1', np.float32(0.99993503)), (')', np.float32(0.99951744)), ('[', np.float32(0.9985544)), ('C', np.float32(0.99762243)), ('@', np.float32(0.99951804)), ('H', np.float32(0.9936521)), (']', np.float32(0.9972308)), ('2', np.float32(0.9992454)), ('C', np.float32(0.99063474)), ('C', np.float32(0.99719775)), ('C', np.float32(0.99758387)), ('[', np.float32(0.998906)), ('C', np.float32(0.9962515)), ('@', np.float32(0.99928135)), ('@', np.float32(0.9977023)), ('H', np.float32(0.9996784)), (']', np.float32(0.99981314)), ('(', np.float32(0.9993025)), ('[', np.float32(0.9954324)), ('C', np.float32(0.99887556)), ('@', np.float32(0.99989045)), ('H', np.float32(0.9975223)), (']', np.float32(0.9962962)), ('2', np.float32(0.9988955)), ('O', np.float32(0.999225)), (')', np.float32(0.99967194)), ('N', np.float32(0.99842703)), ('3', np.float32(0.99894065)), ('C', np.float32(0.9969548)), ('=', np.float32(0.99662316)), ('N', np.float32(0.99942625)), ('C', np.float32(0.9996172)), ('4', np.float32(0.9998658)), ('=', np.float32(0.99796)), ('C', np.float32(0.999067)), ('3', np.float32(0.5295843)), ('N', np.float32(0.9989159)), ('=', np.float32(0.9985202)), ('C', np.float32(0.99825865)), ('N', np.float32(0.9971739)), ('=', np.float32(0.9971595)), ('C', np.float32(0.99970764)), ('4', np.float32(0.99984837)), ('N', np.float32(0.99437356))]"
XL21,XL21.png,C1CN(C[C@@]1(CN2CCOCC2)O)C(=O)C3=CNC(=O)NC3=O,"[('C', np.float32(0.99323684)), ('1', np.float32(0.99469167)), ('C', np.float32(0.9855246)), ('N', np.float32(0.97596675)), ('(', np.float32(0.99845064)), ('C', np.float32(0.99380493)), ('[', np.float32(0.99122065)), ('C', np.float32(0.9987357)), ('@', np.float32(0.99971026)), ('@', np.float32(0.9841978)), (']', np.float32(0.9992168)), ('1', np.float32(0.99925715)), ('(', np.float32(0.9994363)), ('C', np.float32(0.9951422)), ('N', np.float32(0.99704427)), ('2', np.float32(0.9997255)), ('C', np.float32(0.99827147)), ('C', np.float32(0.99653363)), ('O', np.float32(0.9945943)), ('C', np.float32(0.9951283)), ('C', np.float32(0.9975304)), ('2', np.float32(0.9995795)), (')', np.float32(0.99955195)), ('O', np.float32(0.99625033)), (')', np.float32(0.9993548)), ('C', np.float32(0.9990087)), ('(', np.float32(0.9990351)), ('=', np.float32(0.9997472)), ('O', np.float32(0.9986224)), (')', np.float32(0.9998746)), ('C', np.float32(0.99841154)), ('3', np.float32(0.9993918)), ('=', np.float32(0.99869615)), ('C', np.float32(0.9959771)), ('N', np.float32(0.9915421)), ('C', np.float32(0.99762976)), ('(', np.float32(0.9995635)), ('=', np.float32(0.9993325)), ('O', np.float32(0.99679035)), (')', np.float32(0.9996314)), ('N', np.float32(0.9974064)), ('C', np.float32(0.99797314)), ('3', np.float32(0.9995018)), ('=', np.float32(0.9993049)), ('O', np.float32(0.9987196))]"
XL22,XL22.png,C1COCCN1[C@@H]2CN(C[C@H]2O)C(=O)C3=CNC(=O)NC3=O,"[('C', np.float32(0.99304235)), ('1', np.float32(0.99781126)), ('C', np.float32(0.997538)), ('O', np.float32(0.9975674)), ('C', np.float32(0.9960167)), ('C', np.float32(0.9965926)), ('N', np.float32(0.99860555)), ('1', np.float32(0.99969125)), ('[', np.float32(0.99884087)), ('C', np.float32(0.99776185)), ('@', np.float32(0.9994235)), ('@', np.float32(0.9968284)), ('H', np.float32(0.99933004)), (']', np.float32(0.99977475)), ('2', np.float32(0.99955255)), ('C', np.float32(0.99590284)), ('N', np.float32(0.9984084)), ('(', np.float32(0.9995716)), ('C', np.float32(0.9979007)), ('[', np.float32(0.9989649)), ('C', np.float32(0.997855)), ('@', np.float32(0.99954516)), ('H', np.float32(0.9943719)), (']', np.float32(0.9987405)), ('2', np.float32(0.99973744)), ('O', np.float32(0.9994677)), (')', np.float32(0.99873525)), ('C', np.float32(0.999158)), ('(', np.float32(0.9994475)), ('=', np.float32(0.99973625)), ('O', np.float32(0.9993789)), (')', np.float32(0.99968266)), ('C', np.float32(0.99767905)), ('3', np.float32(0.99961144)), ('=', np.float32(0.9990275)), ('C', np.float32(0.9963082)), ('N', np.float32(0.99546057)), ('C', np.float32(0.9991191)), ('(', np.float32(0.99988997)), ('=', np.float32(0.9995103)), ('O', np.float32(0.9987355)), (')', np.float32(0.99974805)), ('N', np.float32(0.99717015)), ('C', np.float32(0.9985399)), ('3', np.float32(0.9992187)), ('=', np.float32(0.99961865)), ('O', np.float32(0.99935466))]"
XL23,XL23.png,C1=CC2=C(C=C1)N(CC(=O)N[C@H]3CCC[C@@H]([C@H]3O)N4C=NC5=C(N)N=CN=C54)C(=N2)C(F)(F)F,"[('C', np.float32(0.99607927)), ('1', np.float32(0.9963805)), ('=', np.float32(0.9918473)), ('C', np.float32(0.99886763)), ('C', np.float32(0.99882823)), ('2', np.float32(0.9980964)), ('=', np.float32(0.99679595)), ('C', np.float32(0.99848795)), ('(', np.float32(0.9994816)), ('C', np.float32(0.9986816)), ('=', np.float32(0.9986412)), ('C', np.float32(0.99933785)), ('1', np.float32(0.99950206)), (')', np.float32(0.9995478)), ('N', np.float32(0.9854417)), ('(', np.float32(0.99684614)), ('C', np.float32(0.9958851)), ('C', np.float32(0.99702126)), ('(', np.float32(0.9984549)), ('=', np.float32(0.9990758)), ('O', np.float32(0.99891937)), (')', np.float32(0.99982363)), ('N', np.float32(0.993115)), ('[', np.float32(0.99444395)), ('C', np.float32(0.9938538)), ('@', np.float32(0.9992397)), ('H', np.float32(0.98724014)), (']', np.float32(0.99784267)), ('3', np.float32(0.99945575)), ('C', np.float32(0.99260336)), ('C', np.float32(0.99629277)), ('C', np.float32(0.9971185)), ('[', np.float32(0.99886596)), ('C', np.float32(0.9977883)), ('@', np.float32(0.99988115)), ('@', np.float32(0.9966215)), ('H', np.float32(0.9988317)), (']', np.float32(0.9995327)), ('(', np.float32(0.998536)), ('[', np.float32(0.99677783)), ('C', np.float32(0.99937576)), ('@', np.float32(0.9985006)), ('H', np.float32(0.992968)), (']', np.float32(0.9975182)), ('3', np.float32(0.9992206)), ('O', np.float32(0.99832433)), (')', np.float32(0.99940157)), ('N', np.float32(0.9972269)), ('4', np.float32(0.99845576)), ('C', np.float32(0.9977036)), ('=', np.float32(0.9970702)), ('N', np.float32(0.99934155)), ('C', np.float32(0.99958104)), ('5', np.float32(0.99940276)), ('=', np.float32(0.9963313)), ('C', np.float32(0.9989661)), ('(', np.float32(0.60476834)), ('N', np.float32(0.99439514)), (')', np.float32(0.9943658)), ('N', np.float32(0.9988036)), ('=', np.float32(0.99926525)), ('C', np.float32(0.998027)), ('N', np.float32(0.998926)), ('=', np.float32(0.99662495)), ('C', np.float32(0.9996406)), ('5', np.float32(0.99813783)), ('4', np.float32(0.9989525)), (')', np.float32(0.9997669)), ('C', np.float32(0.99916756)), ('(', np.float32(0.9992298)), ('=', np.float32(0.99982196)), ('N', np.float32(0.99760747)), ('2', np.float32(0.99990296)), (')', np.float32(0.99990654)), ('C', np.float32(0.99886525)), ('(', np.float32(0.9988317)), ('F', np.float32(0.99707127)), (')', np.float32(0.9998579)), ('(', np.float32(0.9976044)), ('F', np.float32(0.9995803)), (')', np.float32(0.9998827)), ('F', np.float32(0.9961572))]"
XL24,XL24.png,CN(C)C[C@@]1(CCN(C1)C(=O)C2=CNC(=O)NC2=O)O,"[('C', np.float32(0.9944799)), ('N', np.float32(0.99698)), ('(', np.float32(0.99894136)), ('C', np.float32(0.9967608)), (')', np.float32(0.9995995)), ('C', np.float32(0.99876827)), ('[', np.float32(0.9967534)), ('C', np.float32(0.99729115)), ('@', np.float32(0.99980253)), ('@', np.float32(0.99565923)), (']', np.float32(0.9989435)), ('1', np.float32(0.9990626)), ('(', np.float32(0.9995659)), ('C', np.float32(0.9961201)), ('C', np.float32(0.99693584)), ('N', np.float32(0.99898905)), ('(', np.float32(0.9997123)), ('C', np.float32(0.9968616)), ('1', np.float32(0.99804014)), (')', np.float32(0.9997826)), ('C', np.float32(0.9994579)), ('(', np.float32(0.9996164)), ('=', np.float32(0.99982315)), ('O', np.float32(0.9995478)), (')', np.float32(0.9997844)), ('C', np.float32(0.9982613)), ('2', np.float32(0.99977916)), ('=', np.float32(0.9992872)), ('C', np.float32(0.99566925)), ('N', np.float32(0.9955403)), ('C', np.float32(0.9987914)), ('(', np.float32(0.9998841)), ('=', np.float32(0.99976724)), ('O', np.float32(0.9983589)), (')', np.float32(0.9998248)), ('N', np.float32(0.9980627)), ('C', np.float32(0.99890375)), ('2', np.float32(0.9997918)), ('=', np.float32(0.99916863)), ('O', np.float32(0.99942756)), (')', np.float32(0.9999753)), ('O', np.float32(0.9961259))]"
XL25,XL25.png,CC1=C(CC2(CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)NC(=O)NC4=O)O1)C(=O)N,"[('C', np.float32(0.98967046)), ('C', np.float32(0.9886242)), ('1', np.float32(0.9971288)), ('=', np.float32(0.9969055)), ('C', np.float32(0.99869955)), ('(', np.float32(0.99695575)), ('C', np.float32(0.997456)), ('C', np.float32(0.9976981)), ('2', np.float32(0.99888366)), ('(', np.float32(0.9995407)), ('C', np.float32(0.9973666)), ('C', np.float32(0.9978655)), ('N', np.float32(0.9995296)), ('(', np.float32(0.99830925)), ('C', np.float32(0.9992816)), ('C', np.float32(0.9993906)), ('2', np.float32(0.9997807)), (')', np.float32(0.9994209)), ('S', np.float32(0.99795413)), ('(', np.float32(0.99608827)), ('=', np.float32(0.99921215)), ('O', np.float32(0.9983895)), (')', np.float32(0.9997236)), ('(', np.float32(0.99976856)), ('=', np.float32(0.99986637)), ('O', np.float32(0.9991191)), (')', np.float32(0.99972016)), ('C', np.float32(0.9991679)), ('3', np.float32(0.99972266)), ('=', np.float32(0.99930525)), ('C', np.float32(0.99920803)), ('C', np.float32(0.9990984)), ('4', np.float32(0.7428785)), ('=', np.float32(0.9963108)), ('C', np.float32(0.99924517)), ('(', np.float32(0.9999304)), ('C', np.float32(0.9975063)), ('=', np.float32(0.9935022)), ('C', np.float32(0.9984106)), ('3', np.float32(0.9993685)), (')', np.float32(0.9993568)), ('N', np.float32(0.9978662)), ('C', np.float32(0.99928856)), ('(', np.float32(0.99964404)), ('=', np.float32(0.99970067)), ('O', np.float32(0.9985966)), (')', np.float32(0.99979526)), ('N', np.float32(0.9959984)), ('C', np.float32(0.9983365)), ('4', np.float32(0.9986142)), ('=', np.float32(0.99969256)), ('O', np.float32(0.9993487)), (')', np.float32(0.999961)), ('O', np.float32(0.99936014)), ('1', np.float32(0.99979323)), (')', np.float32(0.99977463)), ('C', np.float32(0.9990281)), ('(', np.float32(0.999629)), ('=', np.float32(0.9995073)), ('O', np.float32(0.9989975)), (')', np.float32(0.9999006)), ('N', np.float32(0.9933709))]"
XL26,XL26.png,CC1=CC=NC(=N1)[C@H]2CCN(C2)C(=O)C3=CNC(=O)NC3=O,"[('C', np.float32(0.99674845)), ('C', np.float32(0.9969267)), ('1', np.float32(0.9954465)), ('=', np.float32(0.99857235)), ('C', np.float32(0.98979515)), ('C', np.float32(0.9982021)), ('=', np.float32(0.9981957)), ('N', np.float32(0.99880993)), ('C', np.float32(0.99965763)), ('(', np.float32(0.9996222)), ('=', np.float32(0.9990858)), ('N', np.float32(0.9938792)), ('1', np.float32(0.9997243)), (')', np.float32(0.9999198)), ('[', np.float32(0.99784327)), ('C', np.float32(0.9965892)), ('@', np.float32(0.9995652)), ('H', np.float32(0.99708897)), (']', np.float32(0.9986307)), ('2', np.float32(0.99984074)), ('C', np.float32(0.9978834)), ('C', np.float32(0.99729115)), ('N', np.float32(0.9994025)), ('(', np.float32(0.9998603)), ('C', np.float32(0.9983102)), ('2', np.float32(0.99911875)), (')', np.float32(0.9996388)), ('C', np.float32(0.99948186)), ('(', np.float32(0.9996594)), ('=', np.float32(0.9997371)), ('O', np.float32(0.9994454)), (')', np.float32(0.9996214)), ('C', np.float32(0.99723)), ('3', np.float32(0.99970573)), ('=', np.float32(0.99799275)), ('C', np.float32(0.9977188)), ('N', np.float32(0.9974377)), ('C', np.float32(0.9972914)), ('(', np.float32(0.9997433)), ('=', np.float32(0.99980885)), ('O', np.float32(0.9990969)), (')', np.float32(0.99977213)), ('N', np.float32(0.9987857)), ('C', np.float32(0.99823123)), ('3', np.float32(0.9994728)), ('=', np.float32(0.99968326)), ('O', np.float32(0.9989048))]"
XL27,XL27.png,CNC1=NC=CC(=C1)[C@@H]2CCCN2C(=O)C3=CNC(=O)NC3=O,"[('C', np.float32(0.9941855)), ('N', np.float32(0.9889636)), ('C', np.float32(0.9986314)), ('1', np.float32(0.99947315)), ('=', np.float32(0.9990988)), ('N', np.float32(0.7750804)), ('C', np.float32(0.9973271)), ('=', np.float32(0.99525344)), ('C', np.float32(0.9889675)), ('C', np.float32(0.9970306)), ('(', np.float32(0.9996088)), ('=', np.float32(0.99943954)), ('C', np.float32(0.99886346)), ('1', np.float32(0.9997967)), (')', np.float32(0.99945503)), ('[', np.float32(0.9974252)), ('C', np.float32(0.9974331)), ('@', np.float32(0.99917334)), ('@', np.float32(0.9954053)), ('H', np.float32(0.9994759)), (']', np.float32(0.99965405)), ('2', np.float32(0.9996382)), ('C', np.float32(0.9955533)), ('C', np.float32(0.996861)), ('C', np.float32(0.9985291)), ('N', np.float32(0.9992281)), ('2', np.float32(0.99973756)), ('C', np.float32(0.9995453)), ('(', np.float32(0.9996699)), ('=', np.float32(0.9996927)), ('O', np.float32(0.9994099)), (')', np.float32(0.9993339)), ('C', np.float32(0.99907625)), ('3', np.float32(0.999461)), ('=', np.float32(0.99932337)), ('C', np.float32(0.9972301)), ('N', np.float32(0.9978911)), ('C', np.float32(0.9988728)), ('(', np.float32(0.9996309)), ('=', np.float32(0.99959534)), ('O', np.float32(0.9993711)), (')', np.float32(0.99978787)), ('N', np.float32(0.99912244)), ('C', np.float32(0.99876344)), ('3', np.float32(0.99979657)), ('=', np.float32(0.9998535)), ('O', np.float32(0.9989484))]"
