ligand,papel,afinidad,pesados,puesto_fondo1,puesto_fondo2,residual
DECM_CHEMBL591,fondo,-3.721,9,470,,
DECM_CHEMBL119423,fondo,-3.702,10,471,,
DECM_CHEMBL513,fondo,-3.677,12,472,,
DECM_CHEMBL1425,fondo,-3.643,10,473,,
DECM_CHEMBL1482,fondo,-3.62,11,474,,
DECM_CHEMBL965,fondo,-3.526,10,475,,
DECM_CHEMBL978,fondo,-3.516,11,476,,
DECM_CHEMBL1430,fondo,-3.422,9,477,,
DECM_CHEMBL1201073,fondo,-3.338,10,478,,
DECM_CHEMBL671,fondo,-3.28,11,479,,
DECM_CHEMBL667,fondo,-3.251,10,480,,
DECH_CHEMBL2110978,fondo2,-2.879,6,481,,
DECM_CHEMBL427,fondo,-2.722,8,482,,
